Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,No_resp,4,wide
30,13,red,100,0,['j'],0.556610718369484,wide
40,13,red,100,1,['j'],2.682984300889075,wide
50,13,red,100,1,['f'],3.836926815798506,wide
60,13,red,100,1,['f'],1.416790305171162,wide
70,13,red,100,1,['f'],1.669444172643125,wide
80,13,red,100,0,['j'],1.9030829234980047,wide
90,13,red,100,1,['f'],1.1323673974256963,wide
20,13,red,50,1,['j'],1.3817547040525824,wide
30,13,red,50,1,['j'],0.9369124798104167,wide
40,13,red,50,0,['f'],1.6257335825357586,wide
50,13,red,50,1,['j'],1.171693559968844,wide
60,13,red,50,0,['j'],1.4120781973470002,wide
70,13,red,50,1,['f'],0.8092497948091477,wide
80,13,red,50,1,['f'],0.7838124895934016,wide
90,13,red,50,0,['j'],1.317385477013886,wide
20,13,blue,100,0,['f'],2.884817602811381,narrow
30,13,blue,100,0,['f'],1.6850778125226498,narrow
40,13,blue,100,1,['j'],2.899698602501303,narrow
50,13,blue,100,1,['j'],1.5211365036666393,narrow
60,13,blue,100,0,['j'],1.4501112746074796,narrow
70,13,blue,100,0,['j'],1.576935417484492,narrow
80,13,blue,100,1,['f'],1.126166506903246,narrow
90,13,blue,100,0,['j'],1.338471349561587,narrow
20,13,blue,50,1,['j'],1.32125676702708,narrow
30,13,blue,50,1,['j'],1.1139069478958845,narrow
40,13,blue,50,0,['f'],1.0696866333018988,narrow
50,13,blue,50,1,['j'],1.130970774916932,narrow
60,13,blue,50,1,['f'],0.7216226765885949,narrow
70,13,blue,50,0,['j'],0.9235179871320724,narrow
80,13,blue,50,1,['f'],0.7535265432670712,narrow
90,13,blue,50,0,['j'],0.8142503295093775,narrow
20,13,green,100,0,['f'],2.0337692538741976,skew
30,13,green,100,0,['f'],1.4148782689590007,skew
40,13,green,100,1,['f'],0.8813223484903574,skew
50,13,green,100,1,['f'],1.0608364262152463,skew
60,13,green,100,1,['f'],0.8911891600582749,skew
70,13,green,100,1,['f'],0.637554527958855,skew
80,13,green,100,1,['f'],0.6527165588922799,skew
90,13,green,100,1,['f'],0.7216664808802307,skew
20,13,green,50,0,['f'],1.2929243855178356,skew
30,13,green,50,0,['f'],1.223635974805802,skew
40,13,green,50,0,['f'],2.6278964986559004,skew
50,13,green,50,0,['j'],1.1290519123431295,skew
60,13,green,50,1,['f'],0.614950290415436,skew
70,13,green,50,0,['j'],1.3174429347272962,skew
80,13,green,50,1,['f'],0.7477921415120363,skew
90,13,green,50,0,['j'],1.1610570412594825,skew
20,13,yellow,100,0,['f'],1.3399026745464653,True_unkown
30,13,yellow,100,0,['f'],0.9992246041074395,True_unkown
40,13,yellow,100,1,['j'],1.6574417513329536,True_unkown
50,13,yellow,100,0,['j'],1.5421791409607977,True_unkown
60,13,yellow,100,1,['f'],1.008071397896856,True_unkown
70,13,yellow,100,0,['j'],0.9405095654074103,True_unkown
80,13,yellow,100,0,['j'],0.7289755672682077,True_unkown
90,13,yellow,100,0,['j'],1.0758107239380479,True_unkown
20,13,yellow,50,1,['j'],2.035098747815937,True_unkown
30,13,yellow,50,0,['f'],1.5675493171438575,True_unkown
40,13,yellow,50,0,['f'],1.8550977008417249,True_unkown
50,13,yellow,50,0,['j'],1.2961909463629127,True_unkown
60,13,yellow,50,1,['f'],1.4741621972061694,True_unkown
70,13,yellow,50,1,['f'],0.8644234992098063,True_unkown
80,13,yellow,50,1,['f'],0.8428904798347503,True_unkown
90,13,yellow,50,0,['j'],1.06173356436193,True_unkown
