Time(H:M:S.mS)	X	Y	Z	Pitch	Yaw	Roll	Position circle	Angle circle	Movie Time	Events
14:32:13.571	6.80888671874999	-2.56728515624997	0	-0.02197265625	-0.32958984375	0.02197265625	Off Target	Inner	00:00:00.000	Zeroed
14:32:13.668	6.697265625	-1.89755859374998	0	0	-0.3515625	0.17578125	Off Target	Inner	00:00:00.000	
14:32:13.776	8.25996093750001	1.33945312500003	0	0.17578125	-0.32958984375	0.2197265625	Off Target	Inner	00:00:00.000	
14:32:13.889	7.59023437500002	-0.111621093749989	0	0.0439453125	-0.3515625	0.087890625	Off Target	Inner	00:00:00.000	
14:32:13.996	6.92050781249998	-0.781347656249977	0	0	-0.3076171875	0.10986328125	Off Target	Inner	00:00:00.000	
14:32:14.104	9.26455078125002	0	0	0.10986328125	-0.4833984375	0.0439453125	Off Target	Inner	00:00:00.000	
14:32:14.217	4.46484375	1.78593750000005	0	0.19775390625	-0.28564453125	-0.087890625	Off Target	Inner	00:00:00.000	
14:32:14.340	-0.781347656249977	-0.111621093749989	0	0.06591796875	0.0439453125	-0.02197265625	Inner	Inner	00:00:00.000	
14:32:14.433	-0.111621093749989	-0.781347656249977	0	0.0439453125	0.02197265625	0	Inner	Inner	00:00:00.000	
14:32:14.540	1.67431640625	1.1162109375	0	0.1318359375	-0.0439453125	0.0439453125	Middle	Inner	00:00:00.000	
14:32:14.654	2.12080078125001	2.45566406250003	0	0.17578125	-0.17578125	0	Outer	Inner	00:00:00.000	
14:32:14.761	1.22783203124999	1.67431640625	0	0.10986328125	-0.17578125	-0.02197265625	Middle	Inner	00:00:00.000	
14:32:14.868	-1.45107421875002	-1.78593749999999	0	-0.06591796875	-0.06591796875	-0.02197265625	Middle	Inner	00:00:00.000	
14:32:14.982	-2.67890625000001	-1.33945312499998	0	0	0.0439453125	-0.0439453125	Outer	Inner	00:00:00.000	
14:32:15.089	-1.45107421875002	-2.56728515624997	0	0	0.0439453125	0	Middle	Inner	00:00:00.000	
14:32:15.196	0.334863281250023	-3.68349609374997	0	-0.02197265625	-0.02197265625	0	Inner	Inner	00:00:00.000	
14:32:15.309	2.232421875	-2.34404296874999	0	0.087890625	-0.24169921875	-0.10986328125	Outer	Inner	00:00:00.000	
14:32:15.416	2.56728515625002	0.669726562500045	0	0.28564453125	-0.19775390625	-0.087890625	Outer	Inner	00:00:00.000	
14:32:15.524	3.57187499999998	-0.781347656249977	0	0.17578125	-0.263671875	-0.02197265625	Off Target	Inner	00:00:00.000	
14:32:15.637	5.35781250000002	-0.892968749999966	0	0.19775390625	-0.37353515625	0.0439453125	Off Target	Inner	00:00:00.000	
14:32:15.745	4.24160156250002	-2.00917968749997	0	0.087890625	-0.3515625	0.0439453125	Off Target	Inner	00:00:00.000	
14:32:15.852	4.24160156250002	-1.78593749999999	0	0.10986328125	-0.3076171875	0	Off Target	Inner	00:00:00.000	
14:32:15.965	6.25078124999999	-3.57187499999998	0	-0.0439453125	-0.4833984375	-0.0439453125	Off Target	Inner	00:00:00.000	
14:32:16.071	6.13916015625	-7.47861328124998	0	-0.28564453125	-0.3955078125	-0.06591796875	Off Target	Inner	00:00:00.000	
14:32:16.185	8.59482421874998	-7.36699218749999	0	-0.2197265625	-0.54931640625	0.02197265625	Off Target	Inner	00:00:00.000	
14:32:16.292	9.26455078125002	-6.25078124999999	0	-0.1318359375	-0.615234375	0.02197265625	Off Target	Inner	00:00:00.000	
14:32:16.400	10.60400390625	-7.59023437499997	0	-0.17578125	-0.7470703125	0	Off Target	Inner	00:00:00.000	
14:32:16.514	9.59941406249999	-1.45107421874997	0	0.15380859375	-0.6591796875	-0.0439453125	Off Target	Inner	00:00:00.000	
14:32:16.620	5.46943359375001	-3.01376953124998	0	0	-0.46142578125	-0.1318359375	Off Target	Inner	00:00:00.000	
14:32:16.728	6.25078124999999	-3.79511718749995	0	-0.087890625	-0.50537109375	-0.2197265625	Off Target	Inner	00:00:00.000	
14:32:16.841	6.697265625	-3.01376953124998	0	-0.087890625	-0.52734375	-0.19775390625	Off Target	Inner	00:00:00.000	
14:32:16.948	11.162109375	-4.35322265624995	0	-0.19775390625	-0.72509765625	-0.24169921875	Off Target	Inner	00:00:00.000	
14:32:17.055	14.62236328125	-1.67431640625	0	-0.0439453125	-0.94482421875	-0.24169921875	Off Target	Inner	00:00:00.000	
14:32:17.168	13.95263671875	-2.79052734375	0	-0.1318359375	-0.90087890625	-0.3076171875	Off Target	Inner	00:00:00.000	
14:32:17.276	14.733984375	2.00917968750002	0	0.15380859375	-0.966796875	-0.28564453125	Off Target	Inner	00:00:00.000	
14:32:17.383	13.72939453125	-1.45107421874997	0	0.06591796875	-0.87890625	-0.1318359375	Off Target	Inner	00:00:00.000	
14:32:17.497	16.0734375	-0.111621093749989	0	0.24169921875	-1.07666015625	-0.1318359375	Off Target	Inner	00:00:00.000	
14:32:17.603	18.64072265625	0	0	0.2197265625	-1.2744140625	-0.1318359375	Off Target	Inner	00:00:00.000	
14:32:17.713	20.53828125	-2.67890624999995	0	0	-1.42822265625	-0.06591796875	Off Target	Inner	00:00:00.000	
14:32:17.826	19.198828125	-3.79511718749995	0	-0.0439453125	-1.2744140625	-0.06591796875	Off Target	Inner	00:00:00.000	
14:32:18.011	15.8501953125	-2.56728515624997	0	0	-1.0107421875	-0.1318359375	Off Target	Inner	00:00:00.000	
14:32:18.045	15.626953125	-3.46025390624999	0	-0.02197265625	-0.98876953125	-0.10986328125	Off Target	Inner	00:00:00.000	
