Time(H:M:S.mS)	X	Y	Z	Pitch	Yaw	Roll	Position circle	Angle circle	Movie Time	Events
12:24:13.574	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:13.681	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:13.796	-0.223242187500006	-0.111621093749989	0.111621093749989	0.02197265625	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:13.903	-0.223242187500006	0	0.223242187499977	0.02197265625	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.015	-0.223242187500006	0	0.223242187499977	0.02197265625	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.122	-0.223242187500006	0	0.223242187499977	0.02197265625	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.230	-0.223242187500006	-0.111621093749989	0.223242187499977	0	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.338	-0.223242187500006	0	0.223242187499977	0	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.450	-0.223242187500006	0	0.223242187499977	0.02197265625	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.558	-0.223242187500006	0	0.223242187499977	0.02197265625	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.671	-0.223242187500006	-0.111621093749989	0.223242187499977	0	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.778	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.885	-0.223242187500006	-0.111621093749989	0.111621093749989	0.02197265625	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:14.997	-0.223242187500006	-0.111621093749989	0.223242187499977	0	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.105	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.087890625	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.213	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.326	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.433	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.540	-0.223242187500006	0	0.111621093749989	0	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.654	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.06591796875	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.760	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.0439453125	0.0439453125	Inner	Inner	00:00:00.000	
12:24:15.871	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:15.979	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.149	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.207	-0.223242187500006	-0.111621093749989	0.111621093749989	0	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.311	-0.223242187500006	-0.111621093749989	0	0	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.417	-0.111621093749989	-0.111621093749989	0.111621093749989	0	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.526	-0.111621093749989	-0.111621093749989	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.639	-0.111621093749989	-0.223242187500006	0	-0.02197265625	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.745	-0.111621093749989	-0.223242187500006	0	-0.02197265625	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.853	-0.111621093749989	-0.223242187500006	0	-0.02197265625	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:16.966	-0.111621093749989	-0.223242187500006	0	-0.02197265625	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.073	-0.111621093749989	-0.223242187500006	0	-0.02197265625	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.188	-0.111621093749989	-0.223242187500006	0	-0.02197265625	0.0439453125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.294	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.401	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.515	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.621	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.729	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.842	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:17.948	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:18.063	0	-0.223242187500006	0	-0.02197265625	0.06591796875	0.06591796875	Inner	Inner	00:00:00.000	
12:24:18.170	0	-0.334863281249994	0	-0.02197265625	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:18.278	0	-0.334863281249994	0	-0.0439453125	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:18.384	0	-0.334863281249994	0	-0.0439453125	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:18.498	0	-0.334863281249994	0	-0.0439453125	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:18.605	0	-0.334863281249994	0	-0.06591796875	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:18.718	0	-0.334863281249994	0	-0.06591796875	0.087890625	0.087890625	Inner	Inner	00:00:00.000	
12:24:18.824	0	-0.334863281249994	0	-0.06591796875	0.087890625	0.087890625	Inner	Inner	00:00:00.000	
12:24:18.932	0	-0.334863281249994	0	-0.06591796875	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.045	0	-0.334863281249994	0	-0.0439453125	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.152	0	-0.334863281249994	0	-0.0439453125	0.06591796875	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.265	0	-0.334863281249994	0	-0.0439453125	0.087890625	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.371	0	-0.223242187500006	0	-0.0439453125	0.087890625	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.480	0	-0.223242187500006	0	-0.0439453125	0.087890625	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.593	0	-0.223242187500006	0	-0.0439453125	0.087890625	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.699	0	-0.223242187500006	0	-0.06591796875	0.087890625	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.808	0	-0.223242187500006	0	-0.06591796875	0.10986328125	0.087890625	Inner	Inner	00:00:00.000	
12:24:19.920	-0.111621093749989	-0.223242187500006	0	-0.06591796875	0.10986328125	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.028	0	-0.223242187500006	0.111621093749989	-0.0439453125	0.10986328125	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.140	0	-0.223242187500006	0.111621093749989	-0.0439453125	0.10986328125	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.248	0	-0.223242187500006	0.111621093749989	-0.0439453125	0.10986328125	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.356	0	-0.223242187500006	0.111621093749989	-0.0439453125	0.10986328125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:20.462	0	-0.223242187500006	0.111621093749989	-0.0439453125	0.10986328125	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.576	0	-0.223242187500006	0.111621093749989	-0.0439453125	0.1318359375	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.683	-0.111621093749989	-0.223242187500006	0.111621093749989	-0.0439453125	0.1318359375	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.796	-0.111621093749989	-0.223242187500006	0.111621093749989	-0.0439453125	0.1318359375	0.087890625	Inner	Inner	00:00:00.000	
12:24:20.903	-0.111621093749989	-0.223242187500006	0.111621093749989	-0.02197265625	0.1318359375	0.087890625	Inner	Inner	00:00:00.000	
12:24:21.010	-0.111621093749989	-0.223242187500006	0.111621093749989	-0.02197265625	0.1318359375	0.087890625	Inner	Inner	00:00:00.000	
12:24:21.123	-0.223242187500006	-0.111621093749989	0.111621093749989	-0.02197265625	0.1318359375	0.10986328125	Inner	Inner	00:00:00.000	
12:24:21.232	-0.223242187500006	-0.111621093749989	0.111621093749989	-0.02197265625	0.1318359375	0.10986328125	Inner	Inner	00:00:00.000	
12:24:21.339	-0.334863281249994	-0.111621093749989	0.111621093749989	-0.02197265625	0.1318359375	0.1318359375	Inner	Inner	00:00:00.000	
12:24:21.451	-0.334863281249994	-0.111621093749989	0.111621093749989	0	0.15380859375	0.1318359375	Inner	Inner	00:00:00.000	
12:24:21.560	-0.334863281249994	-0.223242187500006	0.111621093749989	0	0.15380859375	0.1318359375	Inner	Inner	00:00:00.000	
12:24:21.666	-0.334863281249994	-0.111621093749989	0.111621093749989	0	0.15380859375	0.1318359375	Inner	Inner	00:00:00.000	
12:24:21.779	-0.223242187500006	-0.111621093749989	0.111621093749989	0.02197265625	0.17578125	0.1318359375	Inner	Inner	00:00:00.000	
12:24:21.886	-0.223242187500006	-0.111621093749989	0.223242187499977	0.02197265625	0.17578125	0.10986328125	Inner	Inner	00:00:00.000	
12:24:21.999	-0.223242187500006	-0.111621093749989	0.223242187499977	0.02197265625	0.17578125	0.10986328125	Inner	Inner	00:00:00.000	
12:24:22.106	-0.223242187500006	-0.223242187500006	0.223242187499977	0.02197265625	0.17578125	0.10986328125	Inner	Inner	00:00:00.000	
12:24:22.214	-0.223242187500006	-0.223242187500006	0.334863281250023	0.02197265625	0.17578125	0.087890625	Inner	Inner	00:00:00.000	
12:24:22.327	-0.223242187500006	-0.223242187500006	0.334863281250023	0.0439453125	0.17578125	0.087890625	Inner	Inner	00:00:00.000	
12:24:22.435	-0.111621093749989	-0.223242187500006	0.334863281250023	0.0439453125	0.17578125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:22.542	-0.223242187500006	-0.223242187500006	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:22.655	-0.223242187500006	-0.223242187500006	0.446484375000011	0.0439453125	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:22.761	-0.111621093749989	-0.223242187500006	0.446484375000011	0.0439453125	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:22.874	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:22.983	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.089	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.202	-0.223242187500006	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.310	-0.223242187500006	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.416	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.529	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.636	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.749	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.17578125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.856	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.17578125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:23.963	-0.111621093749989	-0.111621093749989	0.446484375000011	0.0439453125	0.17578125	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.076	-0.111621093749989	-0.111621093749989	0.446484375000011	0.06591796875	0.17578125	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.184	-0.111621093749989	-0.223242187500006	0.446484375000011	0.0439453125	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.291	-0.223242187500006	-0.223242187500006	0.334863281250023	0.06591796875	0.17578125	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.404	-0.111621093749989	-0.111621093749989	0.334863281250023	0.06591796875	0.17578125	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.511	-0.111621093749989	-0.223242187500006	0.334863281250023	0.087890625	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.624	-0.111621093749989	-0.223242187500006	0.334863281250023	0.087890625	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.731	-0.111621093749989	-0.223242187500006	0.334863281250023	0.087890625	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:24.839	-0.111621093749989	-0.223242187500006	0.334863281250023	0.087890625	0.17578125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:24.951	0	-0.223242187500006	0.446484375000011	0.10986328125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.058	0	-0.334863281249994	0.446484375000011	0.10986328125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.171	0	-0.334863281249994	0.446484375000011	0.087890625	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.279	0	-0.334863281249994	0.446484375000011	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.385	0	-0.334863281249994	0.55810546875	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.499	0.111621093749989	-0.334863281249994	0.55810546875	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.606	0.111621093749989	-0.334863281249994	0.55810546875	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.713	0.111621093749989	-0.334863281249994	0.55810546875	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.826	0.111621093749989	-0.334863281249994	0.55810546875	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:25.933	0.111621093749989	-0.446484375000011	0.55810546875	0.06591796875	0.17578125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:26.045	0.111621093749989	-0.446484375000011	0.55810546875	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:26.152	0.111621093749989	-0.446484375000011	0.55810546875	0.0439453125	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:26.266	0.223242187500006	-0.446484375000011	0.55810546875	0.06591796875	0.19775390625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:26.373	0.223242187500006	-0.446484375000011	0.669726562499989	0.06591796875	0.2197265625	0.06591796875	Inner	Inner	00:00:00.000	
12:24:26.480	0.223242187500006	-0.446484375000011	0.669726562499989	0.06591796875	0.2197265625	0.087890625	Inner	Inner	00:00:00.000	
12:24:26.587	0.111621093749989	-0.446484375000011	0.669726562499989	0.06591796875	0.2197265625	0.087890625	Inner	Inner	00:00:00.000	
12:24:26.700	0.111621093749989	-0.446484375000011	0.669726562499989	0.06591796875	0.2197265625	0.087890625	Inner	Inner	00:00:00.000	
12:24:26.808	0.111621093749989	-0.446484375000011	0.55810546875	0.06591796875	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:26.920	0.111621093749989	-0.446484375000011	0.55810546875	0.0439453125	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:27.027	0.223242187500006	-0.446484375000011	0.55810546875	0.06591796875	0.2197265625	0.087890625	Inner	Inner	00:00:00.000	
12:24:27.134	0.223242187500006	-0.446484375000011	0.446484375000011	0.0439453125	0.2197265625	0.087890625	Inner	Inner	00:00:00.000	
12:24:27.248	0.111621093749989	-0.446484375000011	0.446484375000011	0.0439453125	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:27.355	0.223242187500006	-0.446484375000011	0.334863281250023	0.06591796875	0.19775390625	0.087890625	Inner	Inner	00:00:00.000	
12:24:27.468	0.223242187500006	-0.446484375000011	0.334863281250023	0.087890625	0.17578125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:27.574	0.223242187500006	-0.446484375000011	0.334863281250023	0.10986328125	0.17578125	0.06591796875	Inner	Inner	00:00:00.000	
12:24:27.683	0.223242187500006	-0.446484375000011	0.334863281250023	0.10986328125	0.15380859375	0.0439453125	Inner	Inner	00:00:00.000	
12:24:27.795	0.223242187500006	-0.446484375000011	0.334863281250023	0.1318359375	0.1318359375	0.0439453125	Inner	Inner	00:00:00.000	
12:24:27.903	0.223242187500006	-0.446484375000011	0.334863281250023	0.15380859375	0.1318359375	0.0439453125	Inner	Inner	00:00:00.000	
12:24:28.015	0.334863281249994	-0.446484375000011	0.446484375000011	0.17578125	0.15380859375	0.02197265625	Inner	Inner	00:00:00.000	
12:24:28.121	0.334863281249994	-0.55810546875	0.781347656249977	0.2197265625	0.19775390625	0.02197265625	Inner	Inner	00:00:00.000	
12:24:28.230	0.334863281249994	-0.669726562499989	1.22783203124999	0.3076171875	0.2197265625	0.02197265625	Middle	Inner	00:00:00.000	
12:24:28.343	0.334863281249994	-0.669726562499989	1.22783203124999	0.32958984375	0.2197265625	0.02197265625	Middle	Inner	00:00:00.000	
12:24:28.449	0.446484375000011	-0.669726562499989	1.22783203124999	0.3515625	0.19775390625	0	Middle	Inner	00:00:00.000	
12:24:28.556	0.446484375000011	-0.669726562499989	1.33945312499998	0.3515625	0.17578125	0	Middle	Inner	00:00:00.000	
12:24:28.671	0.334863281249994	-0.669726562499989	1.22783203124999	0.32958984375	0.17578125	0	Middle	Inner	00:00:00.000	
