TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,5,3,1,0.750000,1.0,0.0,3.3206306e-06,0.005496516,4.2444525,2.0,5.5463734,1.3019208,6.0,6.762017,7.7757087,3.5312562,7.7759337,8.529291
2,2,1,5,3,3,0.750000,1.0,1.0,--,--,8.740473,3.0,9.096363,0.35589033,7.0,11.257569,12.26847,3.527997,12.268673,13.029103
3,3,1,5,3,3,0.750000,1.0,2.0,--,--,13.208304,2.0,13.696192,0.48788762,2.0,15.725769,16.73351,3.5252051,16.733713,17.49591
4,4,1,5,3,1,0.750000,1.0,3.0,--,--,17.674726,3.0,18.162905,0.48817864,3.0,20.19127,21.201256,3.5265296,21.20144,21.962341
5,5,1,5,3,1,0.750000,1.0,4.0,--,--,22.14143,2.0,22.929604,0.78817314,8.0,24.657963,25.667032,3.525601,25.667217,26.429024
6,6,1,5,3,1,0.750000,1.0,5.0,--,--,26.607586,3.0,27.096153,0.48856685,2.0,29.124924,30.132193,3.5246067,30.132376,30.89587
7,7,1,5,3,1,0.750000,1.0,6.0,--,--,31.074759,2.0,31.596277,0.52151936,7.0,33.59192,34.59882,3.5240612,34.599014,35.362644
8,8,1,5,3,1,10,1.0,7.0,--,--,35.54177,0.0,999.0,999.0,999.0,38.046406,39.062786,3.5210142,39.06297,49.079018
9,9,2,1,1,1,0.750000,1.0,8.0,--,--,49.086964,2.0,50.02956,0.9425975,7.0,51.60412,52.613487,3.526523,52.613693,53.379234
10,10,2,1,1,2,0.750000,1.0,9.0,--,--,53.38163,3.0,54.64624,1.2646122,5.0,55.89904,56.9093,3.5276752,56.909477,57.66333
11,11,2,1,1,1,0.750000,1.0,10.0,--,--,57.666092,3.0,58.362736,0.69664353,3.0,60.18334,61.191814,3.525724,61.191998,61.945877
12,12,2,1,1,1,0.750000,1.0,11.0,--,--,61.94813,0.0,999.0,999.0,999.0,64.462975,65.47934,3.5312097,65.47954,66.246056
13,13,2,1,1,1,0.750000,1.0,12.0,--,--,66.24829,3.0,67.07962,0.8313284,4.0,68.76519,69.77537,3.527082,69.77557,70.52902
14,14,2,1,1,1,0.750000,1.0,13.0,--,--,70.53125,2.0,70.995895,0.46464697,6.0,73.04892,74.05684,3.5255916,74.057014,74.81234
15,15,2,1,1,2,0.750000,1.0,14.0,--,--,74.81459,3.0,75.52946,0.7148722,5.0,77.33195,78.34078,3.526196,78.340965,79.09583
16,16,2,1,1,1,10,1.0,15.0,--,--,79.0981,2.0,79.54631,0.44820994,9.0,81.61512,82.6258,3.5276992,82.625984,92.629105
17,17,3,6,3,3,0.750000,1.0,16.0,--,--,92.84306,2.0,93.29607,0.4530037,4.0,95.35993,96.36837,3.5253031,96.36857,97.12903
18,18,3,6,3,3,0.750000,1.0,17.0,--,--,97.33852,3.0,99.26273,1.9242195,6.0,99.85536,100.8628,3.5242815,100.86298,101.62905
19,19,3,6,3,2,0.750000,1.0,18.0,--,--,101.80693,2.0,103.27946,1.472527,5.0,104.32411,105.33261,3.525682,105.332794,106.09591
