TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,21,5,4.5,0,7,1.0,0.0,5.0026383,6.001432,6.018421,6.018732,10.534976,10.535206,3.0,2.6499946,13.185201,14.053188,3.518967,14.05434,19.058487
2,2,2,23,1,1.5,4,7,1.0,1.0,20.052698,21.051584,21.068274,21.068602,22.585571,22.585743,2.0,1.0159775,23.601719,26.103006,3.5179727,26.103874,27.10958
3,3,1,15,1,3,3,1,1.0,2.0,28.102514,29.101439,29.118116,29.118418,32.134533,32.134693,2.0,1.5836892,33.718384,35.651714,3.5177193,35.65258,36.656815
4,4,3,21,1,1.5,0,1,1.0,3.0,37.652576,38.65144,38.66795,38.668205,40.184856,40.185055,2.0,1.9668025,42.151855,43.70221,3.5178766,43.70311,44.707657
5,5,2,17,1,1.5,1,5,1.0,4.0,45.702442,46.701393,46.718018,46.718334,48.23447,48.234634,2.0,0.8172479,49.05188,51.75091,3.5169976,51.751793,52.757004
6,6,3,21,1,4.5,9,0,1.0,5.0,53.752556,54.75123,54.767925,54.768192,59.284412,59.28461,2.0,2.6001096,61.88472,62.801292,3.5173874,62.802162,63.806416
7,7,3,19,3,1.5,0,9,1.0,6.0,64.80252,65.801254,65.81788,65.81815,67.33542,67.33562,3.0,2.4493442,69.78496,70.852264,3.5173488,70.8531,73.85732
8,8,3,21,1,1.5,0,9,1.0,7.0,74.85234,75.851295,75.86787,75.86813,77.384575,77.384766,2.0,1.4169595,78.80172,80.90228,3.518226,80.90313,81.90836
9,9,3,23,5,1.5,0,10,1.0,8.0,82.90232,83.9011,83.91791,83.918175,85.43433,85.43453,3.0,2.1172025,87.551735,88.951324,3.5175664,88.952255,93.9566
10,10,2,25,3,1.5,8,11,1.0,9.0,94.95222,95.9511,95.967834,95.96814,97.48497,97.48513,2.0,1.6661179,99.15125,101.001945,3.5175128,101.002815,104.007126
11,11,2,17,1,3,8,5,1.0,10.0,105.002144,106.00104,106.01772,106.01803,109.03424,109.0344,3.0,1.7170751,110.75148,112.55125,3.5175383,112.552086,113.5564
