TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,4,2,1,0.750000,1.0,0.0,3.6224665e-06,0.0054608732,4.5773745,2.0,5.4250517,0.84767693,6.0,7.094896,8.110736,3.5333617,8.110983,8.87482
2,2,1,4,2,3,0.750000,1.0,1.0,--,--,9.355272,3.0,9.658409,0.30313674,7.0,11.872379,12.885738,3.5304663,12.885927,13.641527
3,3,1,4,2,3,0.750000,1.0,2.0,--,--,14.029991,3.0,14.258659,0.2286684,9.0,16.547203,17.557318,3.5273259,17.557508,18.308327
4,4,1,4,2,2,0.750000,1.0,3.0,--,--,18.694477,2.0,18.891996,0.19751969,5.0,21.211576,22.225637,3.53116,22.22583,22.991196
5,5,1,4,2,3,0.750000,1.0,4.0,--,--,23.374191,2.0,23.925114,0.55092305,2.0,25.892305,26.903929,3.5297377,26.904114,27.657957
6,6,1,4,2,3,0.750000,1.0,5.0,--,--,28.046436,2.0,28.40854,0.3621048,3.0,30.563253,31.573603,3.5271654,31.573795,32.32434
7,7,1,4,2,3,0.750000,1.0,6.0,--,--,32.707516,2.0,33.19175,0.48423487,3.0,35.224403,36.233086,3.525569,36.23328,36.991184
8,8,1,4,2,3,8,1.0,7.0,--,--,37.37371,3.0,37.79133,0.41761494,6.0,39.891438,40.901817,3.5281072,40.902008,48.90796
9,9,2,6,3,3,0.750000,1.0,8.0,--,--,49.194336,2.0,49.824978,0.6306448,2.0,51.71171,52.720455,3.5261195,52.720642,53.47487
10,10,2,6,3,3,0.750000,1.0,9.0,--,--,53.780293,2.0,54.14163,0.36133745,2.0,56.296844,57.30544,3.525149,57.305634,58.057972
11,11,2,6,3,2,0.750000,1.0,10.0,--,--,58.299,3.0,58.739803,0.44080237,5.0,60.819237,61.82985,3.5308497,61.83006,62.59112
12,12,2,6,3,1,0.750000,1.0,11.0,--,--,62.82201,3.0,63.107872,0.28586298,3.0,65.340454,66.34976,3.5277536,66.34995,67.10765
13,13,2,6,3,3,0.750000,1.0,12.0,--,--,67.34279,2.0,67.641624,0.29883385,4.0,69.86048,70.87186,3.5290685,70.87205,71.6245
14,14,2,6,3,3,0.750000,1.0,13.0,--,--,71.855446,2.0,72.35826,0.5028163,4.0,74.37294,75.381294,3.5258477,75.38148,76.141136
