LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,100,13,blue,5,wide,['j'],3.3031990999588743
1,0,13,blue,5,wide,['j'],2.131384899956174
0,0,13,blue,5,wide,['f'],1.747023000032641
1,0,13,blue,5,wide,['j'],1.1803266999777406
0,100,13,blue,5,wide,['j'],1.2106102999532595
0,20,13,blue,5,wide,['f'],1.6947298999875784
1,10,13,blue,5,wide,['j'],1.3084558000555262
0,90,13,blue,5,wide,['j'],1.552701700013131
1,100,13,blue,5,wide,['f'],0.9182856999104843
1,80,13,blue,5,wide,['f'],1.6184468000428751
1,10,13,blue,5,wide,['j'],1.0634615999879315
0,90,13,blue,5,wide,['j'],1.1412091999081895
0,90,13,blue,5,wide,['j'],1.018791600014083
1,0,13,blue,5,wide,['j'],1.752064700005576
1,100,13,blue,5,wide,['f'],1.2612622999586165
0,90,13,blue,5,wide,['j'],0.8977837000275031
0,20,13,blue,5,wide,['f'],0.7989577000262216
1,10,13,blue,5,wide,['j'],0.9004098000004888
1,80,13,blue,5,wide,['f'],1.233688100008294
0,10,13,blue,5,wide,['f'],0.7825041000032797
0,80,13,green,5,Skew,['j'],2.0680670000147074
0,70,13,green,5,Skew,['f'],3.1212549000047147
1,80,13,green,5,Skew,['f'],0.9028186000650749
0,90,13,green,5,Skew,['j'],1.0202482999302447
1,70,13,green,5,Skew,['j'],1.6986582999816164
1,90,13,green,5,Skew,['f'],0.9107460000086576
0,80,13,green,5,Skew,['j'],1.0211862999713048
0,80,13,green,5,Skew,['j'],0.6513920000288635
1,90,13,green,5,Skew,['f'],0.7609326000092551
1,80,13,green,5,Skew,['f'],0.6394175000023097
1,60,13,green,5,Skew,['j'],0.9175584999611601
0,80,13,green,5,Skew,['j'],0.8182208000216633
0,80,13,green,5,Skew,['j'],1.2395571999950334
0,100,13,green,5,Skew,['j'],0.8369231999386102
0,70,13,green,5,Skew,['j'],1.0571999000385404
1,70,13,green,5,Skew,['j'],2.0389611999271438
1,80,13,green,5,Skew,['f'],1.0437509000767022
0,100,13,green,5,Skew,['j'],0.7848638000432402
1,60,13,green,5,Skew,['j'],1.109815699979663
1,90,13,green,5,Skew,['f'],0.8975340999895707
1,50,13,red,5,Narrow,['j'],2.2470293999649584
1,50,13,red,5,Narrow,['j'],1.173514200025238
0,60,13,red,5,Narrow,['f'],1.0663234998937696
1,50,13,red,5,Narrow,['j'],0.7512935000704601
1,50,13,red,5,Narrow,['j'],0.7809107000939548
0,50,13,red,5,Narrow,['f'],0.8324996000155807
1,70,13,red,5,Narrow,['j'],0.6945959000149742
0,40,13,red,5,Narrow,['f'],0.7789237000979483
1,50,13,red,5,Narrow,['j'],0.7837473000399768
0,60,13,red,5,Narrow,['f'],1.075775400036946
0,50,13,red,5,Narrow,['f'],0.6813165999483317
0,50,13,red,5,Narrow,['f'],0.7910932999802753
1,30,13,red,5,Narrow,['j'],0.812754400074482
1,60,13,red,5,Narrow,['j'],0.7770627000136301
0,30,13,red,5,Narrow,['f'],1.2228185000130907
0,60,13,red,5,Narrow,['f'],0.9394976999610662
0,40,13,red,5,Narrow,['f'],0.7367188000353053
0,40,13,red,5,Narrow,['f'],0.678124500089325
1,70,13,red,5,Narrow,['j'],0.715651800041087
1,40,13,red,5,Narrow,['j'],0.6174882999621332
