Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,1,['j'],3.9002710999920964,wide
30,13,blue,100,0,['f'],1.7824662999482825,wide
40,13,blue,100,1,No_resp,4,wide
50,13,blue,100,1,['j'],1.646706800092943,wide
60,13,blue,100,1,['f'],0.8911512999329716,wide
70,13,blue,100,1,['f'],0.8562482000561431,wide
80,13,blue,100,0,['j'],1.515860400046222,wide
90,13,blue,100,1,['f'],0.870827000006102,wide
20,13,blue,50,1,['j'],2.946141600026749,wide
30,13,blue,50,0,['f'],1.917808199999854,wide
40,13,blue,50,0,['f'],1.5450581000186503,wide
50,13,blue,50,0,['f'],3.349565300042741,wide
60,13,blue,50,1,No_resp,4,wide
70,13,blue,50,1,['f'],1.6207555999280885,wide
80,13,blue,50,1,['f'],0.5675179000245407,wide
90,13,blue,50,0,['j'],0.5872461999533698,wide
20,13,red,100,1,['f'],3.8010231000371277,narrow
30,13,red,100,1,['j'],1.7080985000357032,narrow
40,13,red,100,0,['j'],1.0639240000164136,narrow
50,13,red,100,1,['f'],1.290391999995336,narrow
60,13,red,100,1,['f'],0.8137404000153765,narrow
70,13,red,100,1,['f'],0.6157971000066027,narrow
80,13,red,100,0,['f'],0.5709969000890851,narrow
90,13,red,100,0,['j'],0.7987251000013202,narrow
20,13,red,50,1,['j'],1.8818259999388829,narrow
30,13,red,50,0,['f'],1.228392600081861,narrow
40,13,red,50,0,['j'],0.8098044999642298,narrow
50,13,red,50,0,['f'],3.460388800012879,narrow
60,13,red,50,1,['f'],2.007985500036739,narrow
70,13,red,50,1,['f'],0.42663030000403523,narrow
80,13,red,50,0,['j'],0.8218044000677764,narrow
90,13,red,50,0,['j'],0.6496799999149516,narrow
20,13,green,100,1,['f'],0.5320870999712497,skew
30,13,green,100,0,['f'],0.775459999917075,skew
40,13,green,100,0,['f'],0.45244559994898736,skew
50,13,green,100,0,['f'],0.4569108000723645,skew
60,13,green,100,1,['j'],0.5963616000954062,skew
70,13,green,100,1,['j'],0.6162355999695137,skew
80,13,green,100,0,['f'],0.7078485999954864,skew
90,13,green,100,1,['j'],0.6144510000012815,skew
20,13,green,50,0,['f'],1.7376172000076622,skew
30,13,green,50,0,['f'],0.7001093999715522,skew
40,13,green,50,1,['j'],1.1035480999853462,skew
50,13,green,50,1,['j'],0.6665876000188291,skew
60,13,green,50,0,['f'],0.9974105999572203,skew
70,13,green,50,0,['j'],1.1780837000114843,skew
80,13,green,50,1,['f'],0.6212653999682516,skew
90,13,green,50,1,['f'],0.6024238000391051,skew
20,13,yellow,100,1,['j'],3.26248349994421,True_unkown
30,13,yellow,100,1,['f'],1.361893599969335,True_unkown
40,13,yellow,100,0,['j'],0.7256214999360964,True_unkown
50,13,yellow,100,1,['f'],1.5848275000462309,True_unkown
60,13,yellow,100,0,['j'],0.6671096999198198,True_unkown
70,13,yellow,100,0,['j'],1.0066980000119656,True_unkown
80,13,yellow,100,1,['f'],3.051623100065626,True_unkown
90,13,yellow,100,1,['f'],1.308666600030847,True_unkown
20,13,yellow,50,1,['j'],1.9840318000642583,True_unkown
30,13,yellow,50,0,['f'],1.0042139999568462,True_unkown
40,13,yellow,50,0,['j'],1.871239599888213,True_unkown
50,13,yellow,50,0,['j'],0.35512850002851337,True_unkown
60,13,yellow,50,0,['j'],0.4782553999684751,True_unkown
70,13,yellow,50,1,['f'],0.4576895000645891,True_unkown
80,13,yellow,50,1,['f'],0.7008579999674112,True_unkown
90,13,yellow,50,0,['j'],0.6077814999734983,True_unkown
