TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
46,46,6,4,2,3,0.75,1.0,45.0,243.25667,2.0,243.6715,0.4148282,4.0,245.77393,246.78177,3.5250936,246.78195,247.5411
47,47,6,4,2,2,0.75,1.0,46.0,247.54323,2.0,247.90848,0.3652485,5.0,250.05989,251.06915,3.5259285,251.06934,251.82816
48,48,6,4,2,3,10,1.0,47.0,251.83023,3.0,252.12863,0.29840285,6.0,254.3474,255.35707,3.5268407,255.35725,265.3725
49,49,7,3,2,1,0.75,1.0,48.0,265.37567,3.0,265.9234,0.54771805,2.0,267.89392,268.90274,3.5270617,268.90292,269.6595
50,50,7,3,2,2,0.75,1.0,49.0,269.66156,2.0,270.0766,0.41504616,5.0,272.17883,273.18774,3.5262113,273.18793,273.9464
51,51,7,3,2,1,0.75,1.0,50.0,273.9485,2.0,274.4304,0.48190328,8.0,276.4669,277.4757,3.5271978,277.4759,278.23322
52,52,7,3,2,1,0.75,1.0,51.0,278.2353,3.0,278.63406,0.39878544,3.0,280.75275,281.76117,3.525902,281.76138,282.52017
53,53,7,3,2,1,0.75,1.0,52.0,282.52222,2.0,282.8717,0.34947863,6.0,285.03857,286.04575,3.5235481,286.04593,286.80725
54,54,7,3,2,3,0.75,1.0,53.0,286.80933,2.0,287.30786,0.49855614,3.0,289.32687,290.33673,3.5274112,290.3369,291.0939
55,55,7,3,2,1,0.75,1.0,54.0,291.096,2.0,291.46106,0.3650399,9.0,293.6119,294.62073,3.5247288,294.62094,295.38058
56,56,7,3,2,1,12,1.0,55.0,295.38278,2.0,296.14838,0.7655937,6.0,297.89987,298.90674,3.5239618,298.90692,310.91013
57,57,8,4,2,3,0.75,1.0,56.0,310.9134,2.0,311.74454,0.8311386,1.0,313.43008,314.4399,3.5265172,314.4401,315.19714
58,58,8,4,2,3,0.75,1.0,57.0,315.19925,2.0,315.64777,0.44849253,2.0,317.71695,318.72482,3.5255485,318.725,319.48407
59,59,8,4,2,3,0.75,1.0,58.0,319.48615,2.0,319.88464,0.398518,1.0,322.00336,323.01074,3.5245945,323.01093,323.7708
60,60,8,4,2,1,0.75,1.0,59.0,323.7729,2.0,324.25485,0.4819682,7.0,326.29086,327.30002,3.5271518,327.30023,328.0577
61,61,8,4,2,3,0.75,1.0,60.0,328.05984,2.0,328.7919,0.7320577,2.0,330.57797,331.58774,3.5279016,331.58792,332.34427
62,62,8,4,2,2,0.75,1.0,61.0,332.34637,2.0,333.09558,0.7491984,5.0,334.86386,335.87274,3.5263708,335.87292,336.63147
63,63,8,4,2,3,0.75,1.0,62.0,336.6338,2.0,336.98206,0.34828684,3.0,339.1507,340.15952,3.5257266,340.15967,340.9182
64,64,8,4,2,3,10,1.0,63.0,340.92035,2.0,341.6025,0.68218035,2.0,343.4369,344.44446,3.5241227,344.44464,354.44598
65,65,9,6,3,2,0.75,1.0,64.0,354.45065,3.0,355.18036,0.72971636,5.0,356.96783,357.97665,3.5260074,357.97684,358.73294
66,66,9,6,3,2,0.75,1.0,65.0,358.73505,3.0,359.1002,0.3651356,5.0,361.25284,362.26077,3.5257196,362.26096,363.01978
67,67,9,6,3,3,0.75,1.0,66.0,363.02194,3.0,363.33752,0.3155713,8.0,365.53885,366.54776,3.5258048,366.54794,367.30713
68,68,9,6,3,3,0.75,1.0,67.0,367.30927,3.0,367.72403,0.4147793,8.0,369.82684,370.83368,3.524436,370.83386,371.59357
69,69,9,6,3,3,0.75,1.0,68.0,371.59573,3.0,372.06088,0.46515533,9.0,374.1128,375.1207,3.5249703,375.1209,375.8806
70,70,9,6,3,3,0.75,1.0,69.0,375.8827,3.0,376.31448,0.43180466,9.0,378.39984,379.4071,3.524406,379.4073,380.16714
71,71,9,6,3,3,0.75,1.0,70.0,380.16922,3.0,380.45126,0.28202832,6.0,382.6871,383.6947,3.5254846,383.69492,384.45407
72,72,9,6,3,3,8,1.0,71.0,384.45636,3.0,384.805,0.34864303,9.0,386.97272,387.97952,3.523154,387.9797,395.9803
﻿TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,5,3,1,0.750000,1.0,0.0,4.0152383,0.0,999.0,999.0,999.0,6.5205054,7.5375795,3.5223415,7.5377984,8.288133
2,2,1,5,3,2,0.750000,1.0,1.0,8.290679,0.0,999.0,999.0,999.0,10.807144,11.823291,3.5326114,11.8234625,12.5742035
3,3,1,5,3,1,0.750000,1.0,2.0,12.5764675,2.0,13.959153,1.3826858,9.0,15.093426,16.113686,3.5372174,16.113861,16.877281
4,4,1,5,3,1,0.750000,1.0,3.0,16.879614,0.0,999.0,999.0,999.0,19.396294,20.412645,3.5330327,20.412823,21.163568
5,5,1,5,3,2,0.750000,1.0,4.0,21.165852,3.0,21.76427,0.598418,5.0,23.682919,24.69519,3.5293384,24.695366,25.449797
6,6,1,5,3,1,0.750000,1.0,5.0,25.452076,0.0,999.0,999.0,999.0,27.952522,28.968544,3.5164688,28.968718,29.719791
7,7,1,5,3,1,0.750000,1.0,6.0,29.722086,2.0,30.686913,0.9648261,7.0,32.23991,33.251587,3.5295007,33.251774,34.00588
8,8,1,5,3,1,8,1.0,7.0,34.008213,0.0,999.0,999.0,999.0,36.525177,37.541176,3.5329647,37.54135,45.547436
9,9,2,3,2,1,0.750000,1.0,8.0,45.850143,3.0,47.382717,1.5325738,3.0,48.367393,49.378864,3.5287204,49.37904,50.13423
10,10,2,3,2,2,0.750000,1.0,9.0,50.430286,2.0,51.268543,0.8382594,5.0,52.947388,53.95861,3.5283244,53.958782,54.720577
11,11,2,3,2,1,0.750000,1.0,10.0,55.004356,3.0,56.155247,1.1508881,3.0,57.52223,58.532948,3.5285919,58.533127,59.290695
12,12,2,3,2,1,0.750000,1.0,11.0,59.567936,3.0,60.37465,0.8067135,2.0,62.086876,63.098103,3.5301664,63.09828,63.860584
13,13,2,3,2,1,0.750000,1.0,12.0,64.137054,2.0,64.76185,0.6247905,6.0,66.654366,67.665146,3.5280895,67.66532,68.43047
14,14,2,3,2,1,0.750000,1.0,13.0,68.70761,2.0,69.214554,0.5069461,7.0,71.2263,72.235916,3.5283031,72.23609,73.000626
15,15,2,3,2,1,0.750000,1.0,14.0,73.278496,2.0,73.901505,0.6230127,6.0,75.79576,76.80533,3.5268326,76.8055,77.5704
16,16,2,3,2,3,12,1.0,15.0,77.84835,3.0,78.68791,0.839562,6.0,80.36581,81.37708,3.528733,81.37726,93.381096
17,17,3,4,2,3,0.750000,1.0,16.0,93.681656,3.0,94.49942,0.8177634,8.0,96.19891,97.209946,3.528283,97.21012,97.96768
18,18,3,4,2,3,0.750000,1.0,17.0,98.239235,3.0,98.86911,0.6298746,7.0,100.75681,101.76692,3.527686,101.7671,102.52131
19,19,3,4,2,3,0.750000,1.0,18.0,102.79879,3.0,103.62251,0.8237186,8.0,105.316795,106.32607,3.5272787,106.32624,107.09137
20,20,3,4,2,3,0.750000,1.0,19.0,107.36948,3.0,108.30929,0.9398079,6.0,109.88706,110.89644,3.5269604,110.896614,111.66135
21,21,3,4,2,3,0.750000,1.0,20.0,111.93964,3.0,112.49481,0.5551803,8.0,114.45778,115.46721,3.527574,115.467384,116.23101
22,22,3,4,2,3,0.750000,1.0,21.0,116.509544,3.0,117.09917,0.5896268,6.0,119.02638,120.035645,3.526105,120.03582,120.80099
23,23,3,4,2,1,0.750000,1.0,22.0,121.07863,3.0,121.634895,0.5562699,3.0,123.596054,124.6065,3.527872,124.606674,125.37069
24,24,3,4,2,1,12,1.0,23.0,125.64823,2.0,126.472015,0.8237852,6.0,128.16597,129.1754,3.5271654,129.17557,141.182
25,25,4,6,3,1,0.750000,1.0,24.0,141.1858,3.0,142.38283,1.1970165,1.0,143.70325,144.71278,3.5269816,144.71297,145.46835
26,26,4,6,3,2,0.750000,1.0,25.0,145.47188,2.0,146.00243,0.5305546,5.0,147.98932,148.9999,3.5280106,149.00006,149.75468
27,27,4,6,3,3,0.750000,1.0,26.0,149.7573,0.0,999.0,999.0,999.0,152.27399,153.28987,3.5325809,153.29005,154.04117
28,28,4,6,3,3,0.750000,1.0,27.0,154.04355,3.0,154.50858,0.4650297,9.0,156.56049,157.5702,3.5266623,157.57039,158.32735
29,29,4,6,3,3,0.750000,1.0,28.0,158.32968,3.0,160.6457,2.3160303,8.0,160.8471,161.85591,3.5262341,161.85608,162.6138
30,30,4,6,3,3,0.750000,1.0,29.0,162.6162,3.0,163.08113,0.4649292,6.0,165.1345,166.14359,3.527382,166.14375,166.90018
31,31,4,6,3,3,0.750000,1.0,30.0,166.90257,0.0,999.0,999.0,999.0,169.419,170.43541,3.5328324,170.43558,171.18639
32,32,4,6,3,3,10,1.0,31.0,171.18875,0.0,999.0,999.0,999.0,173.70197,174.71895,3.5301867,174.71912,184.72958
33,33,5,2,1,3,0.750000,1.0,32.0,184.76445,0.0,999.0,999.0,999.0,187.2652,188.28166,3.517213,188.28185,189.03255
34,34,5,2,1,1,0.750000,1.0,33.0,189.03491,0.0,999.0,999.0,999.0,191.55183,192.56778,3.5328598,192.56795,193.31902
35,35,5,2,1,3,0.750000,1.0,34.0,193.32137,0.0,999.0,999.0,999.0,195.8379,196.85434,3.532969,196.8545,197.60513
36,36,5,2,1,1,0.750000,1.0,35.0,197.60738,0.0,999.0,999.0,999.0,200.1243,201.14084,3.5334516,201.141,201.89156
37,37,5,2,1,3,0.750000,1.0,36.0,201.89381,0.0,999.0,999.0,999.0,204.41113,205.42714,3.5333185,205.4273,206.17807
38,38,5,2,1,3,0.750000,1.0,37.0,206.18031,0.0,999.0,999.0,999.0,208.69696,209.71332,3.533005,209.71349,210.46432
39,39,5,2,1,3,0.750000,1.0,38.0,210.46648,0.0,999.0,999.0,999.0,212.98335,213.99945,3.5329678,213.99965,214.75069
40,40,5,2,1,3,12,1.0,39.0,214.75293,0.0,999.0,999.0,999.0,217.26973,218.28592,3.5329833,218.28609,230.295
41,41,6,1,1,1,0.750000,1.0,40.0,230.29836,0.0,999.0,999.0,999.0,232.8139,233.83061,3.5322616,233.83078,234.58154
42,42,6,1,1,2,0.750000,1.0,41.0,234.58385,--,--,--,--,--,--,--,--,--
43,43,6,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,7,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,7,2,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,7,2,1,3,10,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,8,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,8,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,8,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,9,3,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,9,3,2,1,10,0.0,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,5,3,1,0.750000,1.0,0.0,4.164299,0.0,999.0,999.0,999.0,6.6798134,7.696025,3.5317261,7.696243,8.44696
2,2,1,5,3,2,0.750000,1.0,1.0,8.572309,0.0,999.0,999.0,999.0,11.082536,12.099152,3.5268428,12.099319,12.849993
3,3,1,5,3,1,0.750000,1.0,2.0,12.974637,3.0,14.534799,1.5601616,1.0,15.4918995,16.505402,3.5307643,16.505575,17.269901
4,4,1,5,3,1,0.750000,1.0,3.0,17.390633,0.0,999.0,999.0,999.0,19.905844,20.922106,3.531474,20.922277,21.672821
5,5,1,5,3,2,0.750000,1.0,4.0,21.796265,3.0,23.474607,1.6783434,5.0,24.313498,25.325607,3.5293417,25.32578,26.076212
6,6,1,5,3,1,0.750000,1.0,5.0,26.197634,3.0,28.544767,2.3471355,4.0,28.714466,29.726042,3.5284083,29.726213,30.479254
7,7,1,5,3,1,0.750000,1.0,6.0,30.60315,2.0,32.13032,1.5271723,9.0,33.120388,34.13095,3.5278018,34.131126,34.882107
8,8,1,5,3,1,8,1.0,7.0,35.00664,3.0,36.35082,1.3441788,3.0,37.52331,38.53342,3.5267806,38.533596,46.54034
9,9,2,3,2,1,0.750000,1.0,8.0,46.604515,0.0,999.0,999.0,999.0,49.109642,50.12644,3.52192,50.126606,50.877235
10,10,2,3,2,2,0.750000,1.0,9.0,50.917057,3.0,52.21173,1.294676,5.0,53.43475,54.444443,3.527385,54.444614,55.19672
11,11,2,3,2,1,0.750000,1.0,10.0,55.2356,3.0,56.314526,1.0789233,3.0,57.753532,58.763355,3.527753,58.763527,59.51663
12,12,2,3,2,1,0.750000,1.0,11.0,59.555557,3.0,60.23396,0.6784021,4.0,62.07296,63.08168,3.526121,63.081856,63.836357
13,13,2,3,2,1,0.750000,1.0,12.0,63.87601,2.0,65.237495,1.3614873,7.0,66.393456,67.40341,3.5273974,67.40359,68.15606
14,14,2,3,2,1,0.750000,1.0,13.0,68.19617,3.0,68.973724,0.777554,2.0,70.71323,71.72317,3.5269997,71.72334,72.47603
15,15,2,3,2,1,0.750000,1.0,14.0,72.51648,3.0,73.77691,1.260427,3.0,75.033936,76.04317,3.526689,76.04334,76.79531
16,16,2,3,2,3,12,1.0,15.0,76.834496,3.0,78.646774,1.8122778,7.0,79.35208,80.3632,3.528699,80.36337,92.37299
17,17,3,4,2,3,0.750000,1.0,16.0,92.431816,--,--,--,--,--,--,--,--,--
18,18,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,3,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,3,4,2,1,12,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,4,6,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,4,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,4,6,3,3,10,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,5,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,5,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,5,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,5,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,5,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,5,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,5,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,5,2,1,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,6,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,6,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,7,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,7,2,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,7,2,1,3,10,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,8,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,8,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,8,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,9,3,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,9,3,2,1,10,0.0,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,5,3,1,0.750000,1.0,0.0,4.0314426,0.0,999.0,999.0,999.0,6.533315,7.5495887,3.5181458,7.549807,8.3008585
2,2,1,5,3,2,0.750000,1.0,1.0,8.319393,0.0,999.0,999.0,999.0,10.822022,11.838228,3.5188348,11.838402,12.589156
3,3,1,5,3,1,0.750000,1.0,2.0,12.606675,2.0,13.856885,1.25021,9.0,15.124031,16.136444,3.529768,16.136623,16.89204
4,4,1,5,3,1,0.750000,1.0,3.0,16.909712,3.0,18.276701,1.3669888,2.0,19.427746,20.438633,3.5289211,20.43881,21.195225
