TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,6,3,3,0.750000,1.0,0.0,3.924244e-06,0.005395971,4.342439,2.0,5.682223,1.3397838,1.0,6.860724,7.8757243,3.5332856,7.87596,8.631735
2,2,1,6,3,3,0.750000,1.0,1.0,--,--,8.928804,3.0,9.515561,0.58675617,8.0,11.446426,12.457957,3.5291526,12.458146,13.214893
3,3,1,6,3,1,0.750000,1.0,2.0,--,--,13.460784,3.0,14.065489,0.6047055,3.0,15.978234,16.990458,3.5296745,16.990644,17.748438
4,4,1,6,3,2,0.750000,1.0,3.0,--,--,17.992882,3.0,18.531893,0.5390102,5.0,20.51012,21.52315,3.5302677,21.523329,22.281696
5,5,1,6,3,3,0.750000,1.0,4.0,--,--,22.525337,2.0,22.865307,0.3399694,2.0,25.043915,26.056154,3.5308175,26.056347,26.815134
6,6,1,6,3,3,0.750000,1.0,5.0,--,--,27.060278,3.0,27.431952,0.37167445,9.0,29.57769,30.587807,3.5275285,30.58799,31.348646
7,7,1,6,3,3,0.750000,1.0,6.0,--,--,31.594452,3.0,31.93203,0.33757615,6.0,34.11182,35.121983,3.527531,35.12217,35.88186
8,8,1,6,3,3,8,1.0,7.0,--,--,36.126186,2.0,36.54886,0.4226707,4.0,38.64362,39.65372,3.5275362,39.65391,47.665314
9,9,2,4,2,3,0.750000,1.0,8.0,--,--,47.724964,2.0,48.94879,1.223826,1.0,50.24252,51.252487,3.5275228,51.252674,52.015076
10,10,2,4,2,3,0.750000,1.0,9.0,--,--,52.07117,2.0,52.548615,0.47744212,3.0,54.588577,55.597248,3.5260768,55.597443,56.34836
11,11,2,4,2,3,0.750000,1.0,10.0,--,--,56.404232,3.0,56.84856,0.4443288,9.0,58.921513,59.929855,3.5256257,59.93004,60.68179
12,12,2,4,2,2,0.750000,1.0,11.0,--,--,60.73711,2.0,61.23196,0.4948499,5.0,63.25496,64.26482,3.5277045,64.26501,65.03165
13,13,2,4,2,3,0.750000,1.0,12.0,--,--,65.087265,3.0,65.39868,0.311415,6.0,67.60463,68.6144,3.527138,68.614586,69.36496
14,14,2,4,2,3,0.750000,1.0,13.0,--,--,69.42119,2.0,69.898346,0.47715747,1.0,71.93843,72.94688,3.525683,72.94707,73.69827
15,15,2,4,2,3,0.750000,1.0,14.0,--,--,73.753716,3.0,74.131714,0.37799868,9.0,76.27167,77.280304,3.526592,77.280495,78.03153
16,16,2,4,2,1,12,1.0,15.0,--,--,78.0873,3.0,78.74873,0.6614277,3.0,80.60455,81.61465,3.5273373,81.61484,93.61488
17,17,3,5,3,1,0.750000,1.0,16.0,--,--,93.907234,2.0,94.581856,0.67461616,8.0,96.42558,97.43427,3.5270326,97.43447,98.198326
18,18,3,5,3,1,0.750000,1.0,17.0,--,--,98.52273,2.0,98.931725,0.40899283,8.0,101.04122,102.04948,3.5267434,102.04966,102.81482
19,19,3,5,3,1,0.750000,1.0,18.0,--,--,103.05964,3.0,103.38189,0.3222537,2.0,105.576775,106.585266,3.5256324,106.58546,107.34832
20,20,3,5,3,1,0.750000,1.0,19.0,--,--,107.59268,3.0,107.931885,0.33919752,2.0,110.1098,111.11847,3.5257874,111.11866,111.88147
21,21,3,5,3,1,0.750000,1.0,20.0,--,--,112.126175,3.0,112.382805,0.25663295,1.0,114.643234,115.65175,3.5255747,115.65193,116.414925
22,22,3,5,3,1,0.750000,1.0,21.0,--,--,116.65839,3.0,116.965126,0.3067405,1.0,119.17594,120.18573,3.5273433,120.18592,120.94804
23,23,3,5,3,3,0.750000,1.0,22.0,--,--,121.19106,2.0,121.43195,0.24089395,1.0,123.70855,124.71831,3.527247,124.71852,125.48141
24,24,3,5,3,2,8,1.0,23.0,--,--,125.72536,2.0,126.09839,0.37302926,5.0,128.2422,129.25238,3.5270197,129.25256,137.26494
25,25,4,6,3,3,0.750000,1.0,24.0,--,--,137.58745,3.0,138.38174,0.7943014,8.0,140.10474,141.11464,3.5271938,141.11484,141.8813
26,26,4,6,3,3,0.750000,1.0,25.0,--,--,142.12465,3.0,142.44858,0.3239327,7.0,144.643,145.65346,3.5288112,145.65366,146.41475
27,27,4,6,3,3,0.750000,1.0,26.0,--,--,146.65872,3.0,147.06508,0.40635297,7.0,149.17586,150.18456,3.5258307,150.18474,150.94797
28,28,4,6,3,2,0.750000,1.0,27.0,--,--,151.19351,3.0,151.56514,0.37162736,5.0,153.71167,154.7217,3.5281866,154.72188,155.48132
29,29,4,6,3,1,0.750000,1.0,28.0,--,--,155.72504,3.0,156.04848,0.32344368,3.0,158.24214,159.25308,3.5280468,159.25327,160.01465
30,30,4,6,3,3,0.750000,1.0,29.0,--,--,160.259,2.0,160.765,0.5059978,1.0,162.77682,163.78662,3.5276158,163.7868,164.54787
31,31,4,6,3,3,0.750000,1.0,30.0,--,--,164.79303,2.0,165.14847,0.35544127,3.0,167.31036,168.31895,3.525916,168.31914,169.08131
32,32,4,6,3,3,10,1.0,31.0,--,--,169.32587,3.0,169.81488,0.48902738,6.0,171.84268,172.85193,3.5260725,172.85214,182.86456
33,33,5,4,2,3,0.750000,1.0,32.0,--,--,182.93887,2.0,183.63118,0.6923017,4.0,185.45628,186.4647,3.5258412,186.46489,187.23128
34,34,5,4,2,1,0.750000,1.0,33.0,--,--,187.28691,3.0,187.64812,0.36119586,3.0,189.8042,190.81386,3.5269446,190.81409,191.56453
35,35,5,4,2,3,0.750000,1.0,34.0,--,--,191.61964,2.0,191.89813,0.27848914,2.0,194.13707,195.14694,3.5273,195.14716,195.89833
36,36,5,4,2,3,0.750000,1.0,35.0,--,--,195.95439,2.0,196.19823,0.243823,4.0,198.47191,199.4803,3.525902,199.4805,200.23111
37,37,5,4,2,3,0.750000,1.0,36.0,--,--,200.28676,2.0,200.58134,0.29458287,1.0,202.80524,203.81366,3.5268877,203.81384,204.56447
38,38,5,4,2,3,0.750000,1.0,37.0,--,--,204.61932,2.0,204.9815,0.36219385,3.0,207.1362,208.14487,3.5255485,208.14505,208.89786
39,39,5,4,2,3,0.750000,1.0,38.0,--,--,208.95287,2.0,209.34798,0.39511576,4.0,211.46994,212.4785,3.5256374,212.47868,213.23082
40,40,5,4,2,2,12,1.0,39.0,--,--,213.28618,3.0,214.648,1.3618135,5.0,215.80434,216.81415,3.5279582,216.81433,228.81435
41,41,6,5,3,3,0.750000,1.0,40.0,--,--,229.10501,3.0,230.79826,1.6932502,8.0,231.62234,232.63252,3.5275116,232.6327,233.39766
42,42,6,5,3,1,0.750000,1.0,41.0,--,--,233.68756,2.0,233.98114,0.2935743,8.0,236.2051,237.21577,3.5282164,237.21596,237.98112
43,43,6,5,3,1,0.750000,1.0,42.0,--,--,238.23172,3.0,238.48123,0.24950667,3.0,240.74928,241.75766,3.5259335,241.75784,242.51431
44,44,6,5,3,3,0.750000,1.0,43.0,--,--,242.75795,3.0,243.09825,0.34029663,8.0,245.27419,246.2842,3.52624,246.2844,247.04771
45,45,6,5,3,1,0.750000,1.0,44.0,--,--,247.29118,2.0,247.6479,0.35671848,6.0,249.81023,250.81992,3.5287209,250.8201,251.58107
46,46,6,5,3,1,0.750000,1.0,45.0,--,--,251.82454,2.0,252.11462,0.29008436,8.0,254.34145,255.35089,3.5263424,255.35107,256.11426
47,47,6,5,3,1,0.750000,1.0,46.0,--,--,256.3599,3.0,256.69797,0.33808872,2.0,258.87704,259.88568,3.5257928,259.88586,260.64764
48,48,6,5,3,1,8,1.0,47.0,--,--,260.97186,3.0,261.4478,0.47597682,3.0,263.489,264.49768,3.525817,264.49786,272.5143
49,49,7,1,1,1,0.750000,1.0,48.0,--,--,272.52545,2.0,273.48154,0.95606637,9.0,275.04208,276.0506,3.5251284,276.05078,276.81427
50,50,7,1,1,1,0.750000,1.0,49.0,--,--,276.8176,3.0,277.4811,0.6635061,2.0,279.335,280.34332,3.5257125,280.3435,281.0974
51,51,7,1,1,1,0.750000,1.0,50.0,--,--,281.09976,3.0,281.58133,0.48157778,4.0,283.61682,284.62527,3.5255263,284.6255,285.3809
52,52,7,1,1,1,0.750000,1.0,51.0,--,--,285.3832,2.0,285.6646,0.28141126,8.0,287.90033,288.90878,3.525587,288.90897,289.6644
53,53,7,1,1,2,0.750000,1.0,52.0,--,--,289.66672,3.0,290.7644,1.0976995,5.0,292.1843,293.19467,3.5279565,293.1949,293.9474
54,54,7,1,1,1,0.750000,1.0,53.0,--,--,293.94974,3.0,294.34772,0.39797267,4.0,296.46765,297.4774,3.5276463,297.47757,298.23093
