TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,2,1,3,0.750000,1.0,0.0,3.3206306e-06,0.005439437,4.014837,3.0,4.981277,0.96644026,6.0,6.5328975,7.546784,3.531947,7.547012,8.300421
2,2,1,2,1,1,0.750000,1.0,1.0,--,--,8.303789,3.0,9.051838,0.7480492,2.0,10.819168,11.82969,3.5259013,11.829885,12.58718
3,3,1,2,1,3,0.750000,1.0,2.0,--,--,12.589543,2.0,13.004634,0.4150901,4.0,15.106821,16.11667,3.527128,16.116852,16.873732
4,4,1,2,1,3,0.750000,1.0,3.0,--,--,16.876083,3.0,17.64168,0.76559556,8.0,19.393827,20.40265,3.526566,20.402838,21.16141
5,5,1,2,1,3,0.750000,1.0,4.0,--,--,21.163712,2.0,21.62812,0.4644079,4.0,23.681522,24.688644,3.5249317,24.68887,25.448084
6,6,1,2,1,3,0.750000,1.0,5.0,--,--,25.450424,2.0,25.865808,0.41538355,2.0,27.966787,28.973644,3.5232189,28.973837,29.734829
7,7,1,2,1,1,0.750000,1.0,6.0,--,--,29.737143,3.0,30.068565,0.3314232,2.0,32.25378,33.26263,3.5254872,33.262806,34.02148
8,8,1,2,1,3,10,1.0,7.0,--,--,34.023888,2.0,34.30581,0.28192246,4.0,36.54076,37.549618,3.5257318,37.5498,47.565807
9,9,2,6,3,3,0.750000,1.0,8.0,--,--,48.277313,2.0,48.85125,0.5739365,4.0,50.794655,51.801544,3.5242293,51.801735,52.55341
10,10,2,6,3,3,0.750000,1.0,9.0,--,--,53.253014,3.0,53.938217,0.685203,7.0,55.77066,56.778496,3.525481,56.778675,57.540985
11,11,2,6,3,2,0.750000,1.0,10.0,--,--,58.07161,2.0,58.47627,0.40465832,5.0,60.587605,61.59877,3.5271592,61.59894,62.361603
12,12,2,6,3,3,0.750000,1.0,11.0,--,--,62.89085,3.0,63.51327,0.6224184,6.0,65.40791,66.41667,3.5258217,66.41686,67.18205
13,13,2,6,3,1,0.750000,1.0,12.0,--,--,67.710464,3.0,68.083626,0.37315732,2.0,70.226654,71.23732,3.5268514,71.23751,72.002884
14,14,2,6,3,3,0.750000,1.0,13.0,--,--,72.532646,3.0,72.937325,0.40467763,7.0,75.050125,76.05937,3.5267277,76.05955,76.823494
15,15,2,6,3,3,0.750000,1.0,14.0,--,--,77.35506,2.0,77.790985,0.43592745,1.0,79.87353,80.88239,3.5273333,80.88257,81.64369
16,16,2,6,3,3,8,1.0,15.0,--,--,82.171684,2.0,82.71184,0.5401537,1.0,84.68852,85.695366,3.523681,85.69556,93.70378
17,17,3,3,2,1,0.750000,1.0,16.0,--,--,93.78953,3.0,94.93859,1.149061,3.0,96.30646,97.316315,3.5267835,97.31649,98.07445
18,18,3,3,2,3,0.750000,1.0,17.0,--,--,98.14368,2.0,98.52474,0.38106096,4.0,100.66043,101.66906,3.525381,101.66925,102.42752
19,19,3,3,2,1,0.750000,1.0,18.0,--,--,102.496376,2.0,102.77883,0.28246102,7.0,105.01342,106.02231,3.525935,106.0225,106.78154
20,20,3,3,2,1,0.750000,1.0,19.0,--,--,106.850975,2.0,107.13322,0.28224728,6.0,109.366394,110.37427,3.5232959,110.37444,111.134796
21,21,3,3,2,1,0.750000,1.0,20.0,--,--,111.203575,2.0,111.51868,0.31510368,8.0,113.72038,114.72724,3.5236635,114.727425,115.488434
22,22,3,3,2,1,0.750000,1.0,21.0,--,--,115.55771,2.0,115.83857,0.2808662,8.0,118.07639,119.08423,3.526519,119.08442,119.84216
23,23,3,3,2,1,0.750000,1.0,22.0,--,--,119.91047,3.0,120.559845,0.6493753,1.0,122.427864,123.4352,3.5247374,123.435394,124.19532
24,24,3,3,2,3,8,1.0,23.0,--,--,124.26519,3.0,124.5463,0.28111404,8.0,126.78227,127.79213,3.526935,127.79232,135.80553
25,25,4,5,3,1,0.750000,1.0,24.0,--,--,136.44038,2.0,137.00775,0.56736594,8.0,138.95528,139.96512,3.524736,139.96532,140.72575
26,26,4,5,3,1,0.750000,1.0,25.0,--,--,141.43095,2.0,141.7107,0.2797505,8.0,143.94716,144.95389,3.5229313,144.95407,145.71317
27,27,4,5,3,3,0.750000,1.0,26.0,--,--,146.24481,2.0,146.54758,0.30276644,2.0,148.76224,149.77109,3.5262766,149.77127,150.53413
28,28,4,5,3,1,0.750000,1.0,27.0,--,--,151.0658,3.0,151.51811,0.45231035,3.0,153.58334,154.59308,3.527277,154.59328,155.35352
29,29,4,5,3,2,0.750000,1.0,28.0,--,--,155.94948,2.0,156.40685,0.4573764,5.0,158.46498,159.47467,3.5252042,159.47488,160.22528
30,30,4,5,3,1,0.750000,1.0,29.0,--,--,160.75685,2.0,161.39284,0.6359876,8.0,163.27492,164.2839,3.5270429,164.28409,165.04604
31,31,4,5,3,1,0.750000,1.0,30.0,--,--,165.57668,3.0,165.93011,0.3534309,2.0,168.09413,169.10172,3.5250309,169.10191,169.86652
32,32,4,5,3,1,10,1.0,31.0,--,--,170.39568,3.0,170.7173,0.32161987,4.0,172.9124,173.92097,3.525304,173.92116,183.9278
33,33,5,1,1,1,0.750000,1.0,32.0,--,--,183.9347,2.0,185.04604,1.1113453,6.0,186.45145,187.45988,3.5251951,187.46007,188.21469
34,34,5,1,1,2,0.750000,1.0,33.0,--,--,188.21709,3.0,188.61595,0.398853,5.0,190.73506,191.74332,3.5262213,191.74348,192.50168
35,35,5,1,1,1,0.750000,1.0,34.0,--,--,192.50433,2.0,192.96887,0.46454102,9.0,195.02104,196.03088,3.526552,196.03107,196.78853
36,36,5,1,1,2,0.750000,1.0,35.0,--,--,196.79102,3.0,197.17235,0.38133174,5.0,199.308,200.31577,3.524755,200.31595,201.07536
37,37,5,1,1,1,0.750000,1.0,36.0,--,--,201.07773,2.0,201.42566,0.34793139,9.0,203.59555,204.64586,3.5681174,204.64603,205.41245
38,38,5,1,1,1,0.750000,1.0,37.0,--,--,205.41483,3.0,205.96284,0.54802924,2.0,207.93236,208.93979,3.5249722,208.94,209.69926
39,39,5,1,1,1,0.750000,1.0,38.0,--,--,209.70168,3.0,210.0165,0.31483078,4.0,212.21994,213.22696,3.5252962,213.22716,213.98598
40,40,5,1,1,1,10,1.0,39.0,--,--,213.98883,3.0,214.30351,0.31468347,1.0,216.50664,217.51382,3.524989,217.51399,227.53043
