TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,1,0.750000,1.0,0.0,3.3206034e-06,0.005501636,4.0142865,2.0,4.8725653,0.85827905,8.0,6.530414,7.543929,3.5296428,7.5441566,8.308399
2,2,1,1,1,1,0.750000,1.0,1.0,--,--,8.31179,2.0,8.792369,0.48057795,9.0,10.829026,11.836794,3.5250027,11.836974,12.595162
3,3,1,1,1,1,0.750000,1.0,2.0,--,--,12.597334,3.0,13.02913,0.43179616,4.0,15.116008,16.123854,3.5265203,16.12403,16.882063
4,4,1,1,1,2,0.750000,1.0,3.0,--,--,16.884262,3.0,17.33271,0.4484475,5.0,19.400993,20.410866,3.5266037,20.411041,21.16883
5,5,1,1,1,1,0.750000,1.0,4.0,--,--,21.171057,3.0,21.552797,0.3817396,1.0,23.688564,24.698837,3.5277793,24.699009,25.455702
6,6,1,1,1,1,0.750000,1.0,5.0,--,--,25.457903,2.0,25.956366,0.4984615,7.0,27.97563,28.984835,3.526932,28.985008,29.742826
7,7,1,1,1,2,0.750000,1.0,6.0,--,--,29.745031,2.0,30.443302,0.6982716,5.0,32.262318,33.27143,3.526399,33.27161,34.02964
8,8,1,1,1,1,12,1.0,7.0,--,--,34.03183,2.0,34.630424,0.5985958,9.0,36.54999,37.558807,3.5269773,37.558983,49.559086
9,9,2,6,3,1,0.750000,1.0,8.0,--,--,49.588192,3.0,50.05972,0.4715275,3.0,52.10536,53.113483,3.5252914,53.113655,53.87943
10,10,2,6,3,3,0.750000,1.0,9.0,--,--,53.904503,3.0,54.49668,0.5921786,9.0,56.42194,57.431778,3.527278,57.431953,58.182972
11,11,2,6,3,3,0.750000,1.0,10.0,--,--,58.202175,3.0,58.700325,0.4981509,7.0,60.719067,61.726753,3.5245786,61.726933,62.48629
12,12,2,6,3,3,0.750000,1.0,11.0,--,--,62.5054,3.0,63.287,0.7815991,6.0,65.02289,66.032455,3.527055,66.03263,66.78961
13,13,2,6,3,2,0.750000,1.0,12.0,--,--,66.808304,2.0,67.22381,0.41550076,5.0,69.32592,70.33533,3.5270247,70.33551,71.093575
14,14,2,6,3,3,0.750000,1.0,13.0,--,--,71.11244,2.0,71.510666,0.39822578,3.0,73.62961,74.63832,3.525881,74.6385,75.39659
15,15,2,6,3,3,0.750000,1.0,14.0,--,--,75.415276,2.0,75.981186,0.5659135,3.0,77.93217,78.93973,3.524455,78.9399,79.700264
16,16,2,6,3,3,12,1.0,15.0,--,--,79.71921,2.0,80.18449,0.46528202,4.0,82.23621,83.24372,3.5245128,83.2439,95.24683
17,17,3,3,2,2,0.750000,1.0,16.0,--,--,95.35368,3.0,96.097755,0.7440672,5.0,97.87085,98.87971,3.5260234,98.87988,99.6335
18,18,3,3,2,1,0.750000,1.0,17.0,--,--,99.72554,3.0,100.28408,0.55853814,4.0,102.24287,103.250916,3.5253696,103.25108,104.00398
19,19,3,3,2,1,0.750000,1.0,18.0,--,--,104.08196,2.0,104.9548,0.8728405,9.0,106.5996,107.60664,3.5246778,107.60681,108.35728
20,20,3,3,2,1,0.750000,1.0,19.0,--,--,108.434425,3.0,109.09179,0.6573644,3.0,110.951645,111.95938,3.524959,111.95956,112.71091
21,21,3,3,2,1,0.750000,1.0,20.0,--,--,112.78796,2.0,113.82881,1.0408546,6.0,115.30513,116.312645,3.5246842,116.31281,117.06452
22,22,3,3,2,1,0.750000,1.0,21.0,--,--,117.138374,3.0,117.531906,0.39353737,1.0,119.65579,120.66368,3.5253103,120.66386,121.418106
23,23,3,3,2,2,0.750000,1.0,22.0,--,--,121.49294,2.0,122.952576,1.4596353,5.0,124.01049,125.01964,3.5266979,125.019806,125.771454
24,24,3,3,2,1,10,1.0,23.0,--,--,125.84498,3.0,126.205475,0.36049828,2.0,128.36212,129.37164,3.5266702,129.37183,139.38312
25,25,4,4,2,3,0.750000,1.0,24.0,--,--,139.47313,2.0,140.38422,0.9110887,3.0,141.98979,142.99901,3.525876,142.99919,143.75345
26,26,4,4,2,3,0.750000,1.0,25.0,--,--,143.8255,2.0,144.27043,0.44494364,3.0,146.34373,147.3506,3.5251093,147.35078,148.10675
27,27,4,4,2,3,0.750000,1.0,26.0,--,--,148.18152,2.0,148.69101,0.5094853,1.0,150.69876,151.70561,3.5240924,151.7058,152.46039
28,28,4,4,2,3,0.750000,1.0,27.0,--,--,152.53429,3.0,153.5284,0.99411076,6.0,155.05087,156.05768,3.5233877,156.05785,156.81409
29,29,4,4,2,3,0.750000,1.0,28.0,--,--,156.8886,3.0,157.36462,0.47602206,9.0,159.40471,160.41235,3.5237513,160.41254,161.16763
30,30,4,4,2,3,0.750000,1.0,29.0,--,--,161.24149,3.0,162.21886,0.9773761,6.0,163.7587,164.76555,3.5240612,164.76572,165.52121
31,31,4,4,2,1,0.750000,1.0,30.0,--,--,165.5957,2.0,166.2052,0.60949284,6.0,168.11353,169.12234,3.5266333,169.12251,169.87486
32,32,4,4,2,1,8,1.0,31.0,--,--,169.9508,3.0,170.62584,0.6750346,4.0,172.46712,173.47397,3.523173,173.47415,181.48405
33,33,5,5,3,1,0.750000,1.0,32.0,--,--,181.5113,2.0,182.50218,0.9908789,8.0,184.02861,185.03654,3.5252383,185.03673,185.78758
34,34,5,5,3,1,0.750000,1.0,33.0,--,--,185.80807,3.0,186.25525,0.4471799,2.0,188.32565,189.33252,3.5244455,189.33269,190.0914
35,35,5,5,3,1,0.750000,1.0,34.0,--,--,190.11041,2.0,190.74213,0.63172364,6.0,192.62868,193.63675,3.5263405,193.63693,194.39505
36,36,5,5,3,3,0.750000,1.0,35.0,--,--,194.4138,2.0,194.81215,0.3983405,4.0,196.9296,197.93956,3.52575,197.93973,198.69849
37,37,5,5,3,1,0.750000,1.0,36.0,--,--,198.71735,3.0,199.21587,0.4985125,2.0,201.23512,202.24335,3.526002,202.24353,203.00189
38,38,5,5,3,3,0.750000,1.0,37.0,--,--,203.02145,3.0,203.25247,0.2310204,7.0,205.53818,206.54747,3.5260186,206.54764,207.30568
39,39,5,5,3,1,0.750000,1.0,38.0,--,--,207.32466,3.0,207.90665,0.5819753,3.0,209.84178,210.85054,3.5258677,210.85071,211.6091
40,40,5,5,3,1,10,1.0,39.0,--,--,211.628,2.0,212.2765,0.64850026,8.0,214.1456,215.15248,3.5244794,215.15266,225.15353
