onset	duration	trial_type	rt	resp	gender
0.6000117124058306	3.0063806883990765	decision	2.0658602230250835	right	B
4.149559929501265	1.0003655678592622	loss	n/a	n/a	n/a
11.083147580735385	3.0052649658173323	decision	1.7993369060568511	right	B
14.633085817564279	1.0167868523858488	win	n/a	n/a	n/a
21.566457025706768	3.0050159208476543	decision	1.800120870117098	left	B
25.11640462046489	1.0167050450108945	loss	n/a	n/a	n/a
32.04970277566463	3.0062206955626607	decision	1.799521048553288	left	B
35.59990001935512	1.016593050211668	loss	n/a	n/a	n/a
38.333338062278926	3.005162932910025	decision	1.809209962375462	left	B
41.88314287131652	1.0173788252286613	loss	n/a	n/a	n/a
44.6163898287341	3.00586659880355	decision	1.5498029980808496	right	B
48.16633651824668	1.0167077616788447	win	n/a	n/a	n/a
50.89989712135866	3.005340736359358	decision	1.5492937383241951	left	B
54.44999323785305	1.016400455031544	win	n/a	n/a	n/a
59.282959091011435	3.0055285012349486	decision	1.7994953892193735	left	B
62.83305762242526	1.000014188233763	loss	n/a	n/a	n/a
67.64977003308013	3.0066369785927236	decision	2.0669460599310696	right	B
71.20055019343272	1.0157562582753599	win	n/a	n/a	n/a
73.93327883491293	3.005760943517089	decision	2.3157358514145017	right	B
77.48296712106094	1.0001729731447995	win	n/a	n/a	n/a
82.2998208082281	3.0052725127898157	decision	1.5493242270313203	right	B
85.84967784117907	1.0164970541372895	loss	n/a	n/a	n/a
92.78294128086418	3.0044692289084196	decision	1.5504758721217513	left	B
96.33273129770532	1.0001835389994085	loss	n/a	n/a	n/a
103.24995532259345	3.005185875110328	decision	1.5490549565292895	right	B
106.79977009352297	1.0163056668825448	win	n/a	n/a	n/a
113.73291791556403	3.005460881628096	decision	2.0661536436527967	left	B
117.28284196462482	1.016701120417565	win	n/a	n/a	n/a
122.11628024885431	3.0050005256198347	decision	1.8000532505102456	right	B
125.66611132072285	1.0000196220353246	win	n/a	n/a	n/a
128.38279149122536	3.0052664754912257	decision	1.80033278465271	right	B
