LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
1,60,13,blue,5,Narrow,['f'],2.145427200011909
0,60,13,blue,5,Narrow,['j'],1.6152703000698239
1,50,13,blue,5,Narrow,['f'],1.6073897000169381
0,50,13,blue,5,Narrow,['j'],1.797065299935639
0,40,13,blue,5,Narrow,['f'],2.0097802000818774
0,40,13,blue,5,Narrow,['j'],0.8967307999264449
1,50,13,blue,5,Narrow,['f'],1.9896364000160247
1,50,13,blue,5,Narrow,['f'],0.7705933001125231
0,60,13,blue,5,Narrow,['j'],1.1596596000017598
0,50,13,blue,5,Narrow,['j'],0.9095558000262827
1,40,13,blue,5,Narrow,['f'],1.5227372999070212
1,50,13,blue,5,Narrow,['f'],2.07962440000847
1,50,13,blue,5,Narrow,['f'],1.4781456000637263
0,50,13,blue,5,Narrow,['j'],0.8187848000088707
0,70,13,blue,5,Narrow,['j'],1.3360621000174433
0,70,13,blue,5,Narrow,['j'],0.9436621000058949
0,30,13,blue,5,Narrow,['f'],1.7018793999450281
1,30,13,blue,5,Narrow,['f'],1.0514503999147564
1,40,13,blue,5,Narrow,['j'],1.0659312000498176
1,60,13,blue,5,Narrow,['f'],1.175893499981612
1,100,13,green,5,wide,['f'],1.1730282000498846
0,90,13,green,5,wide,['j'],1.6191011000191793
1,0,13,green,5,wide,['j'],1.0420994999585673
1,0,13,green,5,wide,['j'],1.3214784000301734
0,0,13,green,5,wide,['f'],1.038158900104463
0,90,13,green,5,wide,['j'],0.9638430000049993
0,10,13,green,5,wide,['f'],1.512529099942185
1,10,13,green,5,wide,['j'],0.9028988000936806
0,80,13,green,5,wide,['j'],1.356108299922198
1,100,13,green,5,wide,['f'],0.9068442999850959
0,20,13,green,5,wide,['f'],0.9042411999544129
1,10,13,green,5,wide,['j'],0.8710484999464825
1,80,13,green,5,wide,['f'],1.2700404999777675
0,90,13,green,5,wide,['j'],0.6690206000348553
0,0,13,green,5,wide,['f'],0.9170787999173626
0,90,13,green,5,wide,['j'],0.891418099985458
1,10,13,green,5,wide,['j'],1.3602701000636443
1,20,13,green,5,wide,['j'],1.014687899965793
0,100,13,green,5,wide,['j'],0.8203313000267372
1,100,13,green,5,wide,['f'],0.970182100078091
1,100,13,red,5,Skew,['f'],0.8399413999868557
0,90,13,red,5,Skew,['j'],1.565908099990338
0,80,13,red,5,Skew,['j'],0.9554191998904571
1,90,13,red,5,Skew,['f'],1.010212799999863
1,70,13,red,5,Skew,['f'],1.2652368999551982
0,90,13,red,5,Skew,['j'],0.8957305999938399
0,70,13,red,5,Skew,['j'],0.7569362000795081
1,80,13,red,5,Skew,['f'],1.1214973999885842
1,80,13,red,5,Skew,['f'],0.8245018000015989
1,80,13,red,5,Skew,['f'],0.8941277000121772
1,80,13,red,5,Skew,['f'],1.0131968000205234
0,60,13,red,5,Skew,['j'],2.040976500022225
0,60,13,red,5,Skew,['j'],1.0538611999945715
1,80,13,red,5,Skew,['f'],1.7230626998934895
1,70,13,red,5,Skew,['f'],0.889858299982734
0,80,13,red,5,Skew,['j'],0.7897412999300286
1,80,13,red,5,Skew,['f'],0.7639204999431968
0,70,13,red,5,Skew,['j'],0.6986648000311106
0,90,13,red,5,Skew,['j'],0.6800244000041857
0,100,13,red,5,Skew,['j'],0.9497823999263346
