TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,6,3,3,0.750000,1.0,0.0,4.021474,0.0,999.0,999.0,999.0,6.5307574,7.546756,3.5252821,7.5469737,8.297864
2,2,1,6,3,2,0.750000,1.0,1.0,8.301109,3.0,10.049446,1.7483369,5.0,10.818578,11.830277,3.5291684,11.830452,12.584259
3,3,1,6,3,3,0.750000,1.0,2.0,12.587387,2.0,13.718827,1.1314406,2.0,15.104789,16.119495,3.5321078,16.11967,16.870806
4,4,1,6,3,1,0.750000,1.0,3.0,16.874054,3.0,18.038576,1.1645213,1.0,19.391407,20.4034,3.5293472,20.40358,21.157114
5,5,1,6,3,3,0.750000,1.0,4.0,21.160242,3.0,22.041208,0.8809662,6.0,23.677752,24.688776,3.5285342,24.688951,25.443428
6,6,1,6,3,3,0.750000,1.0,5.0,25.446554,2.0,26.394444,0.947889,1.0,27.9646,28.973604,3.52705,28.973782,29.72986
7,7,1,6,3,3,0.750000,1.0,6.0,29.733007,2.0,31.114468,1.3814596,1.0,32.250183,33.258488,3.52548,33.25867,34.016426
8,8,1,6,3,3,12,1.0,7.0,34.019558,3.0,35.183567,1.1640075,8.0,36.5368,37.547344,3.527786,37.54752,49.56061
9,9,2,3,2,1,0.750000,1.0,8.0,49.62573,2.0,51.495262,1.8695345,8.0,52.14342,53.153675,3.5279446,53.15385,53.913544
10,10,2,3,2,2,0.750000,1.0,9.0,53.956364,2.0,55.01488,1.0585175,5.0,56.473724,57.484356,3.5279937,57.48453,58.249954
11,11,2,3,2,1,0.750000,1.0,10.0,58.29475,--,--,--,--,--,--,--,--,--
12,12,2,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
13,13,2,3,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
14,14,2,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
15,15,2,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
16,16,2,3,2,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
17,17,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
18,18,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,3,4,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,3,4,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,3,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,3,4,2,3,10,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
