Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,green,100,1,No_resp,4,wide
30,13,green,100,0,['f'],2.457860300084576,wide
40,13,green,100,1,['j'],3.990623600082472,wide
50,13,green,100,0,['j'],4.116081799962558,wide
60,13,green,100,0,['j'],2.9290785999037325,wide
70,13,green,100,0,['j'],3.4383475000504404,wide
80,13,green,100,1,['f'],3.9952967999270186,wide
90,13,green,100,1,['f'],2.2976440000347793,wide
20,13,green,50,1,['j'],2.790965100051835,wide
30,13,green,50,1,['j'],3.9878294999944046,wide
40,13,green,50,1,No_resp,4,wide
50,13,green,50,1,['f'],0.7225338999414816,wide
60,13,green,50,0,['j'],3.792058699997142,wide
70,13,green,50,0,['j'],1.19703370006755,wide
80,13,green,50,0,['j'],2.2983462000265718,wide
90,13,green,50,0,['j'],2.343690100009553,wide
20,13,blue,100,1,['f'],3.8287341999821365,narrow
30,13,blue,100,1,['f'],3.1055419000331312,narrow
40,13,blue,100,0,['j'],3.4709706000285223,narrow
50,13,blue,100,0,['j'],1.4683606999460608,narrow
60,13,blue,100,1,['f'],2.841617399943061,narrow
70,13,blue,100,0,['j'],3.0313212999608368,narrow
80,13,blue,100,1,['f'],2.131900200038217,narrow
90,13,blue,100,1,['f'],3.040744600002654,narrow
20,13,blue,50,0,['f'],3.437918599927798,narrow
30,13,blue,50,1,No_resp,4,narrow
40,13,blue,50,1,['j'],2.6200750999851152,narrow
50,13,blue,50,1,['f'],0.7457078999141231,narrow
60,13,blue,50,0,['j'],3.462512700003572,narrow
70,13,blue,50,0,['j'],3.8756236999761313,narrow
80,13,blue,50,1,['f'],1.3765077999560162,narrow
90,13,blue,50,0,['j'],2.3494773999555036,narrow
20,13,red,100,1,['j'],3.1949867999646813,skew
30,13,red,100,1,['j'],2.6170729000587016,skew
40,13,red,100,1,['j'],0.9824135000817478,skew
50,13,red,100,1,['j'],2.659530899953097,skew
60,13,red,100,0,['f'],2.0483854000922292,skew
70,13,red,100,0,['f'],3.2940121999708936,skew
80,13,red,100,1,['f'],2.2829393000574782,skew
90,13,red,100,0,['j'],2.9042820999165997,skew
20,13,red,50,0,No_resp,4,skew
30,13,red,50,1,['j'],4.262658799998462,skew
40,13,red,50,0,['f'],3.1556249000132084,skew
50,13,red,50,0,No_resp,4,skew
60,13,red,50,0,['j'],3.3460156000219285,skew
70,13,red,50,0,['j'],2.78281230002176,skew
80,13,red,50,0,['j'],2.6844842000864446,skew
90,13,red,50,0,['j'],1.8011212999699637,skew
20,13,yellow,100,1,['j'],2.982406400027685,True_unkown
30,13,yellow,100,0,['f'],3.5879712000023574,True_unkown
40,13,yellow,100,1,['j'],3.296973399934359,True_unkown
50,13,yellow,100,1,['f'],2.2382817999459803,True_unkown
60,13,yellow,100,0,['f'],2.0114798999857157,True_unkown
70,13,yellow,100,0,['j'],1.6885877000167966,True_unkown
80,13,yellow,100,0,['j'],2.8383450000546873,True_unkown
90,13,yellow,100,1,['j'],0.5786224999465048,True_unkown
20,13,yellow,50,0,['f'],3.5362942999927327,True_unkown
30,13,yellow,50,0,['f'],2.829475300037302,True_unkown
40,13,yellow,50,0,No_resp,4,True_unkown
50,13,yellow,50,1,['f'],1.916130100027658,True_unkown
60,13,yellow,50,1,['j'],2.6647571000503376,True_unkown
70,13,yellow,50,1,['f'],3.0462347000138834,True_unkown
80,13,yellow,50,1,['f'],2.1623176999855787,True_unkown
90,13,yellow,50,0,['j'],2.2715131000149995,True_unkown
