TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,2,1,3,0.750000,1.0,0.0,3.622612e-06,0.005558707,4.0148115,2.0,4.93643,0.92161876,2.0,6.532397,7.5460105,3.5311992,7.5462465,8.302691
2,2,1,2,1,3,0.750000,1.0,1.0,--,--,8.30601,2.0,9.369283,1.0632725,4.0,10.823554,11.834345,3.5283341,11.834558,12.586013
3,3,1,2,1,3,0.750000,1.0,2.0,--,--,12.588391,2.0,13.069691,0.48129937,2.0,15.105588,16.114729,3.526338,16.114914,16.869204
4,4,1,2,1,3,0.750000,1.0,3.0,--,--,16.871513,2.0,17.552872,0.68135905,3.0,19.388865,20.398743,3.5272295,20.398932,21.153227
5,5,1,2,1,2,0.750000,1.0,4.0,--,--,21.15588,2.0,21.853207,0.6973273,5.0,23.67262,24.685219,3.529339,24.685402,25.435741
6,6,1,2,1,3,0.750000,1.0,5.0,--,--,25.438124,2.0,26.08647,0.6483473,3.0,27.956083,28.966238,3.5281143,28.966421,29.719296
7,7,1,2,1,3,0.750000,1.0,6.0,--,--,29.721664,2.0,30.353085,0.6314186,2.0,32.23888,33.24755,3.5258868,33.24774,34.00272
8,8,1,2,1,1,8,1.0,7.0,--,--,34.005096,2.0,34.703045,0.69794947,8.0,36.522705,37.53535,3.5302572,37.535553,45.535786
9,9,2,4,2,3,0.750000,1.0,8.0,--,--,46.113503,0.0,999.0,999.0,999.0,48.61993,49.63625,3.5227475,49.636436,50.402515
10,10,2,4,2,3,0.750000,1.0,9.0,--,--,50.960064,3.0,51.63628,0.6762145,8.0,53.478127,54.488766,3.5287008,54.48895,55.25281
11,11,2,4,2,2,0.750000,1.0,10.0,--,--,55.63896,3.0,56.50321,0.86424696,5.0,58.15617,59.16679,3.5278275,59.166977,59.91934
12,12,2,4,2,3,0.750000,1.0,11.0,--,--,60.301003,3.0,60.98635,0.68534833,7.0,62.81813,63.83041,3.5294063,63.830593,64.586
13,13,2,4,2,3,0.750000,1.0,12.0,--,--,64.966675,3.0,65.61999,0.65331227,8.0,67.48351,68.49221,3.525536,68.49244,69.25263
14,14,2,4,2,3,0.750000,1.0,13.0,--,--,69.6298,3.0,70.33627,0.7064783,7.0,72.147255,73.15597,3.5261726,73.15617,73.91939
15,15,2,4,2,3,0.750000,1.0,14.0,--,--,74.29786,0.0,999.0,999.0,999.0,76.80326,77.8195,3.521647,77.81969,78.58591
16,16,2,4,2,2,8,1.0,15.0,--,--,78.96288,3.0,79.553,0.590118,5.0,81.480125,82.49079,3.5279057,82.490974,90.50261
17,17,3,6,3,3,0.750000,1.0,16.0,--,--,91.06877,2.0,92.80268,1.7339118,2.0,93.58688,94.59722,3.52845,94.59741,95.35268
18,18,3,6,3,3,0.750000,1.0,17.0,--,--,95.779785,2.0,96.76968,0.9898912,3.0,98.29814,99.306656,3.5268664,99.306854,100.069244
19,19,3,6,3,3,0.750000,1.0,18.0,--,--,100.50549,2.0,101.23638,0.73089236,3.0,103.023155,104.03179,3.5262978,104.03198,104.78606
20,20,3,6,3,1,0.750000,1.0,19.0,--,--,105.21065,2.0,105.85324,0.6425894,7.0,107.72814,108.737816,3.52717,108.73801,109.50294
21,21,3,6,3,3,0.750000,1.0,20.0,--,--,109.929695,3.0,110.5865,0.6568101,8.0,112.44712,113.45783,3.5281403,113.458015,114.22016
22,22,3,6,3,3,0.750000,1.0,21.0,--,--,114.68807,3.0,115.48734,0.79927164,6.0,117.20472,118.215225,3.5271559,118.21545,118.96895
23,23,3,6,3,1,0.750000,1.0,22.0,--,--,119.53584,3.0,120.0698,0.53395826,4.0,122.05354,123.063324,3.5274827,123.063515,123.819305
24,24,3,6,3,3,12,1.0,23.0,--,--,124.24598,2.0,124.853195,0.60722184,3.0,126.762794,127.77282,3.5268416,127.773,139.78625
