Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,1,No_resp,4,wide
30,13,blue,100,1,['j'],2.170516400015913,wide
40,13,blue,100,0,['f'],3.906294899992645,wide
50,13,blue,100,0,['j'],3.0398129999812227,wide
60,13,blue,100,0,['j'],2.8690302000031807,wide
70,13,blue,100,1,['f'],1.9259393000102136,wide
80,13,blue,100,1,['f'],1.939587999979267,wide
90,13,blue,100,0,['j'],1.8090443999972194,wide
20,13,blue,50,0,['f'],2.9669239000068046,wide
30,13,blue,50,1,['j'],1.6846924000128638,wide
40,13,blue,50,1,['j'],1.7473432999977376,wide
50,13,blue,50,1,['j'],2.6583934999944177,wide
60,13,blue,50,0,['j'],1.9845705999759957,wide
70,13,blue,50,0,['j'],1.5592895000008866,wide
80,13,blue,50,1,['f'],1.5090169000031892,wide
90,13,blue,50,1,['f'],1.0753623000055086,wide
20,13,red,100,0,['j'],3.586420600011479,narrow
30,13,red,100,1,['j'],2.8166607999883126,narrow
40,13,red,100,1,No_resp,4,narrow
50,13,red,100,1,['j'],1.3756477999850176,narrow
60,13,red,100,0,['j'],1.797086099977605,narrow
70,13,red,100,1,['j'],2.163819200010039,narrow
80,13,red,100,0,['j'],1.6482586000056472,narrow
90,13,red,100,0,['j'],0.7750332000141498,narrow
20,13,red,50,1,['j'],1.965033799991943,narrow
30,13,red,50,1,['j'],1.84350029999041,narrow
40,13,red,50,0,['f'],2.4112168999854475,narrow
50,13,red,50,0,['j'],2.442325699987123,narrow
60,13,red,50,1,['f'],1.74325410000165,narrow
70,13,red,50,1,['j'],1.2129425999883097,narrow
80,13,red,50,1,['f'],0.6986523999948986,narrow
90,13,red,50,0,['j'],1.7283549999992829,narrow
20,13,green,100,1,['j'],2.5011960999981966,skew
30,13,green,100,1,['j'],1.4270403999835253,skew
40,13,green,100,0,['f'],2.058257099997718,skew
50,13,green,100,1,['j'],1.2891516999807209,skew
60,13,green,100,0,['f'],2.1819686999951955,skew
70,13,green,100,1,['j'],2.972123299987288,skew
80,13,green,100,0,['j'],1.4584653999772854,skew
90,13,green,100,1,['f'],1.2645950999867637,skew
20,13,green,50,0,['f'],2.670743800001219,skew
30,13,green,50,0,['f'],1.2043347000144422,skew
40,13,green,50,1,['j'],1.5949588000075892,skew
50,13,green,50,0,['f'],2.0070913000090513,skew
60,13,green,50,1,['j'],1.6614899999985937,skew
70,13,green,50,1,['j'],2.7234568999847397,skew
80,13,green,50,0,['j'],1.4256717000098433,skew
90,13,green,50,1,['f'],0.7043313000176568,skew
20,13,yellow,100,1,No_resp,4,True_unkown
30,13,yellow,100,0,['f'],1.2542049000039697,True_unkown
40,13,yellow,100,0,['f'],1.044818700000178,True_unkown
50,13,yellow,100,1,['j'],1.0588294999906793,True_unkown
60,13,yellow,100,0,['f'],1.50380390000646,True_unkown
70,13,yellow,100,1,['j'],1.1174540999927558,True_unkown
80,13,yellow,100,1,['f'],0.5487782999989577,True_unkown
90,13,yellow,100,0,['j'],1.2629639000224415,True_unkown
20,13,yellow,50,0,['f'],3.8906889999925625,True_unkown
30,13,yellow,50,0,['f'],1.3054789000016171,True_unkown
40,13,yellow,50,0,['f'],1.2554581000003964,True_unkown
50,13,yellow,50,1,['f'],2.1158489999943413,True_unkown
60,13,yellow,50,0,['f'],2.098454100021627,True_unkown
70,13,yellow,50,0,['j'],1.4422597999800928,True_unkown
80,13,yellow,50,0,['j'],0.8238008999906015,True_unkown
90,13,yellow,50,0,['j'],0.7899571000016294,True_unkown
