Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,1,['j'],2.725358000025153,wide
30,13,red,100,0,['f'],3.1300462000072002,wide
40,13,red,100,1,['f'],3.0402758999262005,wide
50,13,red,100,1,['j'],2.0005022999830544,wide
60,13,red,100,0,['j'],2.701638799859211,wide
70,13,red,100,0,['j'],1.3325159999076277,wide
80,13,red,100,1,['f'],1.3426441999617964,wide
90,13,red,100,0,['j'],1.1021962000522763,wide
20,13,red,50,0,['f'],2.603738999925554,wide
30,13,red,50,1,['j'],1.7583635998889804,wide
40,13,red,50,1,['f'],2.830593300051987,wide
50,13,red,50,1,['f'],2.5114684998989105,wide
60,13,red,50,0,['j'],2.4472487999591976,wide
70,13,red,50,0,['j'],1.13471579994075,wide
80,13,red,50,0,['j'],1.1233263998292387,wide
90,13,red,50,0,['j'],0.6937824999913573,wide
20,13,blue,100,1,['j'],0.9682322000153363,narrow
30,13,blue,100,0,['f'],1.0482067000120878,narrow
40,13,blue,100,0,['f'],0.6789888001512736,narrow
50,13,blue,100,1,['j'],2.010582600021735,narrow
60,13,blue,100,1,['f'],2.0536503000184894,narrow
70,13,blue,100,1,['f'],0.7449105000123382,narrow
80,13,blue,100,0,['j'],1.1736547001637518,narrow
90,13,blue,100,1,['f'],1.1614750002045184,narrow
20,13,blue,50,0,['f'],1.7281742000486702,narrow
30,13,blue,50,1,['j'],1.7083356999792159,narrow
40,13,blue,50,0,['f'],1.777070000069216,narrow
50,13,blue,50,1,['j'],1.77173630008474,narrow
60,13,blue,50,0,['j'],1.688704099971801,narrow
70,13,blue,50,1,['f'],1.99448879994452,narrow
80,13,blue,50,0,['j'],1.2946044001728296,narrow
90,13,blue,50,0,['j'],0.8740460998378694,narrow
20,13,green,100,1,['j'],2.0086483999621123,skew
30,13,green,100,0,['f'],2.1433252999559045,skew
40,13,green,100,1,['j'],1.6142744000535458,skew
50,13,green,100,0,['f'],1.3500983000267297,skew
60,13,green,100,0,['j'],0.9846065000165254,skew
70,13,green,100,1,['f'],1.1613078999798745,skew
80,13,green,100,1,['f'],0.9251403999514878,skew
90,13,green,100,1,['f'],0.6543080001138151,skew
20,13,green,50,0,['f'],1.763978899922222,skew
30,13,green,50,0,['f'],1.6827311001252383,skew
40,13,green,50,1,['j'],1.939129700185731,skew
50,13,green,50,0,['f'],1.6505063998047262,skew
60,13,green,50,1,['f'],1.9856924000196159,skew
70,13,green,50,0,['j'],1.2895903999451548,skew
80,13,green,50,1,['f'],0.7701085999142379,skew
90,13,green,50,0,['j'],0.6407285998575389,skew
20,13,yellow,100,1,['j'],1.8661218001507223,True_unkown
30,13,yellow,100,0,['f'],0.658033300191164,True_unkown
40,13,yellow,100,0,['f'],0.9012879999354482,True_unkown
50,13,yellow,100,1,['j'],0.8274368001148105,True_unkown
60,13,yellow,100,0,['f'],1.3417296998668462,True_unkown
70,13,yellow,100,1,['f'],1.1417580000124872,True_unkown
80,13,yellow,100,0,['j'],0.9551931000314653,True_unkown
90,13,yellow,100,0,['j'],0.46021310007199645,True_unkown
20,13,yellow,50,1,['j'],1.4305323001462966,True_unkown
30,13,yellow,50,1,['j'],1.8042997000738978,True_unkown
40,13,yellow,50,1,['j'],1.3235587000381202,True_unkown
50,13,yellow,50,0,['f'],0.926267399918288,True_unkown
60,13,yellow,50,0,['j'],1.0980692999437451,True_unkown
70,13,yellow,50,1,['f'],0.7909607000183314,True_unkown
80,13,yellow,50,1,['f'],0.8700868000742048,True_unkown
90,13,yellow,50,1,['f'],0.593720099888742,True_unkown
