TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,23,1,1.5,1,10,1.0,0.0,4.994946,5.9936614,6.01023,6.010596,7.5269136,7.5271106,3.0,1.2002873,8.727398,11.043358,3.5167258,11.043979,12.049089
2,2,2,25,8,1.5,8,5,1.0,1.0,13.044453,14.0434885,14.059918,14.060238,15.577302,15.577462,2.0,1.7330589,17.31052,19.093866,3.5167603,19.094341,27.098091
3,3,3,19,5,1.5,0,9,1.0,2.0,28.094667,29.093351,29.11016,29.110422,30.626677,30.626867,3.0,1.7502337,32.3771,34.143524,3.5170102,34.144,39.148438
4,4,1,19,3,4.5,1,9,1.0,3.0,40.144684,41.143246,41.16056,41.160862,45.67677,45.67692,3.0,1.7667116,47.443634,49.194344,3.517776,49.19482,52.198967
5,5,1,23,3,1.5,10,1,1.0,4.0,53.19428,54.193275,54.210083,54.210434,55.72676,55.726917,2.0,1.1500468,56.876965,59.243225,3.5166905,59.243736,62.24909
6,6,3,25,3,1.5,0,2,1.0,5.0,63.24424,64.243256,64.25999,64.26023,65.7767,65.776886,2.0,1.9332883,67.710175,69.294205,3.5176756,69.294685,72.299095
7,7,1,23,1,1.5,10,7,1.0,6.0,73.29431,74.293335,74.30991,74.310234,75.82636,75.82652,2.0,2.3835778,78.2101,79.34353,3.5173528,79.343994,80.34812
8,8,1,23,1,1.5,1,4,1.0,7.0,81.3442,82.34315,82.35978,82.360085,83.87647,83.87663,3.0,1.2664436,85.143074,87.39384,3.5175502,87.3943,88.399055
9,9,3,19,1,4.5,4,0,1.0,8.0,89.3942,90.39301,90.409805,90.41007,94.92655,94.92674,2.0,1.6834598,96.6102,98.44407,3.517693,98.44456,99.44807
10,10,1,15,1,3,3,7,1.0,9.0,100.44401,101.44307,101.45991,101.460236,104.47704,104.4772,3.0,1.9495913,106.426796,107.99393,3.5170798,107.9944,108.99801
11,11,3,19,1,3,0,1,1.0,10.0,109.99401,110.99314,111.00974,111.01,114.026985,114.027176,2.0,2.0328321,116.06001,117.54419,3.5173633,117.54466,118.54997
12,12,2,21,3,4.5,9,1,1.0,11.0,119.544334,120.54302,120.55958,120.5599,125.07621,125.07637,2.0,2.4835672,127.55994,128.5932,3.5171757,128.59367,131.59908
13,13,2,25,1,3,11,5,1.0,12.0,132.59402,133.5929,133.60962,133.60992,136.62646,136.62663,3.0,2.2500489,138.87668,140.14311,3.5168335,140.14359,141.14705
14,14,3,15,3,1.5,3,0,1.0,13.0,142.14397,143.14308,143.15958,143.15977,144.67685,144.67705,2.0,2.1495538,146.8266,148.19374,3.5170548,148.19421,151.19908
15,15,1,21,1,4.5,1,9,1.0,14.0,152.19405,153.1928,153.20952,153.20984,157.72623,157.72638,3.0,1.8666685,159.59305,161.24342,3.5174026,161.24391,162.2481
16,16,2,21,5,4.5,4,1,1.0,15.0,163.24384,164.2429,164.25949,164.25981,168.77641,168.77657,3.0,2.433379,171.20995,172.29326,3.5170481,172.29373,177.29784
17,17,2,15,1,3,3,1,1.0,16.0,178.29385,179.29274,179.30946,179.30978,182.32668,182.32684,2.0,1.3662289,183.69307,185.84338,3.5169115,185.84387,186.84818
18,18,3,23,1,1.5,7,0,1.0,17.0,187.84389,188.84253,188.85939,188.85965,190.37584,190.37604,2.0,1.7171807,192.09322,193.8922,3.516506,193.89267,194.89676
19,19,2,17,3,3,3,5,1.0,18.0,195.89359,196.89256,196.9094,196.9097,199.92593,199.92609,2.0,2.68334,202.60942,203.44295,3.5172186,203.44342,206.44704
20,20,3,23,1,1.5,0,10,1.0,19.0,207.44353,208.44249,208.45921,208.45947,209.97653,209.97673,3.0,1.8995152,211.87625,213.49348,3.5171149,213.49397,214.4991
21,21,2,21,1,1.5,7,1,1.0,20.0,215.49348,216.49239,216.50923,216.50955,218.02599,218.02615,3.0,2.9001489,220.9263,221.54248,3.5166838,221.54295,222.54707
22,22,3,19,1,3,0,4,1.0,21.0,223.54364,224.5424,224.55898,224.55923,227.5756,227.5758,3.0,2.2669837,229.84279,231.09308,3.517632,231.09355,232.09706
23,23,1,21,3,1.5,7,1,1.0,22.0,233.09341,234.09235,234.10918,234.10948,235.62589,235.62604,2.0,1.1504884,236.77652,239.14137,3.5156875,239.14185,242.14734
24,24,2,21,1,3,7,9,1.0,23.0,243.1434,244.14238,244.15909,244.15938,247.17636,247.17653,2.0,2.432871,249.60939,250.69353,3.5173583,250.694,251.69908
25,25,2,17,1,3,1,5,1.0,24.0,252.69327,253.69228,253.7091,253.70941,256.72583,256.72598,2.0,1.7832844,258.50928,260.2427,3.5170753,260.2432,261.24722
26,26,2,23,5,1.5,1,4,1.0,25.0,262.24326,263.24225,263.25897,263.25928,264.7757,264.77585,2.0,2.4835598,267.2594,268.29272,3.5172327,268.2932,273.29813
27,27,3,23,5,1.5,0,10,1.0,26.0,274.29337,275.29224,275.30887,275.3091,276.8255,276.82568,3.0,1.6502566,278.47595,280.3431,3.517778,280.3436,285.34805
28,28,3,21,3,1.5,0,1,1.0,27.0,286.34317,287.34213,287.35886,287.3591,288.8756,288.8758,2.0,1.5334489,290.40924,292.3925,3.5170343,292.39294,295.39786
29,29,1,19,3,1.5,9,6,1.0,28.0,296.3932,297.39212,297.40875,297.40906,298.92566,298.9258,2.0,2.39988,301.3257,302.44318,3.5178726,302.44385,305.4481
30,30,1,21,5,3,9,4,1.0,29.0,306.44327,307.44226,307.45874,307.45905,310.47607,310.47623,2.0,1.0331676,311.5094,313.99243,3.5165524,313.99292,318.99768
31,31,3,21,1,1.5,1,0,1.0,30.0,319.9931,320.99203,321.00854,321.0088,322.5253,322.5255,3.0,1.4835896,324.0091,326.04245,3.5173109,326.04294,327.047
32,32,2,17,8,4.5,1,5,1.0,31.0,328.04303,329.04196,329.0586,329.05893,333.57623,333.5764,3.0,2.3326705,335.90906,337.09393,3.5179174,337.09442,345.0991
33,33,1,25,1,1.5,5,2,1.0,32.0,346.093,347.0918,347.10858,347.1089,348.62488,348.62503,2.0,1.4675885,350.09262,352.14172,3.5170376,352.14218,353.1467
34,34,2,17,3,3,5,3,1.0,33.0,354.14288,355.14175,355.15857,355.15887,358.1753,358.17545,3.0,1.8168746,359.9923,361.6924,3.5173242,361.6929,364.69705
35,35,3,15,1,1.5,0,5,1.0,34.0,365.69287,366.69168,366.70847,366.7087,368.22522,368.2254,3.0,1.683454,369.90884,371.7421,3.51707,371.74258,372.74686
36,36,1,15,8,1.5,5,7,1.0,35.0,373.74255,374.74194,374.7583,374.7586,376.27496,376.27512,3.0,1.7667407,378.04187,379.79224,3.5175,379.79276,387.7971
