TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,2,1,3,0.750000,1.0,0.0,2.599998e-06,0.009795,4.0157704,3.0,6.0905085,2.074738,7.0,6.533341,7.5407467,3.5249763,7.5409374,8.3071575
2,2,1,2,1,3,0.750000,1.0,1.0,--,--,8.30886,2.0,9.807051,1.4981916,4.0,10.82537,11.830985,3.5221257,11.83113,12.590306
3,3,1,2,1,1,0.750000,1.0,2.0,--,--,12.591947,3.0,14.3072405,1.715294,3.0,15.108237,16.113974,3.522027,16.114113,16.873835
4,4,1,2,1,1,0.750000,1.0,3.0,--,--,16.875443,2.0,18.123714,1.2482716,8.0,19.392223,20.39756,3.5221183,20.39771,21.157133
5,5,1,2,1,3,0.750000,1.0,4.0,--,--,21.158718,2.0,22.54001,1.3812915,1.0,23.676199,24.682962,3.524243,24.683104,25.44044
6,6,1,2,1,3,0.750000,1.0,5.0,--,--,25.442055,3.0,25.857122,0.4150677,6.0,27.958263,28.962994,3.5209382,28.963133,29.723736
7,7,1,2,1,3,0.750000,1.0,6.0,--,--,29.725357,2.0,31.20621,1.4808513,1.0,32.244186,33.248985,3.5236278,33.249126,34.00697
8,8,1,2,1,3,8,1.0,7.0,--,--,34.00859,3.0,34.32414,0.3155488,6.0,36.524162,37.52795,3.5193613,37.52809,45.54013
9,9,2,1,1,3,0.750000,1.0,8.0,--,--,45.54175,2.0,46.84043,1.2986801,4.0,48.059326,49.063717,3.5219681,49.063858,49.823704
10,10,2,1,1,1,0.750000,1.0,9.0,--,--,49.825348,3.0,50.206432,0.3810861,2.0,52.342945,53.34997,3.5246246,53.350117,54.106934
11,11,2,1,1,1,0.750000,1.0,10.0,--,--,54.10855,3.0,54.52396,0.4154088,1.0,56.62479,57.628822,3.5202718,57.62897,58.390274
12,12,2,1,1,1,0.750000,1.0,11.0,--,--,58.392826,3.0,58.72319,0.330364,4.0,60.911156,61.915855,3.5230265,61.916008,62.673534
13,13,2,1,1,1,0.750000,1.0,12.0,--,--,62.67516,3.0,62.924328,0.2491676,3.0,65.19112,66.19557,3.5204146,66.19572,66.95649
14,14,2,1,1,1,0.750000,1.0,13.0,--,--,66.95822,2.0,67.00705,0.0488326,6.0,69.47616,70.48084,3.5226195,70.48098,71.24015
15,15,2,1,1,1,0.750000,1.0,14.0,--,--,71.241776,3.0,71.72319,0.4814125,1.0,73.75973,74.76389,3.522118,74.76404,75.52364
16,16,2,1,1,2,8,1.0,15.0,--,--,75.52532,3.0,75.77415,0.248832,5.0,78.04307,79.04943,3.5241137,79.049576,87.05683
17,17,3,6,3,3,0.750000,1.0,16.0,--,--,87.1,2.0,88.85638,1.7563816,2.0,89.61775,90.62313,3.5231347,90.623276,91.37356
18,18,3,6,3,3,0.750000,1.0,17.0,--,--,91.40854,3.0,92.57307,1.164522,9.0,93.92603,94.93126,3.5227146,94.931404,95.68999
19,19,3,6,3,3,0.750000,1.0,18.0,--,--,95.72574,2.0,97.357056,1.6313138,1.0,98.24369,99.24776,3.5220146,99.2479,100.00668
20,20,3,6,3,1,0.750000,1.0,19.0,--,--,100.042786,3.0,100.340576,0.2977951,2.0,102.55913,103.56356,3.5207777,103.563705,104.323784
21,21,3,6,3,3,0.750000,1.0,20.0,--,--,104.35899,3.0,106.223,1.864012,7.0,106.87637,107.881744,3.5227525,107.88189,108.64007
22,22,3,6,3,3,0.750000,1.0,21.0,--,--,108.67497,2.0,109.989426,1.3144526,3.0,111.19313,112.19773,3.5227568,112.19787,112.95701
23,23,3,6,3,3,0.750000,1.0,22.0,--,--,112.991905,2.0,113.55632,0.5644132,3.0,115.50897,116.51371,3.5218031,116.51385,117.273415
24,24,3,6,3,1,10,1.0,23.0,--,--,117.308395,2.0,117.70698,0.3985833,8.0,119.82494,120.829704,3.5213065,120.82984,130.84004
25,25,4,3,2,1,0.750000,1.0,24.0,--,--,131.02307,2.0,132.83914,1.8160663,6.0,133.54099,134.54533,3.5222604,134.54549,135.30672
26,26,4,3,2,1,0.750000,1.0,25.0,--,--,135.47942,3.0,136.8396,1.3601902,3.0,137.9969,139.00172,3.5223117,139.00186,139.7567
27,27,4,3,2,1,0.750000,1.0,26.0,--,--,139.92992,2.0,140.27368,0.3437723,9.0,142.44693,143.45125,3.5213335,143.4514,144.20631
28,28,4,3,2,3,0.750000,1.0,27.0,--,--,144.37767,2.0,144.83919,0.4615114,1.0,146.89595,147.90063,3.522964,147.90079,148.65665
29,29,4,3,2,1,0.750000,1.0,28.0,--,--,148.82858,2.0,150.82353,1.9949421,6.0,151.34494,152.3494,3.5208073,152.34953,153.10692
30,30,4,3,2,1,0.750000,1.0,29.0,--,--,153.27942,2.0,154.8235,1.5440795,9.0,155.7959,156.79979,3.520373,156.79994,157.55646
