LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,10,13,blue,5,wide,['f'],3.252708400017582
1,10,13,blue,5,wide,['j'],3.0761693000094965
0,0,13,blue,5,wide,['f'],2.0368735999800265
1,80,13,blue,5,wide,['f'],1.466059900005348
0,10,13,blue,5,wide,['f'],1.3295983000425622
0,100,13,blue,5,wide,['j'],1.4806678999448195
0,20,13,blue,5,wide,['f'],1.5334568000398576
1,80,13,blue,5,wide,['f'],1.1959828999824822
1,100,13,blue,5,wide,['j'],1.3541812999173999
1,0,13,blue,5,wide,['j'],0.9680301999906078
0,100,13,blue,5,wide,['j'],1.0983820999972522
0,90,13,blue,5,wide,['j'],1.1758097000420094
0,0,13,blue,5,wide,['f'],1.2850141000235453
1,20,13,blue,5,wide,['j'],1.1551330999936908
1,90,13,blue,5,wide,['f'],0.9451947000343353
1,90,13,blue,5,wide,['f'],0.8789368999423459
0,10,13,blue,5,wide,['f'],1.2679194000083953
1,90,13,blue,5,wide,['f'],0.9545416000764817
0,100,13,blue,5,wide,['j'],0.9854830000549555
1,0,13,blue,5,wide,['j'],0.9347975000273436
0,40,13,green,5,Narrow,['f'],2.0434281000634655
1,70,13,green,5,Narrow,['f'],1.4644619000609964
1,50,13,green,5,Narrow,['f'],1.4937802999047562
0,70,13,green,5,Narrow,['j'],1.138743899995461
1,60,13,green,5,Narrow,['f'],1.440161500009708
1,30,13,green,5,Narrow,['j'],1.1261847999412566
0,50,13,green,5,Narrow,['j'],1.5807230999926105
0,50,13,green,5,Narrow,['j'],1.074432900059037
0,40,13,green,5,Narrow,['f'],1.1841499999864027
1,50,13,green,5,Narrow,['f'],1.0871302000014111
0,60,13,green,5,Narrow,['j'],1.1175865000113845
1,50,13,green,5,Narrow,['f'],0.9859771000919864
0,50,13,green,5,Narrow,['j'],0.8560055999550968
1,60,13,green,5,Narrow,['f'],0.9829115000320598
1,30,13,green,5,Narrow,['j'],1.0210966999875382
0,50,13,green,5,Narrow,['j'],1.0195417000213638
0,40,13,green,5,Narrow,['f'],1.2014526000712067
1,50,13,green,5,Narrow,['f'],1.143911899998784
0,60,13,green,5,Narrow,['j'],0.9978781000245363
1,40,13,green,5,Narrow,['j'],0.9396901000291109
0,90,13,red,5,Skew,['j'],1.2253567998996004
1,70,13,red,5,Skew,['f'],0.8469991999445483
0,80,13,red,5,Skew,['j'],0.9723946999292821
1,100,13,red,5,Skew,['f'],0.6960073000518605
1,80,13,red,5,Skew,['f'],0.9264201999176294
1,60,13,red,5,Skew,['f'],1.6594689999474213
1,70,13,red,5,Skew,['f'],1.0654516000067815
1,90,13,red,5,Skew,['f'],0.7514000000664964
0,100,13,red,5,Skew,['j'],0.6765435000415891
0,90,13,red,5,Skew,['j'],0.682003700057976
0,80,13,red,5,Skew,['j'],0.7296801999909803
0,90,13,red,5,Skew,['j'],0.670265999971889
1,70,13,red,5,Skew,['f'],0.7804760000435635
1,70,13,red,5,Skew,['f'],0.8097726999549195
0,80,13,red,5,Skew,['j'],0.7436462000478059
1,80,13,red,5,Skew,['f'],0.6141923000104725
0,80,13,red,5,Skew,['j'],0.5639481999678537
0,80,13,red,5,Skew,['j'],0.7546805000165477
1,60,13,red,5,Skew,['f'],1.0893522000405937
0,80,13,red,5,Skew,['j'],0.7196966999908909
