TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,21,3,1.5,7,1,1.0,0.0,4.008154,5.0149207,6.027761,6.027917,7.5333977,7.5335507,999.0,999.0,999.0,10.546924,3.5303924,11.064149,14.069515
2,2,1,23,1,1.5,7,4,1.0,1.0,14.071913,15.077135,16.086536,16.086657,17.59227,17.592392,2.0,1.9281133,19.520506,21.108856,3.5171058,21.109629,22.114868
3,3,2,21,1,4.5,1,7,1.0,2.0,22.116144,23.122248,24.130547,24.130701,28.637362,28.637486,2.0,1.1403658,29.777851,32.154354,3.5174725,32.15509,33.16046
4,4,2,19,1,3,4,9,1.0,3.0,33.161774,34.167854,35.178177,35.178326,38.18381,38.183933,2.0,1.0003406,39.184273,41.70085,3.5175211,41.701588,42.70692
5,5,3,25,1,1.5,2,0,1.0,4.0,42.708206,43.714336,44.724365,44.724422,46.229816,46.22997,3.0,2.1946504,48.424618,49.746826,3.5174253,49.747524,50.752922
6,6,3,15,3,1.5,1,0,1.0,5.0,50.754234,51.759296,52.76763,52.76769,54.273514,54.273663,3.0,1.539267,55.812927,57.790203,3.5171666,57.79096,60.79632
7,7,1,19,3,3,9,1,1.0,6.0,60.79769,61.803562,62.81162,62.81174,65.817345,65.81747,3.0,1.636603,67.45407,69.334946,3.5181167,69.33572,72.34111
8,8,1,21,1,1.5,7,4,1.0,7.0,72.343475,73.348274,74.356514,74.356636,75.86209,75.86221,3.0,2.56714,78.42935,79.37827,3.516659,79.379005,80.38437
9,9,3,19,5,1.5,0,4,1.0,8.0,80.38563,81.391426,82.399925,82.39999,83.905495,83.90565,2.0,2.4453003,86.350945,87.42271,3.517652,87.42343,92.42908
10,10,1,19,1,3,1,4,1.0,9.0,92.431564,93.437004,94.444756,94.44488,97.45034,97.45046,999.0,999.0,999.0,100.46091,3.527435,100.97806,101.98336
11,11,1,21,1,3,9,7,1.0,10.0,101.984764,102.991356,103.999825,103.99995,107.00546,107.00559,999.0,999.0,999.0,110.01535,3.5267878,110.53257,111.535805
12,12,3,19,3,3,0,9,1.0,11.0,111.53702,112.541336,113.54794,113.548,116.551865,116.55202,999.0,999.0,999.0,119.55661,3.5215268,120.073715,123.07827
13,13,2,17,1,1.5,5,8,1.0,12.0,123.08052,124.08552,125.09322,125.093376,126.59901,126.59913,999.0,999.0,999.0,129.615,3.5330284,130.13235,131.13824
14,14,3,25,3,1.5,0,11,1.0,13.0,131.13959,132.14543,133.15404,133.1541,134.66016,134.66031,999.0,999.0,999.0,137.6708,3.5274081,138.18791,141.19315
15,15,1,17,3,1.5,5,1,1.0,14.0,141.19548,142.20082,143.20882,143.20894,144.71443,144.71455,999.0,999.0,999.0,147.728,3.5304947,148.24524,151.25085
16,16,3,15,5,3,5,0,1.0,15.0,151.2532,152.25833,153.26697,153.26703,156.27309,156.27324,3.0,2.2123282,158.48557,159.79012,3.5174804,159.79085,164.79614
17,17,2,17,3,1.5,5,1,1.0,16.0,164.7984,165.80411,166.81181,166.81197,168.31738,168.3175,3.0,1.2426583,169.56017,171.83463,3.5177217,171.83537,174.84068
18,18,3,21,1,4.5,0,1,1.0,17.0,174.84303,175.8476,176.85553,176.85558,181.36205,181.3622,2.0,1.991249,183.35345,184.87868,3.5170484,184.87938,185.88464
19,19,1,23,8,1.5,10,1,1.0,18.0,185.88602,186.89192,187.90034,187.90047,189.40607,189.40619,2.0,2.0864868,191.49268,192.92278,3.5171854,192.92351,200.92879
20,20,2,17,3,3,8,3,1.0,19.0,200.93103,201.93633,202.94496,202.94511,205.95116,205.95128,2.0,2.419748,208.37103,209.46867,3.518004,209.46942,212.47473
21,21,2,21,1,4.5,4,1,1.0,20.0,212.477,213.48277,214.49069,214.49083,218.99632,218.99644,3.0,1.3666857,220.36313,222.51328,3.5174217,222.51399,223.51933
22,22,3,25,5,4.5,2,0,1.0,21.0,223.52066,224.52646,225.53456,225.5346,230.04016,230.04031,3.0,1.8809085,231.92122,233.55775,3.5180383,233.55847,238.56381
23,23,2,17,1,1.5,5,8,1.0,22.0,238.56577,239.57176,240.57951,240.57968,242.08597,242.08609,2.0,1.1593505,243.24544,245.60335,3.5178301,245.60405,246.6092
24,24,2,15,8,3,3,1,1.0,23.0,246.61041,247.6161,248.62453,248.62468,251.63052,251.63065,3.0,1.1046673,252.7353,255.14822,3.5181751,255.14894,263.15445
25,25,1,25,1,3,11,2,1.0,24.0,263.15686,264.16217,265.1701,265.17023,268.17612,268.17624,2.0,0.0104544,268.18668,271.68622,3.510555,271.68692,272.69397
26,26,2,17,1,1.5,1,3,1.0,25.0,272.69583,273.6996,274.7064,274.70654,276.2104,276.2105,999.0,999.0,999.0,279.22104,3.5270638,279.7378,280.7433
27,27,3,23,5,1.5,0,1,1.0,26.0,280.7456,281.75116,282.75934,282.7594,284.26477,284.26492,999.0,999.0,999.0,287.27878,3.5324326,287.79755,292.8031
28,28,2,23,1,3,10,7,1.0,27.0,292.8054,293.81097,294.82584,294.826,297.83215,297.83228,999.0,999.0,999.0,300.86014,3.544895,301.37735,302.38165
29,29,2,19,1,1.5,9,4,1.0,28.0,302.38336,303.38913,304.3973,304.39746,305.90344,305.90356,999.0,999.0,999.0,308.90823,3.5218613,309.4256,310.4313
30,30,2,15,3,4.5,3,5,1.0,29.0,310.43253,311.4364,312.44495,312.4451,316.95105,316.9512,--,--,--,--,--,--,--
31,31,1,25,1,1.5,2,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,1,23,5,1.5,1,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,3,17,8,1.5,3,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,1,19,3,1.5,9,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,3,25,1,1.5,0,11,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
