LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
1,30,13,blue,5,Narrow,['j'],2.7252444999903673
0,60,13,blue,5,Narrow,['j'],2.9023968999972567
1,40,13,blue,5,Narrow,['j'],2.1760003000090364
1,50,13,blue,5,Narrow,['j'],2.90676959999837
0,70,13,blue,5,Narrow,['j'],1.364673700009007
1,40,13,blue,5,Narrow,['j'],2.7346496999962255
0,70,13,blue,5,Narrow,['j'],1.1127343000116525
0,50,13,blue,5,Narrow,['j'],2.67470129999856
0,60,13,blue,5,Narrow,['j'],1.1646471999993082
1,40,13,blue,5,Narrow,['j'],2.006470599997556
0,60,13,blue,5,Narrow,['j'],1.6162799000012456
0,30,13,blue,5,Narrow,['f'],1.8823661999922479
1,50,13,blue,5,Narrow,['j'],1.5723055999987992
0,50,13,blue,5,Narrow,['j'],1.3102830999996513
1,50,13,blue,5,Narrow,['f'],1.720177999988664
1,60,13,blue,5,Narrow,['f'],1.2501619999966351
0,50,13,blue,5,Narrow,['j'],0.8126727000053506
1,50,13,blue,5,Narrow,['f'],0.87111150000419
0,40,13,blue,5,Narrow,['f'],1.2007741000124952
1,50,13,blue,5,Narrow,['f'],1.273325100002694
1,90,13,green,5,wide,['f'],1.3312257999932626
0,0,13,green,5,wide,['f'],1.7253730999946129
1,80,13,green,5,wide,['f'],0.9353526000049897
1,0,13,green,5,wide,['j'],0.8647912000014912
1,90,13,green,5,wide,['f'],0.6672195999999531
0,10,13,green,5,wide,['f'],1.6047785999980988
1,10,13,green,5,wide,['j'],0.9748487000033492
0,20,13,green,5,wide,['f'],0.9687844000000041
0,80,13,green,5,wide,['j'],1.2667475000052946
1,10,13,green,5,wide,['j'],1.1007731999998214
0,0,13,green,5,wide,['f'],0.9507515000004787
0,100,13,green,5,wide,['j'],1.1688253000029363
1,100,13,green,5,wide,['f'],0.8745419000042602
0,0,13,green,5,wide,['f'],0.9484713999991072
0,10,13,green,5,wide,['f'],1.1986283999867737
1,20,13,green,5,wide,['j'],0.9205979999969713
1,100,13,green,5,wide,['f'],0.9626043000025675
0,90,13,green,5,wide,['j'],0.9252444000012474
0,100,13,green,5,wide,['j'],0.7590210000053048
1,90,13,green,5,wide,['f'],0.8979515000100946
1,100,13,red,5,Skew,['f'],1.2437022999947658
1,90,13,red,5,Skew,['f'],1.0133590000041295
0,80,13,red,5,Skew,['j'],0.9274975000007544
0,80,13,red,5,Skew,['j'],0.8731476999964798
0,70,13,red,5,Skew,['j'],1.0915393000032054
0,80,13,red,5,Skew,['j'],0.7815049000055296
0,80,13,red,5,Skew,['j'],0.5195565000030911
0,70,13,red,5,Skew,['j'],0.8652708000008715
1,70,13,red,5,Skew,['f'],0.6991873000079067
1,80,13,red,5,Skew,['f'],0.565652899997076
0,60,13,red,5,Skew,['j'],0.5108882999920752
1,60,13,red,5,Skew,['f'],1.4007871999929193
1,90,13,red,5,Skew,['f'],0.9628568000043742
1,80,13,red,5,Skew,['f'],0.8290083999891067
1,100,13,red,5,Skew,['f'],1.3515915999887511
0,70,13,red,5,Skew,['j'],0.7051465999975335
0,80,13,red,5,Skew,['j'],0.6992132000013953
1,90,13,red,5,Skew,['f'],0.6132625000027474
1,80,13,red,5,Skew,['f'],0.8153584000101546
0,90,13,red,5,Skew,['j'],0.7451583999936702
