LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,80,13,blue,5,Skew,No_resp,10
0,100,13,blue,5,Skew,['f'],1.8174613998271525
1,70,13,blue,5,Skew,['j'],3.392910399939865
0,90,13,blue,5,Skew,['j'],2.2694794998969883
0,80,13,blue,5,Skew,['j'],1.1421010000631213
0,100,13,blue,5,Skew,['j'],1.6116799002047628
1,90,13,blue,5,Skew,['f'],1.7258294001221657
0,80,13,blue,5,Skew,['j'],0.6241741001140326
1,70,13,blue,5,Skew,['f'],1.0225295000709593
1,80,13,blue,5,Skew,['f'],1.3462558998726308
0,90,13,blue,5,Skew,['j'],1.1260919999331236
0,80,13,blue,5,Skew,['j'],1.086840600008145
1,80,13,blue,5,Skew,['f'],2.1523400000296533
1,70,13,blue,5,Skew,['f'],1.1860277999658138
1,70,13,blue,5,Skew,['f'],0.6708053001202643
1,80,13,blue,5,Skew,['f'],0.568934400100261
1,80,13,blue,5,Skew,['f'],0.6479060999117792
1,90,13,blue,5,Skew,['f'],1.7723377000074834
0,60,13,blue,5,Skew,['j'],0.855218900134787
0,60,13,blue,5,Skew,['j'],0.6531231000553817
1,90,13,green,5,wide,['j'],3.0889854000415653
0,90,13,green,5,wide,['f'],1.473244900116697
1,20,13,green,5,wide,No_resp,10
0,100,13,green,5,wide,['j'],1.3053850000724196
0,20,13,green,5,wide,['f'],2.8950666999444366
0,80,13,green,5,wide,['j'],1.7718141998630017
1,10,13,green,5,wide,['j'],1.2031119999010116
1,0,13,green,5,wide,['j'],1.5783540001139045
0,0,13,green,5,wide,['f'],2.1016174000687897
0,10,13,green,5,wide,['f'],1.9499596999958158
0,0,13,green,5,wide,['f'],0.9183704999741167
0,100,13,green,5,wide,['j'],2.757584400009364
1,100,13,green,5,wide,['f'],0.921800300013274
1,90,13,green,5,wide,['f'],1.9334134999662638
1,10,13,green,5,wide,['j'],1.169661199906841
1,0,13,green,5,wide,['j'],1.1518771001137793
0,80,13,green,5,wide,['j'],1.1765954999718815
1,100,13,green,5,wide,['f'],1.046824499964714
1,10,13,green,5,wide,['j'],0.8136551000643522
0,90,13,green,5,wide,['j'],1.013431299943477
1,30,13,red,5,Narrow,['j'],2.1460623999591917
1,70,13,red,5,Narrow,['f'],1.365001400001347
0,40,13,red,5,Narrow,['f'],1.9799382998608053
0,50,13,red,5,Narrow,['j'],1.4619118999689817
0,50,13,red,5,Narrow,['j'],1.545947700040415
1,60,13,red,5,Narrow,['f'],1.1706240000203252
0,40,13,red,5,Narrow,['f'],1.8801424000412226
1,40,13,red,5,Narrow,['j'],1.337980599841103
1,70,13,red,5,Narrow,['f'],2.05329760001041
0,50,13,red,5,Narrow,['j'],2.7477712999098003
0,50,13,red,5,Narrow,['j'],2.4633734000381082
1,50,13,red,5,Narrow,['f'],2.4820770998485386
1,30,13,red,5,Narrow,['j'],0.9485295999329537
1,60,13,red,5,Narrow,['f'],1.8909473998937756
1,50,13,red,5,Narrow,['f'],3.012474999995902
0,40,13,red,5,Narrow,['f'],1.0630807999987155
0,60,13,red,5,Narrow,['j'],0.9134643001016229
0,50,13,red,5,Narrow,['j'],1.1415599999018013
0,50,13,red,5,Narrow,['j'],0.7131308000534773
1,60,13,red,5,Narrow,['f'],0.967517799930647
