onset	duration	trial_type	rt	resp	gender
0.6162647132296115	3.0052897131536156	decision	1.5503345351899043	right	o
4.168925176607445	1.0007896986790001	win	n/a	n/a	n/a
11.108370443573222	3.0065162213286385	decision	2.0671591012505814	left	o
14.660730845527723	1.0008153578964993	loss	n/a	n/a	n/a
17.380189491435885	3.00537785992492	decision	1.8011486855102703	right	o
20.93279380653985	1.0006230649305508	win	n/a	n/a	n/a
23.651762513210997	3.00667832698673	decision	1.801716809743084	left	o
27.204630061169155	1.0005919721443206	win	n/a	n/a	n/a
32.02516198484227	3.005417103297077	decision	1.8133150559151545	left	o
35.57827918138355	1.0005572567461058	loss	n/a	n/a	n/a
42.50051469274331	3.005918211885728	decision	1.8012640008237213	right	o
46.05336895829532	1.0007595113711432	loss	n/a	n/a	n/a
50.87403491337318	3.0059761713491753	decision	2.0683807795867324	right	o
54.42689038638491	1.000883279251866	win	n/a	n/a	n/a
59.24773746507708	3.0065883689094335	decision	2.067634550621733	right	o
62.80051807372365	1.0009973869891837	loss	n/a	n/a	n/a
65.53598864469677	3.0053464652737603	decision	2.068353611161001	right	o
69.0890913514886	1.0008304513758048	win	n/a	n/a	n/a
72.02505904622376	3.0062608373118564	decision	2.067427164176479	left	o
75.57750397257041	1.0009605585364625	win	n/a	n/a	n/a
78.31309348146897	3.0072253200924024	decision	2.063749148743227	left	o
81.86623512976803	1.000754077685997	loss	n/a	n/a	n/a
86.68696176121011	3.0052848831983283	decision	1.8011565342312679	right	o
90.23974297358654	1.000668043969199	loss	n/a	n/a	n/a
92.95874881057534	3.005483213462867	decision	1.5514970464864746	left	o
96.5119269854622	1.0005291826091707	win	n/a	n/a	n/a
103.43404537020251	3.0070985336788	decision	1.800749609945342	right	o
106.98689269274473	1.0011111929779872	win	n/a	n/a	n/a
109.7056675972417	3.0065044483635575	decision	1.5505156586878002	left	o
113.25873860728461	1.000822904636152	win	n/a	n/a	n/a
120.18107675528154	3.0060700537869707	decision	1.5498750851256773	right	o
123.7337305775145	1.0009850101778284	win	n/a	n/a	n/a
128.55442822922487	3.005673091276549	decision	1.8012890561949462	right	o
132.10732445504982	1.000878147315234	win	n/a	n/a	n/a
137.11194521852303	3.0054207259090617	decision	1.801133893779479	left	o
140.664543496212	1.0007598132360727	win	n/a	n/a	n/a
145.4850407044869	3.004946483997628	decision	1.8010016735643148	left	o
149.03804862324614	1.00092131504789	win	n/a	n/a	n/a
162.2656551117543	3.005330767831765	decision	2.569365789880976	right	o
165.81839979765937	1.0006614027079195	loss	n/a	n/a	n/a
172.740989405429	3.006981708924286	decision	2.06697526096832	left	o
176.29374043061398	1.0006278950022534	win	n/a	n/a	n/a
183.23297680169344	3.005948700942099	decision	2.0679394418839365	right	o
186.7857601272408	1.0006457053823397	loss	n/a	n/a	n/a
192.2070411174791	3.0063927555456758	decision	2.0638599359663203	right	o
195.7599319096189	1.0006828356999904	loss	n/a	n/a	n/a
198.49520173540805	3.0066587053006515	decision	2.068658804288134	left	o
202.0483998338459	1.000627894885838	loss	n/a	n/a	n/a
204.76735374878626	3.005167756578885	decision	1.5511891364585608	left	o
208.3198687095428	1.0009844064479694	win	n/a	n/a	n/a
215.25949902436696	3.0051768127596006	decision	1.800309479702264	left	o
218.81201368325856	1.0008286401862279	loss	n/a	n/a	n/a
225.7677766722627	3.0049962929915637	decision	1.5510336720617488	right	o
229.32079032657202	1.000732040964067	win	n/a	n/a	n/a
234.14137175725773	3.006373133859597	decision	1.8013898817589507	left	o
237.69410919817165	1.0007806424982846	loss	n/a	n/a	n/a
240.41305586812086	3.0056175467325374	decision	1.551695980480872	right	o
243.96598892251495	1.000849167467095	win	n/a	n/a	n/a
248.78674242051784	3.006594406440854	decision	1.5509705807780847	left	o
252.33945601352025	1.0009671996813267	loss	n/a	n/a	n/a
255.05864901153836	3.0060600918950513	decision	1.800692556076683	right	o
258.6114607130876	1.0009750484023243	loss	n/a	n/a	n/a
261.3305211890256	3.0050962128443643	decision	2.068125999183394	right	o
264.8834029249847	1.0006100845057517	loss	n/a	n/a	n/a
267.6187119942624	3.005871723406017	decision	2.068897585500963	right	o
271.1715870889602	1.0009339938405901	win	n/a	n/a	n/a
278.09412115230225	3.0055185325909406	decision	1.801311394898221	right	o
