TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,1,0.750000,1.0,0.0,4.226109e-06,0.0056247967,4.014671,2.0,4.905571,0.89090043,8.0,6.5330753,7.547128,3.5324576,7.5473948,8.305134
2,2,1,1,1,1,0.750000,1.0,1.0,--,--,8.308616,2.0,8.672173,0.36355695,7.0,10.82676,11.838574,3.529959,11.838773,12.605243
3,3,1,1,1,3,0.750000,1.0,2.0,--,--,12.607664,2.0,12.888639,0.2809751,1.0,15.125894,16.138935,3.5312703,16.139118,16.904957
4,4,1,1,1,1,0.750000,1.0,3.0,--,--,16.90737,2.0,17.405453,0.49808297,7.0,19.424873,20.43606,3.5286908,20.436256,21.187807
5,5,1,1,1,1,0.750000,1.0,4.0,--,--,21.1902,2.0,21.522188,0.33198828,6.0,23.707739,24.71806,3.5278585,24.718319,25.47168
6,6,1,1,1,1,0.750000,1.0,5.0,--,--,25.474077,2.0,26.172483,0.69840485,8.0,27.990768,29.000072,3.5259945,29.00028,29.755098
7,7,1,1,1,1,0.750000,1.0,6.0,--,--,29.757814,3.0,30.088884,0.33106938,3.0,32.27485,33.28445,3.526635,33.28465,34.038322
8,8,1,1,1,2,12,1.0,7.0,--,--,34.040787,2.0,34.45553,0.4147392,5.0,36.557823,37.570065,3.5292773,37.57027,49.57176
9,9,2,3,2,1,0.750000,1.0,8.0,--,--,50.110775,3.0,51.205334,1.0945586,2.0,52.62878,53.64067,3.5298934,53.640865,54.404953
10,10,2,3,2,1,0.750000,1.0,9.0,--,--,54.96619,2.0,55.42225,0.4560565,8.0,57.48264,58.490456,3.5242662,58.49065,59.25515
11,11,2,3,2,1,0.750000,1.0,10.0,--,--,59.64455,3.0,60.072002,0.42745104,1.0,62.16188,63.17144,3.5268872,63.17163,63.92189
12,12,2,3,2,1,0.750000,1.0,11.0,--,--,64.314064,2.0,64.85524,0.5411732,8.0,66.83144,67.89203,3.5779667,67.89224,68.65502
13,13,2,3,2,3,0.750000,1.0,12.0,--,--,69.040726,3.0,69.45508,0.41435277,9.0,71.557785,72.569954,3.529234,72.57016,73.3215
14,14,2,3,2,2,0.750000,1.0,13.0,--,--,73.70749,3.0,74.12211,0.41462144,5.0,76.22475,77.23513,3.5276444,77.23533,77.98823
15,15,2,3,2,1,0.750000,1.0,14.0,--,--,78.37355,3.0,79.10479,0.7312347,3.0,80.891754,81.90238,3.528831,81.90257,82.65472
16,16,2,3,2,1,10,1.0,15.0,--,--,83.03981,2.0,83.60536,0.56555396,9.0,85.55722,86.56579,3.5259817,86.566,96.5714
17,17,3,2,1,3,0.750000,1.0,16.0,--,--,96.57886,2.0,97.72194,1.1430826,3.0,99.09566,100.10574,3.5268912,100.105934,100.87158
18,18,3,2,1,3,0.750000,1.0,17.0,--,--,100.874016,2.0,101.38859,0.51457065,3.0,103.39169,104.399315,3.5252998,104.399506,105.15474
