LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,10,13,blue,5,wide,['j'],1.656455600168556
0,90,13,blue,5,wide,['j'],0.9909669002518058
0,0,13,blue,5,wide,['f'],0.8574022999964654
0,100,13,blue,5,wide,['j'],0.739996800199151
1,90,13,blue,5,wide,['f'],0.9901775000616908
1,0,13,blue,5,wide,['j'],0.6266557998023927
1,80,13,blue,5,wide,['f'],0.7407150999642909
1,10,13,blue,5,wide,['j'],0.7158454000018537
0,0,13,blue,5,wide,['f'],0.7126032002270222
1,100,13,blue,5,wide,['f'],0.6203306000679731
0,90,13,blue,5,wide,['j'],0.5654859999194741
0,20,13,blue,5,wide,['f'],0.9718222999945283
1,0,13,blue,5,wide,['j'],0.7555110999383032
0,90,13,blue,5,wide,['j'],0.7134128999896348
1,80,13,blue,5,wide,['f'],0.9372640997171402
1,20,13,blue,5,wide,['j'],0.727882799692452
1,10,13,blue,5,wide,['j'],0.7672665002755821
1,100,13,blue,5,wide,['f'],0.5941594000905752
0,100,13,blue,5,wide,['j'],0.5557662001810968
0,10,13,blue,5,wide,['f'],0.7223842004314065
0,40,13,green,5,Narrow,['f'],0.9360080002807081
0,50,13,green,5,Narrow,['j'],0.6091674999333918
1,60,13,green,5,Narrow,['f'],0.8857202003709972
1,50,13,green,5,Narrow,['j'],0.9654924999922514
0,50,13,green,5,Narrow,['j'],0.809689600020647
1,50,13,green,5,Narrow,['f'],0.6715371999889612
1,60,13,green,5,Narrow,['f'],0.7120789997279644
0,70,13,green,5,Narrow,['j'],0.7977212998084724
0,50,13,green,5,Narrow,['f'],0.9044613000005484
0,50,13,green,5,Narrow,['j'],0.5904527995735407
0,40,13,green,5,Narrow,['f'],0.6773492996580899
1,60,13,green,5,Narrow,['f'],0.767405899707228
1,40,13,green,5,Narrow,['j'],0.7530856002122164
1,40,13,green,5,Narrow,['j'],0.8025454999879003
0,30,13,green,5,Narrow,['f'],0.6713785999454558
0,30,13,green,5,Narrow,['f'],0.7400401001796126
0,70,13,green,5,Narrow,['j'],0.6277150996029377
1,50,13,green,5,Narrow,['j'],0.6143915001302958
1,50,13,green,5,Narrow,['f'],0.8592370999976993
1,60,13,green,5,Narrow,['f'],0.7144271000288427
0,70,13,red,5,Skew,['j'],0.6342910998500884
0,70,13,red,5,Skew,['j'],0.7321959999389946
0,80,13,red,5,Skew,['j'],0.706406899727881
1,80,13,red,5,Skew,['f'],0.5930294003337622
1,80,13,red,5,Skew,['f'],0.6361048999242485
0,60,13,red,5,Skew,['j'],0.5792976999655366
0,90,13,red,5,Skew,['j'],0.6873246999457479
1,100,13,red,5,Skew,['f'],0.5496357996016741
0,90,13,red,5,Skew,['j'],0.9811477996408939
1,80,13,red,5,Skew,['f'],0.761685200035572
0,80,13,red,5,Skew,['j'],0.5732232998125255
1,70,13,red,5,Skew,['j'],0.8756335000507534
1,100,13,red,5,Skew,['f'],0.5334395999088883
1,90,13,red,5,Skew,['f'],0.7067060000263155
1,80,13,red,5,Skew,['f'],0.6033983998931944
1,80,13,red,5,Skew,['f'],0.4695620001293719
0,70,13,red,5,Skew,['j'],1.118969399947673
0,60,13,red,5,Skew,['f'],0.8425027998164296
0,90,13,red,5,Skew,['j'],0.6895763003267348
1,80,13,red,5,Skew,['f'],0.7465726998634636
