TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,3,2,3,0.750000,1.0,0.0,3.9243605e-06,0.005405053,4.519458,2.0,5.1125526,0.59309477,1.0,7.036807,8.050758,3.5313005,8.050988,8.815538
2,2,1,3,2,3,0.750000,1.0,1.0,--,--,9.415636,2.0,10.000138,0.5845022,3.0,11.933238,12.943519,3.5278823,12.9437,13.702972
3,3,1,3,2,1,0.750000,1.0,2.0,--,--,14.1076,2.0,14.670664,0.56306374,8.0,16.62404,17.636732,3.5291307,17.63691,18.39009
4,4,1,3,2,1,0.750000,1.0,3.0,--,--,18.776491,3.0,19.458033,0.6815414,1.0,21.29484,22.304626,3.5281348,22.304813,23.060791
5,5,1,3,2,1,0.750000,1.0,4.0,--,--,23.449682,2.0,24.078562,0.6288798,7.0,25.967493,26.977638,3.527956,26.977816,27.73128
6,6,1,3,2,1,0.750000,1.0,5.0,--,--,28.115679,2.0,28.899258,0.7835784,9.0,30.633043,31.643814,3.528134,31.643995,32.401844
7,7,1,3,2,1,0.750000,1.0,6.0,--,--,32.783524,3.0,33.41972,0.6361984,2.0,35.300472,36.310753,3.5272317,36.31094,37.072315
8,8,1,3,2,1,10,1.0,7.0,--,--,37.461987,3.0,38.407036,0.9450502,3.0,39.978085,40.987762,3.5257761,40.98795,51.000404
9,9,2,6,3,1,0.750000,1.0,8.0,--,--,51.374702,2.0,52.28508,0.91037756,6.0,53.892086,54.90271,3.5280058,54.902893,55.654366
10,10,2,6,3,3,0.750000,1.0,9.0,--,--,55.93047,3.0,56.838886,0.90841717,7.0,58.4479,59.45878,3.528307,59.458965,60.224773
11,11,2,6,3,3,0.750000,1.0,10.0,--,--,60.49779,3.0,61.02567,0.5278767,7.0,63.015564,64.024635,3.5268457,64.02482,64.77841
12,12,2,6,3,3,0.750000,1.0,11.0,--,--,65.05103,3.0,66.01329,0.9622582,6.0,67.56799,68.57649,3.525457,68.57667,69.33248
13,13,2,6,3,2,0.750000,1.0,12.0,--,--,69.60886,3.0,70.3835,0.77464384,5.0,72.126274,73.13942,3.5305648,73.1396,73.90257
14,14,2,6,3,3,0.750000,1.0,13.0,--,--,74.17505,2.0,74.80363,0.6285773,1.0,76.69255,77.70279,3.5277376,77.702965,78.45644
15,15,2,6,3,3,0.750000,1.0,14.0,--,--,78.73241,2.0,79.29084,0.55842847,1.0,81.24975,82.259796,3.5273907,82.25998,83.01029
16,16,2,6,3,3,8,1.0,15.0,--,--,83.283936,2.0,84.044685,0.7607495,1.0,85.80154,86.810165,3.5262313,86.81035,94.819954
17,17,3,4,2,3,0.750000,1.0,16.0,--,--,95.379,2.0,96.2717,0.8927016,1.0,97.89632,98.905815,3.5268166,98.90599,99.65743
18,18,3,4,2,3,0.750000,1.0,17.0,--,--,100.210045,2.0,100.69183,0.48178992,3.0,102.727875,103.73682,3.5267663,103.73699,104.49477
19,19,3,4,2,3,0.750000,1.0,18.0,--,--,104.88006,2.0,105.679276,0.7992212,3.0,107.3974,108.40659,3.5265343,108.40679,109.165535
20,20,3,4,2,3,0.750000,1.0,19.0,--,--,109.54873,2.0,110.39981,0.85107714,1.0,112.06578,113.07426,3.5255237,113.07447,113.83572
21,21,3,4,2,2,0.750000,1.0,20.0,--,--,114.213585,2.0,115.23716,1.0235724,5.0,116.73117,117.74102,3.5274336,117.7412,118.506195
22,22,3,4,2,3,0.750000,1.0,21.0,--,--,118.88339,3.0,119.62379,0.7403923,9.0,121.401184,122.4113,3.5279078,122.41148,123.17692
23,23,3,4,2,3,0.750000,1.0,22.0,--,--,123.55444,3.0,124.56163,1.00719,6.0,126.07121,127.07973,3.5252845,127.07991,127.83039
24,24,3,4,2,1,10,1.0,23.0,--,--,128.20683,3.0,128.84851,0.64168376,2.0,130.72435,131.73488,3.5280452,131.73506,141.7421
25,25,4,1,1,1,0.750000,1.0,24.0,--,--,141.75409,2.0,143.02676,1.2726724,9.0,144.27185,145.28085,3.5267682,145.28104,146.0457
26,26,4,1,1,3,0.750000,1.0,25.0,--,--,146.04881,2.0,146.67989,0.6310632,2.0,148.56604,149.57578,3.5269542,149.57596,150.3324
27,27,4,1,1,2,0.750000,1.0,26.0,--,--,150.33461,2.0,151.30032,0.9657177,5.0,152.85158,153.86081,3.5262086,153.86101,154.61952
28,28,4,1,1,1,0.750000,1.0,27.0,--,--,154.62195,2.0,155.32033,0.6983881,9.0,157.1392,158.14932,3.5273833,158.1495,158.90636
29,29,4,1,1,1,0.750000,1.0,28.0,--,--,158.90875,2.0,159.4905,0.58173525,6.0,161.42638,162.43483,3.526074,162.43503,163.19315
30,30,4,1,1,1,0.750000,1.0,29.0,--,--,163.19536,2.0,163.87706,0.68170595,6.0,165.71365,166.72281,3.5274537,166.72299,167.4801
31,31,4,1,1,1,0.750000,1.0,30.0,--,--,167.48233,2.0,168.1142,0.63187164,7.0,170.0001,171.00789,3.5255659,171.00812,171.76706
32,32,4,1,1,1,10,1.0,31.0,--,--,171.7694,2.0,172.25078,0.4813866,7.0,174.28621,175.29434,3.5249474,175.29453,185.29488
33,33,5,2,1,1,0.750000,1.0,32.0,--,--,185.29813,2.0,186.27916,0.98102087,7.0,187.81514,188.82433,3.526193,188.82451,189.58163
34,34,5,2,1,3,0.750000,1.0,33.0,--,--,189.58391,2.0,190.3492,0.7652981,3.0,192.10103,193.11092,3.5270119,193.1111,193.86855
35,35,5,2,1,3,0.750000,1.0,34.0,--,--,193.87096,2.0,194.46922,0.59827733,4.0,196.38808,197.39963,3.5286722,197.39981,198.1554
36,36,5,2,1,3,0.750000,1.0,35.0,--,--,198.15773,2.0,198.37263,0.21491282,1.0,200.67534,201.68398,3.5262456,201.68414,202.4424
37,37,5,2,1,3,0.750000,1.0,36.0,--,--,202.44461,2.0,202.95963,0.5150114,4.0,204.96265,205.97093,3.5263245,205.97112,206.72925
38,38,5,2,1,3,0.750000,1.0,37.0,--,--,206.73145,2.0,207.3969,0.66545755,2.0,209.24869,210.25696,3.525514,210.25717,211.0159
39,39,5,2,1,3,0.750000,1.0,38.0,--,--,211.0181,2.0,211.81705,0.79894775,4.0,213.53624,214.54446,3.5263655,214.54465,215.30276
40,40,5,2,1,2,12,1.0,39.0,--,--,215.30493,2.0,215.9037,0.59877056,5.0,217.82251,218.83241,3.5274825,218.8326,230.84914
41,41,6,5,3,1,0.750000,1.0,40.0,--,--,231.18022,3.0,232.10042,0.9201957,2.0,233.69827,234.70811,3.5278935,234.70831,235.46968
