TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
20,20,3,4,2,3,0.750000,1.0,19.0,112.63265,0.0,999.0,999.0,999.0,115.146286,116.16375,3.5310984,116.16408,116.92931
21,21,3,4,2,3,0.750000,1.0,20.0,117.01763,0.0,999.0,999.0,999.0,119.53173,120.54815,3.5305245,120.54846,121.31409
22,22,3,4,2,3,0.750000,1.0,21.0,121.40024,0.0,999.0,999.0,999.0,123.91479,124.93137,3.5311356,124.93169,125.6972
23,23,3,4,2,1,0.750000,1.0,22.0,125.78362,0.0,999.0,999.0,999.0,128.2989,129.31601,3.5323856,129.31631,130.08205
24,24,3,4,2,3,10,1.0,23.0,130.17102,0.0,999.0,999.0,999.0,132.6811,133.69823,3.5272048,133.69853,143.70015
25,25,4,5,3,1,0.750000,1.0,24.0,144.51363,0.0,999.0,999.0,999.0,147.0187,148.03539,3.5217674,148.0357,148.80115
26,26,4,5,3,1,0.750000,1.0,25.0,149.55902,0.0,999.0,999.0,999.0,152.06912,153.08519,3.5261621,153.08554,153.85106
27,27,4,5,3,1,0.750000,1.0,26.0,154.60445,0.0,999.0,999.0,999.0,157.11836,158.13591,3.531455,158.13622,158.91719
28,28,4,5,3,3,0.750000,1.0,27.0,159.67096,0.0,999.0,999.0,999.0,162.18723,163.20297,3.532006,163.20331,163.97005
29,29,4,5,3,1,0.750000,1.0,28.0,164.72136,0.0,999.0,999.0,999.0,167.23828,168.25542,3.5340598,168.25574,169.02098
30,30,4,5,3,1,0.750000,1.0,29.0,169.7793,0.0,999.0,999.0,999.0,172.28917,173.30606,3.5267591,173.30637,174.07133
31,31,4,5,3,1,0.750000,1.0,30.0,174.82326,0.0,999.0,999.0,999.0,177.32372,178.34052,3.5172524,178.34082,179.10123
32,32,4,5,3,2,10,1.0,31.0,179.85368,0.0,999.0,999.0,999.0,182.3687,183.38614,3.5324578,183.38644,193.39224
33,33,5,2,1,3,0.750000,1.0,32.0,193.40152,0.0,999.0,999.0,999.0,195.90215,196.91956,3.518028,196.91986,197.67557
34,34,5,2,1,3,0.750000,1.0,33.0,197.6809,0.0,999.0,999.0,999.0,200.19412,201.21071,3.5298157,201.21101,201.97647
35,35,5,2,1,2,0.750000,1.0,34.0,201.98195,0.0,999.0,999.0,999.0,204.49457,205.51172,3.529774,205.51202,206.27727
36,36,5,2,1,3,0.750000,1.0,35.0,206.2827,0.0,999.0,999.0,999.0,208.79524,209.81216,3.5294561,209.81247,210.57793
37,37,5,2,1,3,0.750000,1.0,36.0,210.58328,0.0,999.0,999.0,999.0,213.09566,214.11148,3.5281942,214.11179,214.86195
38,38,5,2,1,3,0.750000,1.0,37.0,214.8673,0.0,999.0,999.0,999.0,217.37999,218.39716,3.5298636,218.39748,219.16257
39,39,5,2,1,3,0.750000,1.0,38.0,219.16792,0.0,999.0,999.0,999.0,221.68068,222.69685,3.5289235,222.69724,223.46333
40,40,5,2,1,1,12,1.0,39.0,223.46881,0.0,999.0,999.0,999.0,225.98137,226.99828,3.5294614,226.99858,238.99907
41,41,6,4,2,2,0.750000,1.0,40.0,239.09863,0.0,999.0,999.0,999.0,241.60078,242.61766,3.519025,242.61797,243.38419
42,42,6,4,2,3,0.750000,1.0,41.0,243.47165,0.0,999.0,999.0,999.0,245.98442,247.00134,3.5296962,247.00166,247.7672
43,43,6,4,2,1,0.750000,1.0,42.0,247.85419,0.0,999.0,999.0,999.0,250.36877,251.38554,3.5313566,251.38585,252.15143
44,44,6,4,2,3,0.750000,1.0,43.0,252.23819,0.0,999.0,999.0,999.0,254.75308,255.76938,3.5311892,255.76968,256.5339
45,45,6,4,2,3,0.750000,1.0,44.0,256.62146,0.0,999.0,999.0,999.0,259.1352,260.15234,3.530886,260.15265,260.91968
46,46,6,4,2,3,0.750000,1.0,45.0,261.00668,0.0,999.0,999.0,999.0,263.5186,264.5361,3.5293982,264.5364,265.30322
47,47,6,4,2,3,0.750000,1.0,46.0,265.39008,0.0,999.0,999.0,999.0,267.9045,268.93512,3.545033,268.93542,269.6867
48,48,6,4,2,3,8,1.0,47.0,269.77383,0.0,999.0,999.0,999.0,272.28815,273.30524,3.5313997,273.30554,281.30594
49,49,7,5,3,2,0.750000,1.0,48.0,282.1169,0.0,999.0,999.0,999.0,284.61838,285.63644,3.5195224,285.63675,286.40115
50,50,7,5,3,1,0.750000,1.0,49.0,287.16638,0.0,999.0,999.0,999.0,289.66977,290.68625,3.519865,290.68655,291.4513
51,51,7,5,3,1,0.750000,1.0,50.0,292.20724,0.0,999.0,999.0,999.0,294.70932,295.72693,3.5196903,295.72723,296.4912
52,52,7,5,3,3,0.750000,1.0,51.0,297.24646,0.0,999.0,999.0,999.0,299.75964,300.77704,3.5305843,300.77737,301.54282
53,53,7,5,3,1,0.750000,1.0,52.0,302.29626,0.0,999.0,999.0,999.0,304.81088,305.82788,3.531637,305.8282,306.59348
54,54,7,5,3,1,0.750000,1.0,53.0,307.34735,0.0,999.0,999.0,999.0,309.8617,310.87787,3.5304945,310.87817,311.64456
55,55,7,5,3,1,0.750000,1.0,54.0,312.4018,0.0,999.0,999.0,999.0,314.91272,315.93063,3.5288346,315.93094,316.6954
56,56,7,5,3,1,12,1.0,55.0,317.4476,0.0,999.0,999.0,999.0,319.9636,320.98154,3.533914,320.98184,332.9977
57,57,8,3,2,1,0.750000,1.0,56.0,333.09637,0.0,999.0,999.0,999.0,335.59988,336.61792,3.5215604,336.61826,337.38196
58,58,8,3,2,1,0.750000,1.0,57.0,337.46918,0.0,999.0,999.0,999.0,339.98343,341.00006,3.5308843,341.00037,341.76636
59,59,8,3,2,1,0.750000,1.0,58.0,341.85306,0.0,999.0,999.0,999.0,344.3688,345.38586,3.5328047,345.3862,346.1483
60,60,8,3,2,3,0.750000,1.0,59.0,346.23462,0.0,999.0,999.0,999.0,348.75156,349.76968,3.5350718,349.77,350.534
61,61,8,3,2,1,0.750000,1.0,60.0,350.62112,0.0,999.0,999.0,999.0,353.1358,354.1536,3.5324664,354.1539,354.9179
62,62,8,3,2,1,0.750000,1.0,61.0,355.00446,0.0,999.0,999.0,999.0,357.5196,358.53598,3.5315201,358.5363,359.30096
63,63,8,3,2,3,0.750000,1.0,62.0,359.3875,0.0,999.0,999.0,999.0,361.90225,362.92065,3.5331435,362.92096,363.68484
64,64,8,3,2,1,8,1.0,63.0,363.77176,0.0,999.0,999.0,999.0,366.30334,367.3368,3.5650432,367.3371,375.35318
65,65,9,6,3,3,0.750000,1.0,64.0,376.18787,0.0,999.0,999.0,999.0,378.6897,379.70715,3.5192788,379.70746,380.47208
66,66,9,6,3,2,0.750000,1.0,65.0,381.229,0.0,999.0,999.0,999.0,383.7404,384.75735,3.5283568,384.75766,385.5185
67,67,9,6,3,2,0.750000,1.0,66.0,386.272,0.0,999.0,999.0,999.0,388.78592,389.80484,3.5328488,389.80515,390.56927
68,68,9,6,3,3,0.750000,1.0,67.0,391.32114,0.0,999.0,999.0,999.0,393.82535,394.84338,3.522256,394.84372,395.608
69,69,9,6,3,3,0.750000,1.0,68.0,396.3629,0.0,999.0,999.0,999.0,398.87616,399.8948,3.5318894,399.89514,400.65878
70,70,9,6,3,3,0.750000,1.0,69.0,401.41382,0.0,999.0,999.0,999.0,403.92722,404.94485,3.5310185,404.94516,405.7098
71,71,9,6,3,3,0.750000,1.0,70.0,406.45935,0.0,999.0,999.0,999.0,408.96143,409.97955,3.520193,409.97992,410.74393
72,72,9,6,3,3,8,1.0,71.0,411.50027,0.0,999.0,999.0,999.0,414.0122,415.02853,3.5282824,415.02887,423.02917
