TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
19,19,3,2,1,2,0.750000,1.0,18.0,106.70846,0.0,999.0,999.0,999.0,109.221466,110.23817,3.5297053,110.23848,111.00379
20,20,3,2,1,3,0.750000,1.0,19.0,111.0092,0.0,999.0,999.0,999.0,113.520874,114.5388,3.529604,114.53915,115.30434
21,21,3,2,1,3,0.750000,1.0,20.0,115.30979,0.0,999.0,999.0,999.0,117.82016,118.84038,3.5305877,118.84069,119.60393
22,22,3,2,1,3,0.750000,1.0,21.0,119.60927,0.0,999.0,999.0,999.0,122.122574,123.13901,3.5297377,123.13938,123.90347
23,23,3,2,1,3,0.750000,1.0,22.0,123.90847,0.0,999.0,999.0,999.0,126.422226,127.440475,3.5320003,127.4408,128.20564
24,24,3,2,1,3,12,1.0,23.0,128.211,0.0,999.0,999.0,999.0,130.7237,131.73877,3.527763,131.73907,143.74306
25,25,4,6,3,3,0.750000,1.0,24.0,144.51256,0.0,999.0,999.0,999.0,147.02196,148.03882,3.5262606,148.03914,148.79376
26,26,4,6,3,3,0.750000,1.0,25.0,149.55356,0.0,999.0,999.0,999.0,152.05563,153.07227,3.5187132,153.07259,153.83804
27,27,4,6,3,2,0.750000,1.0,26.0,154.59059,0.0,999.0,999.0,999.0,157.10606,158.1215,3.5309203,158.12183,158.88794
28,28,4,6,3,3,0.750000,1.0,27.0,159.65038,0.0,999.0,999.0,999.0,162.16313,163.18016,3.5297887,163.18048,163.94539
29,29,4,6,3,3,0.750000,1.0,28.0,164.69516,0.0,999.0,999.0,999.0,167.19757,168.21365,3.5184925,168.21396,168.98001
30,30,4,6,3,3,0.750000,1.0,29.0,169.73715,0.0,999.0,999.0,999.0,172.24805,173.26433,3.527173,173.26463,174.03065
31,31,4,6,3,2,0.750000,1.0,30.0,174.78448,0.0,999.0,999.0,999.0,177.299,178.3158,3.5313082,178.3161,179.08157
32,32,4,6,3,3,12,1.0,31.0,179.83345,0.0,999.0,999.0,999.0,182.34958,183.36656,3.5331104,183.36688,195.3675
33,33,5,1,1,1,0.750000,1.0,32.0,195.37674,0.0,999.0,999.0,999.0,197.88542,198.90233,3.5255961,198.90265,199.66853
34,34,5,1,1,2,0.750000,1.0,33.0,199.67377,0.0,999.0,999.0,999.0,202.18678,203.20421,3.5304418,203.20453,203.9688
35,35,5,1,1,1,0.750000,1.0,34.0,203.97417,0.0,999.0,999.0,999.0,206.4871,207.50398,3.529824,207.50429,208.26949
36,36,5,1,1,1,0.750000,1.0,35.0,208.27484,0.0,999.0,999.0,999.0,210.78764,211.80385,3.529012,211.80415,212.5701
37,37,5,1,1,1,0.750000,1.0,36.0,212.57544,0.0,999.0,999.0,999.0,215.0884,216.10463,3.5291822,216.10493,216.871
38,38,5,1,1,2,0.750000,1.0,37.0,216.87637,0.0,999.0,999.0,999.0,219.38939,220.4059,3.529526,220.4062,221.1709
39,39,5,1,1,1,0.750000,1.0,38.0,221.17592,0.0,999.0,999.0,999.0,223.68791,224.7044,3.5284884,224.70473,225.47046
40,40,5,1,1,1,10,1.0,39.0,225.47614,0.0,999.0,999.0,999.0,227.98885,229.0072,3.5310767,229.00752,239.00795
41,41,6,3,2,2,0.750000,1.0,40.0,239.10881,0.0,999.0,999.0,999.0,241.62613,242.64302,3.5342007,242.64334,243.40791
42,42,6,3,2,1,0.750000,1.0,41.0,243.49408,0.0,999.0,999.0,999.0,246.01077,247.02625,3.5321672,247.02655,247.78746
43,43,6,3,2,1,0.750000,1.0,42.0,247.87598,0.0,999.0,999.0,999.0,250.38835,251.40553,3.5295572,251.40584,252.15997
44,44,6,3,2,2,0.750000,1.0,43.0,252.24707,0.0,999.0,999.0,999.0,254.76007,255.77797,3.5308983,255.77829,256.5442
45,45,6,3,2,1,0.750000,1.0,44.0,256.63132,0.0,999.0,999.0,999.0,259.14487,260.16174,3.5304153,260.16214,260.92807
46,46,6,3,2,1,0.750000,1.0,45.0,261.01596,0.0,999.0,999.0,999.0,263.5298,264.54657,3.5306137,264.54688,265.31238
47,47,6,3,2,1,0.750000,1.0,46.0,265.39914,0.0,999.0,999.0,999.0,267.91382,268.9306,3.5314467,268.9309,269.69363
48,48,6,3,2,1,8,1.0,47.0,269.77762,0.0,999.0,999.0,999.0,272.2812,273.29822,3.5205865,273.29852,281.31467
49,49,7,2,1,3,0.750000,1.0,48.0,281.32407,0.0,999.0,999.0,999.0,283.83313,284.84976,3.5256996,284.85007,285.61554
50,50,7,2,1,3,0.750000,1.0,49.0,285.621,0.0,999.0,999.0,999.0,288.13364,289.1506,3.5296152,289.15094,289.91638
51,51,7,2,1,2,0.750000,1.0,50.0,289.92166,0.0,999.0,999.0,999.0,292.43405,293.45193,3.5302808,293.45224,294.21692
52,52,7,2,1,1,0.750000,1.0,51.0,294.22244,0.0,999.0,999.0,999.0,296.73517,297.75262,3.5302012,297.75293,298.51752
53,53,7,2,1,3,0.750000,1.0,52.0,298.52286,0.0,999.0,999.0,999.0,301.03552,302.05273,3.5298538,302.05304,302.8176
54,54,7,2,1,3,0.750000,1.0,53.0,302.8229,0.0,999.0,999.0,999.0,305.33624,306.3535,3.5305839,306.3538,307.11908
55,55,7,2,1,3,0.750000,1.0,54.0,307.1245,0.0,999.0,999.0,999.0,309.63715,310.655,3.5305057,310.6553,311.4201
56,56,7,2,1,3,10,1.0,55.0,311.4253,0.0,999.0,999.0,999.0,313.93985,314.9574,3.5320854,314.95782,324.9679
57,57,8,1,1,1,0.750000,1.0,56.0,324.971,0.0,999.0,999.0,999.0,327.47208,328.49,3.5189896,328.49033,329.25482
58,58,8,1,1,3,0.750000,1.0,57.0,329.2602,0.0,999.0,999.0,999.0,331.77322,332.80783,3.5476599,332.80814,333.57178
59,59,8,1,1,1,0.750000,1.0,58.0,333.57724,0.0,999.0,999.0,999.0,336.0908,337.1077,3.5304632,337.108,337.87323
60,60,8,1,1,1,0.750000,1.0,59.0,337.87857,0.0,999.0,999.0,999.0,340.3921,341.40964,3.5310733,341.40994,342.17447
61,61,8,1,1,2,0.750000,1.0,60.0,342.17963,0.0,999.0,999.0,999.0,344.6895,345.70822,3.5286112,345.70853,346.45883
62,62,8,1,1,1,0.750000,1.0,61.0,346.46426,0.0,999.0,999.0,999.0,348.97644,349.99414,3.5298758,349.99445,350.75464
63,63,8,1,1,1,0.750000,1.0,62.0,350.75995,0.0,999.0,999.0,999.0,353.2607,354.27887,3.518891,354.27917,355.03998
64,64,8,1,1,1,8,1.0,63.0,355.0447,0.0,999.0,999.0,999.0,357.56146,358.57996,3.5352342,358.58026,366.59357
65,65,9,4,2,3,0.750000,1.0,64.0,366.7133,0.0,999.0,999.0,999.0,369.2278,370.24567,3.5323904,370.24603,370.99716
66,66,9,4,2,3,0.750000,1.0,65.0,371.08844,0.0,999.0,999.0,999.0,373.5965,374.61557,3.5271475,374.61588,375.38037
67,67,9,4,2,3,0.750000,1.0,66.0,375.4676,0.0,999.0,999.0,999.0,377.9823,378.9987,3.5311217,378.99902,379.7499
68,68,9,4,2,1,0.750000,1.0,67.0,379.83804,0.0,999.0,999.0,999.0,382.35135,383.36566,3.527613,383.36597,384.13187
69,69,9,4,2,1,0.750000,1.0,68.0,384.2209,0.0,999.0,999.0,999.0,386.7331,387.75095,3.53006,387.75125,388.51566
70,70,9,4,2,3,0.750000,1.0,69.0,388.6026,0.0,999.0,999.0,999.0,391.1171,392.135,3.5324094,392.1353,392.90015
71,71,9,4,2,3,0.750000,1.0,70.0,392.98993,0.0,999.0,999.0,999.0,395.50162,396.51776,3.527818,396.51807,397.28387
72,72,9,4,2,3,10,1.0,71.0,397.37057,0.0,999.0,999.0,999.0,399.88525,400.90323,3.532656,400.90353,410.9201
﻿TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,3,2,1,0.750000,1.0,0.0,4.023085,0.0,999.0,999.0,999.0,6.5282946,7.544399,3.5213132,7.544688,8.30946
2,2,1,3,2,3,0.750000,1.0,1.0,8.312425,0.0,999.0,999.0,999.0,10.824682,11.841942,3.5295167,11.842227,12.605975
3,3,1,3,2,2,0.750000,1.0,2.0,12.609284,2.0,13.289565,0.6802806,5.0,15.126054,16.141356,3.53207,16.141628,16.902683
4,4,1,3,2,1,0.750000,1.0,3.0,16.905714,3.0,18.367989,1.4622748,4.0,19.422487,20.437458,3.5317435,20.437735,21.199127
5,5,1,3,2,1,0.750000,1.0,4.0,21.201792,2.0,22.731337,1.5295447,7.0,23.718487,24.730125,3.5283346,24.730387,25.495277
6,6,1,3,2,1,0.750000,1.0,5.0,25.498102,3.0,26.062027,0.5639245,1.0,28.01509,29.024513,3.5264113,29.024744,29.775232
7,7,1,3,2,1,0.750000,1.0,6.0,29.777988,3.0,30.242188,0.4641993,2.0,32.29464,33.304173,3.5261838,33.3044,34.05512
8,8,1,3,2,1,12,1.0,7.0,34.057823,--,--,--,--,--,--,--,--,--
9,9,2,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
10,10,2,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
11,11,2,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
12,12,2,5,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
13,13,2,5,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
14,14,2,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
15,15,2,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
16,16,2,5,3,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
17,17,3,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
18,18,3,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,3,2,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,3,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,3,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,3,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,3,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,3,2,1,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,4,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,4,6,3,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,5,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,5,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,5,1,1,1,10,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,6,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,6,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,3,2,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,2,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,7,2,1,3,10,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,8,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,8,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,8,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,8,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,9,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,9,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,9,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,9,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,9,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,9,4,2,3,10,0.0,--,--,--,--,--,--,--,--,--,--,--
