Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,19,9,1,0.473684210526316,0.0526315789473684
7,19,6,1,0.315789473684211,0.210526315789474
9,21,9,1,0.428571428571429,0.333333333333333
13,17,8,1,0.470588235294118,0.176470588235294
15,25,11,1,0.44,0.08
22,21,7,1,0.333333333333333,0.19047619047619
23,15,5,1,0.333333333333333,0.0666666666666667
25,23,10,1,0.434782608695652,0.173913043478261
27,23,7,1,0.304347826086957,0.173913043478261
28,17,5,1,0.294117647058824,0.0588235294117647
29,21,9,1,0.428571428571429,0.0476190476190476
32,15,5,1,0.333333333333333,0.2
