Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,25,8,1,0.32,0.08
5,23,7,1,0.304347826086957,0.173913043478261
8,17,5,1,0.294117647058824,0.0588235294117647
12,23,4,1,0.173913043478261,0.0434782608695652
18,23,4,1,0.173913043478261,0.0434782608695652
19,19,1,0,0.210526315789474,0.0526315789473684
20,19,6,0,0.473684210526316,0.315789473684211
22,21,7,1,0.333333333333333,0.0476190476190476
23,19,6,0,0.473684210526316,0.315789473684211
27,17,5,1,0.294117647058824,0.176470588235294
33,21,9,1,0.428571428571429,0.19047619047619
35,19,9,1,0.473684210526316,0.0526315789473684
