Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,25,11,1,0.44,0.08
6,25,8,1,0.32,0.08
10,19,9,1,0.473684210526316,0.315789473684211
14,21,9,1,0.428571428571429,0.19047619047619
16,25,5,1,0.2,0.08
17,23,7,1,0.304347826086957,0.0434782608695652
24,15,7,1,0.466666666666667,0.2
25,17,5,1,0.294117647058824,0.176470588235294
26,25,11,1,0.44,0.2
28,25,11,1,0.44,0.08
31,15,5,1,0.333333333333333,0.2
34,23,10,1,0.434782608695652,0.0434782608695652
1,17,8,1,0.470588235294118,0.294117647058824
3,17,3,0,0.294117647058824,0.176470588235294
4,25,11,1,0.44,0.2
9,19,6,1,0.315789473684211,0.0526315789473684
10,15,3,1,0.2,0.0666666666666667
13,23,10,1,0.434782608695652,0.173913043478261
16,17,8,1,0.470588235294118,0.0588235294117647
17,19,6,1,0.315789473684211,0.210526315789474
20,25,5,1,0.2,0.08
29,21,1,0,0.428571428571429,0.0476190476190476
33,17,8,1,0.470588235294118,0.294117647058824
34,25,8,0,0.44,0.32
