Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,23,4,1,0.173913043478261,0.0434782608695652
6,15,5,0,0.466666666666667,0.333333333333333
9,19,6,0,0.473684210526316,0.315789473684211
15,15,1,0,0.2,0.0666666666666667
17,15,3,0,0.466666666666667,0.2
18,19,6,0,0.473684210526316,0.315789473684211
19,19,6,1,0.315789473684211,0.0526315789473684
20,17,3,0,0.470588235294118,0.176470588235294
21,21,4,0,0.333333333333333,0.19047619047619
24,15,3,0,0.333333333333333,0.2
27,15,3,0,0.333333333333333,0.2
30,19,6,0,0.473684210526316,0.315789473684211
6,19,9,1,0.473684210526316,0.315789473684211
9,15,3,1,0.2,0.0666666666666667
13,19,4,0,0.473684210526316,0.210526315789474
14,21,4,1,0.19047619047619,0.0476190476190476
15,17,1,0,0.470588235294118,0.0588235294117647
19,17,3,0,0.294117647058824,0.176470588235294
20,23,4,1,0.173913043478261,0.0434782608695652
21,19,4,0,0.473684210526316,0.210526315789474
22,25,8,1,0.32,0.08
27,19,4,0,0.473684210526316,0.210526315789474
31,23,10,1,0.434782608695652,0.0434782608695652
35,17,5,0,0.470588235294118,0.294117647058824
