Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,25,2,0,0.32,0.08
5,19,6,0,0.473684210526316,0.315789473684211
8,21,1,0,0.19047619047619,0.0476190476190476
13,21,4,0,0.428571428571429,0.19047619047619
14,19,6,1,0.315789473684211,0.0526315789473684
15,19,6,1,0.315789473684211,0.0526315789473684
16,19,4,0,0.315789473684211,0.210526315789474
17,21,7,0,0.428571428571429,0.333333333333333
21,15,3,1,0.2,0.0666666666666667
24,25,8,0,0.44,0.32
35,19,4,0,0.315789473684211,0.210526315789474
36,21,4,1,0.19047619047619,0.0476190476190476
1,17,3,1,0.176470588235294,0.0588235294117647
2,23,7,1,0.304347826086957,0.0434782608695652
5,17,5,1,0.294117647058824,0.0588235294117647
9,19,1,0,0.315789473684211,0.0526315789473684
14,15,1,0,0.466666666666667,0.0666666666666667
17,17,3,0,0.470588235294118,0.176470588235294
18,25,8,0,0.44,0.32
21,21,1,0,0.428571428571429,0.0476190476190476
27,23,7,0,0.434782608695652,0.304347826086957
28,17,1,0,0.470588235294118,0.0588235294117647
32,23,4,0,0.304347826086957,0.173913043478261
36,19,4,0,0.473684210526316,0.210526315789474
