Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,21,9,1,0.428571428571429,0.0476190476190476
5,21,7,1,0.333333333333333,0.19047619047619
8,15,3,1,0.2,0.0666666666666667
11,23,4,1,0.173913043478261,0.0434782608695652
12,15,5,1,0.333333333333333,0.0666666666666667
14,23,10,1,0.434782608695652,0.0434782608695652
18,23,7,1,0.304347826086957,0.0434782608695652
22,19,4,0,0.473684210526316,0.210526315789474
28,25,5,0,0.44,0.2
30,23,7,0,0.434782608695652,0.304347826086957
34,19,6,1,0.315789473684211,0.210526315789474
35,21,9,1,0.428571428571429,0.19047619047619
