Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,19,4,1,0.210526315789474,0.0526315789473684
3,23,10,1,0.434782608695652,0.173913043478261
4,19,9,1,0.473684210526316,0.0526315789473684
6,17,5,1,0.294117647058824,0.176470588235294
9,21,9,1,0.428571428571429,0.333333333333333
11,23,4,1,0.173913043478261,0.0434782608695652
12,23,7,1,0.304347826086957,0.0434782608695652
15,19,6,1,0.315789473684211,0.0526315789473684
24,15,5,1,0.333333333333333,0.0666666666666667
25,23,4,1,0.173913043478261,0.0434782608695652
28,23,7,1,0.304347826086957,0.0434782608695652
34,15,7,1,0.466666666666667,0.2
