Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,15,5,1,0.333333333333333,0.0666666666666667
2,25,11,1,0.44,0.32
6,19,1,0,0.473684210526316,0.0526315789473684
8,21,9,1,0.428571428571429,0.19047619047619
18,23,10,1,0.434782608695652,0.0434782608695652
19,15,5,1,0.333333333333333,0.2
23,15,7,1,0.466666666666667,0.0666666666666667
27,19,6,1,0.315789473684211,0.0526315789473684
29,19,4,1,0.210526315789474,0.0526315789473684
33,21,4,1,0.19047619047619,0.0476190476190476
35,21,4,1,0.19047619047619,0.0476190476190476
36,15,7,1,0.466666666666667,0.0666666666666667
