Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,19,4,1,0.210526315789474,0.0526315789473684
5,21,7,1,0.333333333333333,0.19047619047619
6,25,8,1,0.32,0.2
11,25,11,1,0.44,0.32
12,19,9,1,0.473684210526316,0.0526315789473684
16,21,9,1,0.428571428571429,0.0476190476190476
18,25,11,1,0.44,0.2
20,23,7,1,0.304347826086957,0.0434782608695652
24,23,10,1,0.434782608695652,0.173913043478261
26,19,9,1,0.473684210526316,0.210526315789474
28,17,3,1,0.176470588235294,0.0588235294117647
34,21,9,1,0.428571428571429,0.333333333333333
