Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,23,7,0,0.434782608695652,0.304347826086957
7,19,1,0,0.473684210526316,0.0526315789473684
11,21,4,0,0.333333333333333,0.19047619047619
15,17,5,0,0.470588235294118,0.294117647058824
24,25,5,0,0.32,0.2
26,19,4,0,0.315789473684211,0.210526315789474
27,15,5,0,0.466666666666667,0.333333333333333
29,15,5,0,0.466666666666667,0.333333333333333
31,15,3,0,0.466666666666667,0.2
32,15,3,0,0.333333333333333,0.2
34,15,3,0,0.466666666666667,0.2
36,15,3,0,0.466666666666667,0.2
3,17,3,0,0.294117647058824,0.176470588235294
5,25,2,0,0.2,0.08
8,25,5,0,0.44,0.2
11,15,3,0,0.466666666666667,0.2
14,23,1,0,0.434782608695652,0.0434782608695652
16,15,5,0,0.466666666666667,0.333333333333333
18,25,5,0,0.32,0.2
23,21,7,0,0.428571428571429,0.333333333333333
24,17,1,0,0.294117647058824,0.0588235294117647
26,15,1,0,0.333333333333333,0.0666666666666667
29,17,1,0,0.470588235294118,0.0588235294117647
35,19,1,0,0.315789473684211,0.0526315789473684
