Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,15,5,1,0.333333333333333,0.2
4,15,3,1,0.2,0.0666666666666667
7,15,5,1,0.333333333333333,0.0666666666666667
8,15,5,0,0.466666666666667,0.333333333333333
9,19,6,1,0.315789473684211,0.0526315789473684
13,15,3,0,0.466666666666667,0.2
15,21,4,1,0.19047619047619,0.0476190476190476
17,25,11,1,0.44,0.2
22,19,6,1,0.315789473684211,0.0526315789473684
29,25,11,1,0.44,0.08
36,21,9,1,0.428571428571429,0.19047619047619
1,15,5,1,0.333333333333333,0.0666666666666667
3,25,8,1,0.32,0.2
4,15,3,1,0.2,0.0666666666666667
6,17,5,1,0.294117647058824,0.176470588235294
8,15,5,0,0.466666666666667,0.333333333333333
11,15,3,0,0.466666666666667,0.2
12,25,5,1,0.2,0.08
13,15,7,1,0.466666666666667,0.0666666666666667
18,25,11,1,0.44,0.08
24,19,6,0,0.473684210526316,0.315789473684211
25,21,7,1,0.333333333333333,0.19047619047619
32,19,9,1,0.473684210526316,0.210526315789474
