Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,23,1,0,0.434782608695652,0.0434782608695652
5,23,4,0,0.304347826086957,0.173913043478261
6,17,1,0,0.294117647058824,0.0588235294117647
18,15,1,0,0.2,0.0666666666666667
20,21,4,0,0.428571428571429,0.19047619047619
21,19,6,0,0.473684210526316,0.315789473684211
24,25,2,0,0.44,0.08
26,15,5,0,0.466666666666667,0.333333333333333
28,23,7,0,0.434782608695652,0.304347826086957
29,15,3,0,0.333333333333333,0.2
33,21,4,0,0.333333333333333,0.19047619047619
35,15,1,0,0.333333333333333,0.0666666666666667
3,15,3,0,0.333333333333333,0.2
5,19,1,0,0.210526315789474,0.0526315789473684
10,19,1,0,0.315789473684211,0.0526315789473684
13,19,4,0,0.473684210526316,0.210526315789474
15,19,4,0,0.315789473684211,0.210526315789474
21,15,1,0,0.2,0.0666666666666667
22,21,4,0,0.428571428571429,0.19047619047619
24,23,7,0,0.434782608695652,0.304347826086957
25,23,4,0,0.434782608695652,0.173913043478261
31,25,8,0,0.44,0.32
32,17,1,0,0.470588235294118,0.0588235294117647
34,17,5,0,0.470588235294118,0.294117647058824
