Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,23,10,1,0.434782608695652,0.0434782608695652
4,15,7,1,0.466666666666667,0.0666666666666667
6,21,9,1,0.428571428571429,0.0476190476190476
8,21,4,1,0.19047619047619,0.0476190476190476
11,15,7,1,0.466666666666667,0.2
15,17,8,1,0.470588235294118,0.0588235294117647
16,17,8,1,0.470588235294118,0.294117647058824
17,23,4,1,0.173913043478261,0.0434782608695652
19,23,10,1,0.434782608695652,0.304347826086957
22,17,8,1,0.470588235294118,0.294117647058824
26,19,6,1,0.315789473684211,0.0526315789473684
27,17,5,1,0.294117647058824,0.0588235294117647
