Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,15,5,1,0.333333333333333,0.0666666666666667
6,23,10,1,0.434782608695652,0.0434782608695652
14,23,10,1,0.434782608695652,0.0434782608695652
15,19,9,1,0.473684210526316,0.0526315789473684
16,15,5,1,0.333333333333333,0.0666666666666667
20,25,11,1,0.44,0.08
23,19,6,1,0.315789473684211,0.210526315789474
25,25,5,1,0.2,0.08
26,23,10,1,0.434782608695652,0.173913043478261
29,25,11,1,0.44,0.32
32,23,7,1,0.304347826086957,0.0434782608695652
35,21,4,1,0.19047619047619,0.0476190476190476
