Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,15,3,0,0.466666666666667,0.2
2,21,4,1,0.19047619047619,0.0476190476190476
7,23,7,1,0.304347826086957,0.0434782608695652
8,23,4,1,0.173913043478261,0.0434782608695652
9,21,7,1,0.333333333333333,0.0476190476190476
14,23,10,1,0.434782608695652,0.173913043478261
20,23,10,1,0.434782608695652,0.173913043478261
21,19,6,1,0.315789473684211,0.0526315789473684
25,19,6,1,0.315789473684211,0.210526315789474
28,17,5,0,0.470588235294118,0.294117647058824
29,25,11,1,0.44,0.32
32,21,7,1,0.333333333333333,0.0476190476190476
