Trial,Endowment,Earned,Choice,Offer,Prop_Endowment
15,15,0,0,5,0.333333333333333
18,19,0,0,6,0.315789473684211
20,21,0,0,7,0.333333333333333
23,23,0,0,4,0.173913043478261
32,17,0,0,1,0.0588235294117647
5,19,0,0,4,0.210526315789474
13,25,0,0,8,0.32
14,19,0,0,4,0.210526315789474
15,17,0,0,5,0.294117647058824
17,23,0,0,1,0.0434782608695652
20,17,0,0,5,0.294117647058824
22,19,0,0,1,0.0526315789473684
