Trial,Endowment,Earned,Choice,Offer,Prop_Endowment
1,21,0,0,1,0.0476190476190476
4,19,0,0,4,0.210526315789474
8,25,0,0,2,0.08
12,21,0,0,4,0.19047619047619
20,25,0,0,2,0.08
23,25,0,0,2,0.08
31,21,0,0,7,0.333333333333333
33,15,0,0,1,0.0666666666666667
5,21,0,0,1,0.0476190476190476
6,19,0,0,1,0.0526315789473684
7,19,0,0,1,0.0526315789473684
13,19,0,0,4,0.210526315789474
27,15,0,0,1,0.0666666666666667
29,25,0,0,2,0.08
