Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,17,5,1,0.294117647058824,0.176470588235294
3,15,7,1,0.466666666666667,0.2
4,17,8,1,0.470588235294118,0.294117647058824
8,25,11,1,0.44,0.32
18,19,9,1,0.473684210526316,0.210526315789474
19,15,7,1,0.466666666666667,0.2
24,21,9,1,0.428571428571429,0.19047619047619
26,23,10,1,0.434782608695652,0.304347826086957
27,23,7,1,0.304347826086957,0.173913043478261
28,15,3,1,0.2,0.0666666666666667
30,17,5,1,0.294117647058824,0.176470588235294
36,15,7,1,0.466666666666667,0.0666666666666667
