Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,4,0,0.304347826086957,0.173913043478261
5,17,1,0,0.294117647058824,0.0588235294117647
10,25,8,0,0.44,0.32
11,17,5,0,0.470588235294118,0.294117647058824
14,23,1,0,0.304347826086957,0.0434782608695652
17,25,5,0,0.44,0.2
20,15,1,0,0.2,0.0666666666666667
22,23,1,0,0.434782608695652,0.0434782608695652
24,23,1,0,0.434782608695652,0.0434782608695652
26,23,4,0,0.304347826086957,0.173913043478261
31,23,1,0,0.173913043478261,0.0434782608695652
36,23,4,0,0.434782608695652,0.173913043478261
3,25,2,0,0.44,0.08
5,23,4,0,0.434782608695652,0.173913043478261
6,19,1,0,0.210526315789474,0.0526315789473684
10,25,2,0,0.44,0.08
12,19,6,0,0.473684210526316,0.315789473684211
13,23,1,0,0.173913043478261,0.0434782608695652
17,21,7,0,0.428571428571429,0.333333333333333
23,23,1,0,0.304347826086957,0.0434782608695652
24,17,1,0,0.470588235294118,0.0588235294117647
30,15,3,0,0.333333333333333,0.2
31,19,4,0,0.315789473684211,0.210526315789474
35,15,3,0,0.466666666666667,0.2
