Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
12,19,6,0,0.473684210526316,0.315789473684211
13,23,7,1,0.304347826086957,0.173913043478261
15,17,3,0,0.470588235294118,0.176470588235294
20,19,9,1,0.473684210526316,0.0526315789473684
21,15,5,0,0.466666666666667,0.333333333333333
24,19,9,1,0.473684210526316,0.315789473684211
25,25,11,1,0.44,0.08
26,21,7,1,0.333333333333333,0.0476190476190476
30,15,7,1,0.466666666666667,0.333333333333333
31,17,3,0,0.470588235294118,0.176470588235294
34,17,3,1,0.176470588235294,0.0588235294117647
35,17,5,1,0.294117647058824,0.0588235294117647
