Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,15,7,1,0.466666666666667,0.2
3,17,5,0,0.470588235294118,0.294117647058824
6,25,11,1,0.44,0.32
7,23,10,1,0.434782608695652,0.173913043478261
11,21,7,1,0.333333333333333,0.0476190476190476
13,23,4,0,0.304347826086957,0.173913043478261
15,21,9,1,0.428571428571429,0.0476190476190476
20,15,5,1,0.333333333333333,0.0666666666666667
26,25,11,1,0.44,0.2
27,17,5,1,0.294117647058824,0.176470588235294
29,19,6,1,0.315789473684211,0.210526315789474
30,19,9,1,0.473684210526316,0.0526315789473684
