Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
5,15,5,0,0.466666666666667,0.333333333333333
6,17,3,0,0.470588235294118,0.176470588235294
9,25,5,0,0.32,0.2
13,17,3,0,0.470588235294118,0.176470588235294
16,17,3,0,0.294117647058824,0.176470588235294
20,25,5,0,0.32,0.2
24,17,3,0,0.294117647058824,0.176470588235294
28,15,1,0,0.2,0.0666666666666667
29,23,1,0,0.304347826086957,0.0434782608695652
31,25,2,0,0.44,0.08
33,23,1,0,0.173913043478261,0.0434782608695652
34,19,4,0,0.473684210526316,0.210526315789474
1,15,1,0,0.333333333333333,0.0666666666666667
4,17,5,0,0.470588235294118,0.294117647058824
7,23,1,0,0.173913043478261,0.0434782608695652
8,17,3,1,0.176470588235294,0.0588235294117647
9,15,1,0,0.2,0.0666666666666667
14,23,4,0,0.434782608695652,0.173913043478261
15,17,1,0,0.470588235294118,0.0588235294117647
17,21,1,0,0.428571428571429,0.0476190476190476
19,15,3,0,0.466666666666667,0.2
25,17,3,0,0.294117647058824,0.176470588235294
30,17,8,1,0.470588235294118,0.0588235294117647
35,21,4,0,0.333333333333333,0.19047619047619
