Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
7,15,1,0,0.2,0.0666666666666667
9,23,1,0,0.173913043478261,0.0434782608695652
15,25,8,0,0.44,0.32
17,19,1,0,0.315789473684211,0.0526315789473684
22,25,2,0,0.2,0.08
23,25,8,1,0.32,0.2
27,21,1,0,0.333333333333333,0.0476190476190476
28,23,1,0,0.173913043478261,0.0434782608695652
29,25,5,0,0.32,0.2
31,19,1,0,0.315789473684211,0.0526315789473684
32,25,8,0,0.44,0.32
35,23,4,0,0.304347826086957,0.173913043478261
3,21,7,0,0.428571428571429,0.333333333333333
14,25,2,0,0.2,0.08
16,21,4,0,0.428571428571429,0.19047619047619
19,15,1,0,0.466666666666667,0.0666666666666667
20,15,1,0,0.2,0.0666666666666667
23,17,1,0,0.176470588235294,0.0588235294117647
27,19,6,1,0.315789473684211,0.210526315789474
28,25,8,0,0.44,0.32
32,25,8,0,0.44,0.32
33,25,2,0,0.44,0.08
34,15,1,0,0.333333333333333,0.0666666666666667
35,23,4,0,0.434782608695652,0.173913043478261
