Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,25,8,1,0.32,0.08
6,17,1,0,0.470588235294118,0.0588235294117647
11,21,4,0,0.333333333333333,0.19047619047619
14,21,1,0,0.333333333333333,0.0476190476190476
16,15,3,1,0.2,0.0666666666666667
19,19,1,0,0.473684210526316,0.0526315789473684
20,21,7,0,0.428571428571429,0.333333333333333
21,19,4,0,0.473684210526316,0.210526315789474
24,15,5,0,0.466666666666667,0.333333333333333
27,17,1,0,0.176470588235294,0.0588235294117647
28,25,2,0,0.32,0.08
32,17,5,0,0.470588235294118,0.294117647058824
