Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,21,1,0,0.333333333333333,0.0476190476190476
5,19,9,1,0.473684210526316,0.0526315789473684
12,17,1,0,0.176470588235294,0.0588235294117647
15,15,5,1,0.333333333333333,0.2
21,19,6,1,0.315789473684211,0.0526315789473684
23,23,10,1,0.434782608695652,0.0434782608695652
25,21,9,1,0.428571428571429,0.333333333333333
27,19,9,1,0.473684210526316,0.0526315789473684
28,19,4,0,0.473684210526316,0.210526315789474
32,15,5,1,0.333333333333333,0.2
33,23,10,1,0.434782608695652,0.304347826086957
35,19,1,0,0.473684210526316,0.0526315789473684
