Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,4,0,0.434782608695652,0.173913043478261
3,19,6,0,0.473684210526316,0.315789473684211
7,23,1,0,0.304347826086957,0.0434782608695652
10,19,9,1,0.473684210526316,0.210526315789474
16,23,4,0,0.304347826086957,0.173913043478261
19,15,1,0,0.333333333333333,0.0666666666666667
21,15,1,0,0.2,0.0666666666666667
22,23,1,0,0.173913043478261,0.0434782608695652
28,15,5,0,0.466666666666667,0.333333333333333
29,17,3,0,0.470588235294118,0.176470588235294
32,17,1,0,0.470588235294118,0.0588235294117647
36,25,5,0,0.44,0.2
2,19,1,0,0.210526315789474,0.0526315789473684
4,15,1,0,0.333333333333333,0.0666666666666667
6,25,2,0,0.32,0.08
7,23,1,0,0.173913043478261,0.0434782608695652
9,25,8,0,0.44,0.32
12,19,6,0,0.473684210526316,0.315789473684211
13,17,1,0,0.294117647058824,0.0588235294117647
22,17,3,0,0.470588235294118,0.176470588235294
25,25,8,0,0.44,0.32
28,21,1,0,0.19047619047619,0.0476190476190476
30,15,3,0,0.466666666666667,0.2
36,17,1,0,0.470588235294118,0.0588235294117647
