Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,15,5,1,0.333333333333333,0.0666666666666667
5,25,8,1,0.32,0.2
7,23,7,0,0.434782608695652,0.304347826086957
9,19,6,0,0.473684210526316,0.315789473684211
13,19,6,1,0.315789473684211,0.210526315789474
19,21,1,0,0.428571428571429,0.0476190476190476
24,21,1,0,0.333333333333333,0.0476190476190476
26,19,9,1,0.473684210526316,0.0526315789473684
31,17,1,0,0.176470588235294,0.0588235294117647
33,19,9,1,0.473684210526316,0.0526315789473684
36,15,1,0,0.333333333333333,0.0666666666666667
