Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,23,7,0,0.434782608695652,0.304347826086957
3,15,1,0,0.333333333333333,0.0666666666666667
5,19,4,0,0.315789473684211,0.210526315789474
9,19,4,0,0.315789473684211,0.210526315789474
12,15,1,0,0.333333333333333,0.0666666666666667
15,17,1,0,0.294117647058824,0.0588235294117647
22,15,1,0,0.466666666666667,0.0666666666666667
24,19,1,0,0.473684210526316,0.0526315789473684
26,15,1,0,0.2,0.0666666666666667
27,25,11,1,0.44,0.2
31,15,1,0,0.466666666666667,0.0666666666666667
33,23,1,0,0.434782608695652,0.0434782608695652
1,17,1,0,0.176470588235294,0.0588235294117647
2,17,3,0,0.470588235294118,0.176470588235294
4,17,5,0,0.470588235294118,0.294117647058824
9,21,1,0,0.428571428571429,0.0476190476190476
15,19,6,0,0.473684210526316,0.315789473684211
16,15,1,0,0.466666666666667,0.0666666666666667
17,19,6,0,0.473684210526316,0.315789473684211
21,19,1,0,0.315789473684211,0.0526315789473684
24,15,1,0,0.466666666666667,0.0666666666666667
28,15,5,0,0.466666666666667,0.333333333333333
29,21,1,0,0.333333333333333,0.0476190476190476
31,19,1,0,0.473684210526316,0.0526315789473684
