Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,4,0,0.434782608695652,0.173913043478261
10,17,3,0,0.294117647058824,0.176470588235294
11,25,2,0,0.2,0.08
12,21,1,0,0.333333333333333,0.0476190476190476
18,17,1,0,0.294117647058824,0.0588235294117647
20,19,1,0,0.315789473684211,0.0526315789473684
22,25,5,0,0.44,0.2
25,23,4,0,0.304347826086957,0.173913043478261
28,23,1,0,0.173913043478261,0.0434782608695652
30,25,8,0,0.44,0.32
32,21,1,0,0.333333333333333,0.0476190476190476
35,21,4,0,0.333333333333333,0.19047619047619
