Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,15,5,1,0.333333333333333,0.2
5,21,9,1,0.428571428571429,0.333333333333333
9,19,6,1,0.315789473684211,0.0526315789473684
10,15,5,1,0.333333333333333,0.0666666666666667
16,25,8,0,0.44,0.32
17,25,8,1,0.32,0.2
26,19,6,1,0.315789473684211,0.0526315789473684
28,15,7,1,0.466666666666667,0.0666666666666667
29,19,9,1,0.473684210526316,0.0526315789473684
31,23,4,1,0.173913043478261,0.0434782608695652
34,21,9,1,0.428571428571429,0.0476190476190476
36,15,7,1,0.466666666666667,0.2
