Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,4,0,0.304347826086957,0.173913043478261
4,23,1,0,0.173913043478261,0.0434782608695652
5,23,7,0,0.434782608695652,0.304347826086957
7,25,5,0,0.44,0.2
9,21,1,0,0.333333333333333,0.0476190476190476
12,19,1,0,0.210526315789474,0.0526315789473684
13,19,1,0,0.473684210526316,0.0526315789473684
15,25,5,0,0.32,0.2
21,23,4,0,0.434782608695652,0.173913043478261
23,21,1,0,0.428571428571429,0.0476190476190476
30,25,8,0,0.44,0.32
34,15,3,0,0.466666666666667,0.2
