Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,17,5,0,0.470588235294118,0.294117647058824
3,15,3,0,0.333333333333333,0.2
7,15,3,0,0.333333333333333,0.2
10,19,1,0,0.473684210526316,0.0526315789473684
13,23,1,0,0.304347826086957,0.0434782608695652
16,25,5,0,0.32,0.2
20,17,5,1,0.294117647058824,0.176470588235294
23,23,1,0,0.173913043478261,0.0434782608695652
27,21,7,0,0.428571428571429,0.333333333333333
32,15,1,0,0.466666666666667,0.0666666666666667
33,25,2,0,0.44,0.08
36,19,1,0,0.210526315789474,0.0526315789473684
1,21,7,0,0.428571428571429,0.333333333333333
4,17,1,0,0.294117647058824,0.0588235294117647
6,21,7,0,0.428571428571429,0.333333333333333
15,19,4,0,0.473684210526316,0.210526315789474
19,15,1,0,0.2,0.0666666666666667
20,19,6,0,0.473684210526316,0.315789473684211
22,19,1,0,0.210526315789474,0.0526315789473684
23,25,2,0,0.32,0.08
31,15,5,0,0.466666666666667,0.333333333333333
33,21,1,0,0.428571428571429,0.0476190476190476
34,23,1,0,0.173913043478261,0.0434782608695652
35,23,1,0,0.434782608695652,0.0434782608695652
