Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,17,5,1,0.294117647058824,0.0588235294117647
2,25,11,1,0.44,0.2
3,19,9,1,0.473684210526316,0.0526315789473684
7,19,4,1,0.210526315789474,0.0526315789473684
12,21,7,1,0.333333333333333,0.19047619047619
14,19,6,1,0.315789473684211,0.0526315789473684
16,15,7,1,0.466666666666667,0.0666666666666667
19,17,8,1,0.470588235294118,0.294117647058824
26,25,11,1,0.44,0.2
30,23,7,1,0.304347826086957,0.173913043478261
31,17,8,1,0.470588235294118,0.294117647058824
35,21,7,1,0.333333333333333,0.0476190476190476
